"id","person_age","person_gender","person_education","person_income","person_emp_exp","person_home_ownership","loan_amnt","loan_intent","loan_int_rate","loan_percent_income","cb_person_cred_hist_length","credit_score","previous_loan_defaults_on_file","loan_status"
"162167",27,"female","Associate",114758,7,"MORTGAGE",15000,"PERSONAL",12.68,0.13,9,675,"Yes",0
"162168",30,"female","High School",61730,8,"RENT",12000,"DEBTCONSOLIDATION",13.48,0.19,6,584,"Yes",0
"162169",24,"male","Master",54950,5,"RENT",2000,"PERSONAL",13.99,0.04,2,673,"Yes",0
"162170",23,"female","Associate",27392,0,"RENT",2397,"DEBTCONSOLIDATION",15.2,0.09,4,623,"No",1
"162171",36,"male","Associate",41699,16,"MORTGAGE",5000,"VENTURE",10.65,0.12,11,737,"No",0
"162172",41,"female","Bachelor",90988,18,"RENT",12000,"EDUCATION",7.7,0.13,14,668,"No",0
"162173",25,"female","High School",45879,0,"RENT",2000,"DEBTCONSOLIDATION",6.39,0.04,4,646,"Yes",0
"162174",26,"male","Bachelor",121130,3,"RENT",3000,"DEBTCONSOLIDATION",13.57,0.02,3,503,"Yes",0
"162175",27,"male","Doctorate",94292,5,"OWN",6000,"MEDICAL",12.18,0.06,5,713,"No",0
"162176",23,"male","Associate",93419,0,"RENT",1150,"VENTURE",10.95,0.01,2,654,"Yes",0
"162177",26,"female","Bachelor",84948,0,"RENT",11000,"HOMEIMPROVEMENT",6.62,0.13,4,595,"Yes",0
"162178",32,"male","Bachelor",47097,13,"MORTGAGE",10000,"VENTURE",10.25,0.21,8,650,"Yes",0
"162179",31,"female","Associate",65956,9,"RENT",10000,"DEBTCONSOLIDATION",8.2,0.15,9,633,"Yes",0
"162180",25,"male","High School",55301,0,"OWN",10400,"VENTURE",10.25,0.19,3,635,"No",0
"162181",24,"male","High School",77809,1,"RENT",4000,"VENTURE",8.57,0.05,3,619,"No",0
"162182",23,"female","Master",91042,1,"RENT",10000,"VENTURE",6.03,0.11,3,546,"Yes",0
"162183",22,"male","High School",22364,4,"OWN",3000,"PERSONAL",7.9,0.13,4,672,"No",1
"162184",24,"male","Master",109217,2,"MORTGAGE",3000,"EDUCATION",13.79,0.03,4,681,"No",0
"162185",22,"male","Associate",129448,3,"RENT",10000,"VENTURE",7.23,0.08,4,671,"Yes",0
"162186",33,"male","High School",481181,11,"MORTGAGE",15000,"PERSONAL",6.03,0.03,10,606,"Yes",0
"162187",25,"female","Bachelor",58524,1,"MORTGAGE",4000,"DEBTCONSOLIDATION",7.14,0.07,3,625,"No",0
"162188",22,"male","High School",85316,0,"RENT",15000,"PERSONAL",15.7,0.18,3,544,"Yes",0
"162189",24,"male","Bachelor",56026,2,"RENT",5700,"DEBTCONSOLIDATION",7.66,0.1,3,683,"No",0
"162190",33,"female","Master",72923,11,"OWN",16000,"PERSONAL",12.15,0.22,10,587,"Yes",0
"162191",23,"female","Master",36765,0,"MORTGAGE",8000,"MEDICAL",11.01,0.22,3,720,"No",1
"162192",25,"male","Associate",63727,0,"RENT",12000,"EDUCATION",13.08,0.19,4,681,"Yes",0
"162193",27,"male","High School",124211,4,"MORTGAGE",9000,"DEBTCONSOLIDATION",11.49,0.07,6,549,"Yes",0
"162194",29,"male","Master",150723,5,"MORTGAGE",10000,"HOMEIMPROVEMENT",5.79,0.07,10,600,"No",0
"162195",39,"female","High School",91008,16,"RENT",14000,"EDUCATION",6.03,0.15,13,665,"Yes",0
"162196",25,"male","Bachelor",144985,3,"RENT",30000,"EDUCATION",7.9,0.21,4,559,"No",0
"162197",32,"male","High School",193173,13,"MORTGAGE",22325,"VENTURE",11.1,0.12,8,617,"Yes",0
"162198",22,"male","Master",46281,0,"MORTGAGE",13500,"PERSONAL",11.83,0.29,4,654,"No",0
"162199",23,"male","Associate",66844,0,"RENT",20000,"DEBTCONSOLIDATION",12.53,0.3,2,655,"No",1
"1621100",34,"male","High School",85256,11,"RENT",6000,"DEBTCONSOLIDATION",11.89,0.07,7,625,"Yes",0
"1621101",21,"male","Bachelor",29886,0,"RENT",10000,"DEBTCONSOLIDATION",11.41,0.33,2,685,"No",1
"1621102",29,"male","Associate",81261,5,"RENT",2870,"DEBTCONSOLIDATION",12.21,0.04,8,683,"Yes",0
"1621103",27,"male","Associate",100378,6,"RENT",9000,"EDUCATION",15.31,0.09,5,715,"Yes",0
"1621104",23,"male","Associate",78928,1,"RENT",8000,"DEBTCONSOLIDATION",14.72,0.1,2,602,"No",0
"1621105",23,"male","Bachelor",71715,2,"OWN",4000,"VENTURE",6.99,0.06,3,664,"Yes",0
"1621106",32,"male","Bachelor",45467,9,"RENT",5000,"VENTURE",11.49,0.11,7,725,"No",0
"1621107",24,"male","High School",63085,1,"MORTGAGE",7800,"VENTURE",11.36,0.12,3,649,"Yes",0
"1621108",30,"male","Bachelor",91191,8,"RENT",20000,"MEDICAL",12.18,0.22,7,579,"Yes",0
"1621109",48,"male","Master",133449,26,"MORTGAGE",6000,"EDUCATION",8.94,0.04,14,695,"Yes",0
"1621110",26,"male","Bachelor",64743,1,"RENT",15000,"VENTURE",10.39,0.23,4,608,"Yes",0
"1621111",23,"male","Bachelor",76620,2,"MORTGAGE",12000,"MEDICAL",9.91,0.16,2,652,"Yes",0
"1621112",21,"male","High School",32433,2,"RENT",7750,"MEDICAL",16.7,0.24,2,663,"No",1
"1621113",37,"female","High School",53603,15,"RENT",9200,"PERSONAL",12.84,0.17,13,719,"No",1
"1621114",34,"female","High School",30621,9,"RENT",2875,"VENTURE",8.61,0.09,8,657,"Yes",0
"1621115",40,"male","Associate",180970,17,"MORTGAGE",12000,"PERSONAL",10.37,0.07,12,662,"No",0
"1621116",32,"male","Bachelor",55998,9,"RENT",9000,"MEDICAL",7.51,0.16,9,708,"Yes",0
"1621117",23,"male","High School",39532,0,"RENT",5000,"PERSONAL",9.91,0.13,3,673,"No",1
"1621118",31,"female","Bachelor",60947,13,"MORTGAGE",2000,"VENTURE",6.39,0.03,7,637,"Yes",0
"1621119",27,"male","Bachelor",36851,5,"RENT",14500,"VENTURE",12.45,0.39,7,693,"No",1
"1621120",52,"male","High School",103180,29,"RENT",1000,"MEDICAL",8.9,0.01,28,642,"Yes",0
"1621121",27,"male","Associate",67235,6,"RENT",4000,"EDUCATION",6.76,0.06,10,591,"Yes",0
"1621122",24,"male","High School",43302,6,"RENT",4000,"MEDICAL",16,0.09,3,675,"No",1
"1621123",25,"male","Associate",75569,4,"RENT",1557,"EDUCATION",10.14,0.02,4,638,"Yes",0
"1621124",39,"female","High School",48037,15,"RENT",1500,"DEBTCONSOLIDATION",10.36,0.03,16,710,"No",1
"1621125",27,"male","Associate",43314,8,"RENT",6000,"MEDICAL",7.49,0.14,10,669,"No",0
"1621126",37,"male","High School",369347,12,"MORTGAGE",14808,"VENTURE",10.7,0.04,16,594,"Yes",0
"1621127",25,"female","Bachelor",73422,3,"MORTGAGE",12500,"EDUCATION",11.49,0.17,4,578,"Yes",0
"1621128",32,"male","Master",54403,11,"MORTGAGE",15000,"PERSONAL",7.51,0.28,5,670,"No",0
"1621129",23,"female","High School",58931,0,"OWN",7000,"VENTURE",10.74,0.12,4,686,"Yes",0
"1621130",28,"male","Associate",29822,5,"RENT",3000,"VENTURE",8.58,0.1,6,602,"Yes",0
"1621131",25,"female","High School",77546,2,"RENT",20000,"DEBTCONSOLIDATION",11.01,0.26,4,611,"No",1
"1621132",30,"female","Master",108796,9,"MORTGAGE",13000,"EDUCATION",11.89,0.12,10,661,"Yes",0
"1621133",26,"female","Bachelor",136740,0,"MORTGAGE",12000,"PERSONAL",7.29,0.09,2,605,"No",1
"1621134",30,"female","Associate",95971,9,"MORTGAGE",14968,"VENTURE",11.04,0.16,7,606,"No",0
"1621135",38,"female","Master",149643,16,"MORTGAGE",12000,"VENTURE",11.01,0.08,16,677,"Yes",0
"1621136",24,"female","High School",90885,2,"MORTGAGE",8500,"EDUCATION",6.99,0.09,3,598,"Yes",0
"1621137",33,"female","High School",108878,9,"RENT",12000,"DEBTCONSOLIDATION",6.03,0.11,6,679,"Yes",0
"1621138",30,"male","Master",116564,7,"RENT",16750,"VENTURE",10.62,0.14,5,584,"Yes",0
"1621139",22,"female","High School",31081,0,"OWN",5000,"VENTURE",6.03,0.16,2,566,"Yes",0
"1621140",28,"male","Associate",111030,4,"MORTGAGE",20000,"MEDICAL",15.28,0.18,6,613,"No",1
"1621141",22,"male","Associate",140004,0,"MORTGAGE",12000,"DEBTCONSOLIDATION",10.25,0.09,4,647,"Yes",0
"1621142",26,"female","Associate",37033,5,"RENT",4200,"EDUCATION",16.49,0.11,3,621,"No",1
"1621143",22,"male","Master",121050,0,"RENT",6000,"EDUCATION",12.98,0.05,2,712,"Yes",0
"1621144",29,"female","High School",69704,6,"MORTGAGE",19611,"VENTURE",7.98,0.28,8,547,"No",0
"1621145",31,"male","Bachelor",109332,6,"RENT",18000,"MEDICAL",10.76,0.16,10,645,"Yes",0
"1621146",23,"female","Master",120365,4,"MORTGAGE",5500,"PERSONAL",14.74,0.05,4,688,"Yes",0
"1621147",33,"female","Bachelor",71887,8,"MORTGAGE",11000,"VENTURE",10.93,0.15,13,646,"Yes",0
"1621148",25,"male","High School",106548,2,"RENT",10000,"EDUCATION",17.88,0.09,4,640,"No",1
"1621149",23,"female","Bachelor",90109,0,"RENT",25000,"MEDICAL",10.36,0.28,3,653,"No",1
"1621150",23,"female","Bachelor",40158,3,"RENT",4500,"EDUCATION",7.49,0.11,4,639,"Yes",0
"1621151",21,"male","High School",15479,0,"OWN",4200,"EDUCATION",13.48,0.27,4,660,"No",1
"1621152",27,"male","High School",123495,1,"MORTGAGE",15000,"HOMEIMPROVEMENT",12.84,0.12,8,615,"Yes",0
"1621153",22,"male","Bachelor",71741,0,"MORTGAGE",6400,"DEBTCONSOLIDATION",11.01,0.09,4,660,"No",0
"1621154",22,"male","High School",71611,0,"RENT",12000,"PERSONAL",10.37,0.17,3,659,"No",0
"1621155",27,"female","Associate",75173,7,"RENT",9162,"HOMEIMPROVEMENT",13.17,0.12,5,625,"Yes",0
"1621156",25,"male","Bachelor",57938,1,"MORTGAGE",6500,"EDUCATION",8.59,0.11,3,631,"Yes",0
"1621157",26,"male","Master",72987,2,"MORTGAGE",5000,"PERSONAL",7.43,0.07,5,622,"Yes",0
"1621158",34,"male","Associate",89773,11,"MORTGAGE",10000,"VENTURE",15.96,0.11,10,645,"No",1
"1621159",28,"male","Associate",83977,6,"MORTGAGE",15000,"EDUCATION",6.54,0.18,5,654,"No",1
"1621160",26,"male","Associate",41848,1,"RENT",4200,"PERSONAL",16.82,0.1,3,440,"No",1
"1621161",34,"female","Master",88552,12,"MORTGAGE",20675,"PERSONAL",11.01,0.23,9,646,"No",0
"1621162",35,"female","Associate",147265,11,"MORTGAGE",25000,"VENTURE",15.2,0.17,10,693,"No",1
"1621163",24,"female","Master",49023,0,"OWN",7500,"HOMEIMPROVEMENT",13.22,0.15,3,616,"Yes",0
"1621164",23,"male","Master",60846,1,"RENT",9507,"EDUCATION",7.03,0.16,3,717,"No",0
"1621165",22,"male","Associate",85004,2,"MORTGAGE",6000,"DEBTCONSOLIDATION",5.42,0.07,2,690,"No",0
"1621166",26,"male","Associate",48887,4,"RENT",12000,"MEDICAL",10.3,0.25,3,685,"Yes",0
"1621167",29,"male","Bachelor",73022,4,"MORTGAGE",8500,"MEDICAL",6.92,0.12,7,651,"No",0
"1621168",22,"male","Master",36267,1,"OTHER",7500,"DEBTCONSOLIDATION",10.08,0.21,4,611,"No",1
"1621169",24,"female","Bachelor",78586,0,"RENT",10000,"HOMEIMPROVEMENT",10.8,0.13,5,662,"Yes",0
"1621170",27,"male","Bachelor",55006,5,"MORTGAGE",16750,"DEBTCONSOLIDATION",8.94,0.3,7,677,"Yes",0
"1621171",23,"female","Master",53860,0,"RENT",3000,"DEBTCONSOLIDATION",7.66,0.06,4,673,"No",1
"1621172",37,"male","High School",97056,15,"MORTGAGE",7745,"HOMEIMPROVEMENT",9.79,0.08,8,625,"Yes",0
"1621173",22,"male","Bachelor",63919,0,"MORTGAGE",4000,"DEBTCONSOLIDATION",10.65,0.06,4,537,"No",0
"1621174",24,"female","Bachelor",67039,2,"OWN",1000,"VENTURE",8.59,0.01,2,597,"Yes",0
"1621175",26,"male","Bachelor",29614,4,"RENT",6000,"MEDICAL",8.9,0.2,3,653,"No",0
"1621176",22,"male","Associate",53876,0,"RENT",16000,"EDUCATION",16.35,0.3,3,642,"No",1
"1621177",26,"female","Master",58455,5,"RENT",7000,"MEDICAL",5.79,0.12,3,633,"Yes",0
"1621178",22,"male","Bachelor",36375,0,"RENT",7000,"EDUCATION",14.22,0.19,3,624,"No",1
"1621179",27,"male","Associate",47720,2,"RENT",5000,"DEBTCONSOLIDATION",13.67,0.1,4,587,"No",1
"1621180",24,"female","High School",46411,2,"RENT",12000,"PERSONAL",11.89,0.26,3,652,"No",1
"1621181",22,"female","Bachelor",68328,0,"RENT",12000,"EDUCATION",6.91,0.18,2,678,"Yes",0
"1621182",35,"male","Bachelor",39526,12,"RENT",3125,"EDUCATION",7.14,0.08,9,696,"No",0
"1621183",26,"male","High School",81253,2,"RENT",7600,"VENTURE",10,0.09,4,564,"Yes",0
"1621184",27,"male","Master",168841,5,"RENT",20000,"EDUCATION",7.9,0.12,6,690,"No",0
"1621185",27,"male","Bachelor",53051,3,"RENT",4200,"MEDICAL",10.74,0.08,6,525,"Yes",0
"1621186",36,"male","High School",73229,14,"MORTGAGE",13000,"DEBTCONSOLIDATION",14.11,0.18,14,689,"No",1
"1621187",26,"male","Bachelor",21063,5,"RENT",5000,"EDUCATION",11.01,0.24,4,638,"No",1
"1621188",23,"female","High School",91722,3,"MORTGAGE",24000,"VENTURE",9.81,0.26,3,587,"Yes",0
"1621189",34,"female","Associate",63439,9,"RENT",9000,"VENTURE",11.18,0.14,9,538,"Yes",0
"1621190",26,"female","High School",58650,4,"RENT",7000,"MEDICAL",9.63,0.12,2,683,"Yes",0
"1621191",31,"male","Associate",134128,11,"MORTGAGE",5150,"PERSONAL",6.62,0.04,7,657,"No",0
"1621192",23,"female","Associate",40544,1,"RENT",3393,"HOMEIMPROVEMENT",8.3,0.08,3,667,"No",1
"1621193",27,"male","High School",75530,2,"RENT",12000,"PERSONAL",15.79,0.16,4,565,"Yes",0
"1621194",27,"female","Associate",39586,8,"RENT",17725,"MEDICAL",11.49,0.45,8,617,"No",1
"1621195",29,"male","Master",40596,7,"RENT",5000,"MEDICAL",8.9,0.12,7,687,"No",0
"1621196",29,"female","Associate",116423,7,"MORTGAGE",10000,"HOMEIMPROVEMENT",7.77,0.09,7,682,"No",0
"1621197",21,"female","High School",18559,0,"RENT",2800,"DEBTCONSOLIDATION",8,0.15,3,563,"No",1
"1621198",34,"female","Master",109819,13,"MORTGAGE",17000,"VENTURE",13.25,0.15,7,679,"No",0
"1621199",24,"female","High School",35911,0,"RENT",8937,"MEDICAL",11.87,0.25,4,674,"No",1
"1621200",36,"male","Master",49185,14,"RENT",2000,"VENTURE",11.49,0.04,11,629,"Yes",0
"1621201",31,"female","Associate",60919,7,"MORTGAGE",4800,"HOMEIMPROVEMENT",6.03,0.08,5,650,"Yes",0
"1621202",47,"male","Associate",198785,26,"MORTGAGE",19800,"HOMEIMPROVEMENT",15.65,0.1,16,665,"No",0
"1621203",28,"female","High School",70418,4,"RENT",12737,"EDUCATION",12.55,0.18,8,582,"Yes",0
"1621204",26,"female","High School",84921,0,"RENT",6500,"VENTURE",10.83,0.08,6,699,"No",0
"1621205",24,"female","High School",73021,3,"RENT",15000,"HOMEIMPROVEMENT",13.99,0.21,4,512,"Yes",0
"1621206",21,"female","Bachelor",24103,0,"OWN",7200,"MEDICAL",14.74,0.3,4,695,"No",1
"1621207",31,"male","Bachelor",37221,10,"OWN",2950,"HOMEIMPROVEMENT",10.75,0.08,7,690,"No",0
"1621208",31,"female","High School",243651,7,"MORTGAGE",20000,"EDUCATION",11.01,0.08,10,679,"Yes",0
"1621209",49,"male","Master",78229,26,"MORTGAGE",6625,"HOMEIMPROVEMENT",18.25,0.08,16,714,"Yes",0
"1621210",27,"male","High School",159382,5,"RENT",18000,"DEBTCONSOLIDATION",8.49,0.11,9,647,"Yes",0
"1621211",30,"male","Bachelor",89462,8,"RENT",29788,"DEBTCONSOLIDATION",12.79,0.33,7,505,"No",1
"1621212",30,"female","Bachelor",65894,6,"RENT",12000,"EDUCATION",6.62,0.18,6,692,"No",1
"1621213",50,"female","High School",123368,27,"MORTGAGE",12000,"HOMEIMPROVEMENT",14.96,0.1,11,670,"No",0
"1621214",24,"male","Bachelor",72896,4,"MORTGAGE",7000,"DEBTCONSOLIDATION",7.14,0.1,2,660,"Yes",0
"1621215",31,"female","Bachelor",300959,7,"MORTGAGE",12000,"PERSONAL",14.09,0.04,6,623,"No",0
"1621216",30,"female","High School",55413,5,"MORTGAGE",10000,"PERSONAL",14.74,0.18,6,630,"No",1
"1621217",22,"female","High School",52643,0,"RENT",3000,"EDUCATION",13.72,0.06,3,653,"No",0
"1621218",21,"male","Master",78108,0,"RENT",5000,"PERSONAL",6.03,0.06,4,621,"Yes",0
"1621219",24,"male","Bachelor",62060,1,"OWN",6000,"VENTURE",10.75,0.1,2,529,"Yes",0
"1621220",26,"female","Associate",50250,4,"RENT",6600,"DEBTCONSOLIDATION",8,0.13,2,605,"Yes",0
"1621221",23,"male","Associate",30909,2,"RENT",7200,"EDUCATION",12.68,0.23,4,668,"Yes",0
"1621222",30,"female","Bachelor",61096,10,"RENT",5003,"MEDICAL",11.1,0.08,5,695,"Yes",0
"1621223",25,"male","Bachelor",63613,2,"MORTGAGE",6000,"VENTURE",9.12,0.09,2,656,"Yes",0
"1621224",31,"male","Associate",110908,7,"MORTGAGE",6000,"VENTURE",11.01,0.05,8,644,"Yes",0
"1621225",23,"male","Bachelor",117270,4,"RENT",10000,"EDUCATION",13.99,0.09,3,547,"Yes",0
"1621226",27,"male","High School",96929,1,"MORTGAGE",12000,"EDUCATION",6.99,0.12,6,573,"Yes",0
"1621227",34,"female","Master",264551,11,"MORTGAGE",7350,"DEBTCONSOLIDATION",11.99,0.03,6,641,"Yes",0
"1621228",37,"female","Bachelor",48754,11,"OWN",5000,"PERSONAL",12.48,0.1,13,630,"Yes",0
"1621229",25,"female","Associate",55032,3,"MORTGAGE",17005,"MEDICAL",11.87,0.31,2,686,"No",0
"1621230",25,"male","Associate",63174,4,"RENT",16000,"EDUCATION",13.98,0.25,3,635,"No",1
"1621231",29,"male","Master",70850,6,"MORTGAGE",1800,"DEBTCONSOLIDATION",6.76,0.03,8,707,"Yes",0
"1621232",24,"female","Associate",51218,1,"MORTGAGE",11000,"PERSONAL",5.42,0.21,4,675,"No",0
"1621233",55,"female","Bachelor",90925,31,"RENT",20000,"MEDICAL",11.83,0.22,23,659,"Yes",0
"1621234",24,"male","Master",82788,1,"RENT",10000,"PERSONAL",16.02,0.12,2,719,"Yes",0
"1621235",26,"female","Associate",44117,3,"RENT",9000,"DEBTCONSOLIDATION",6.93,0.2,4,640,"No",0
"1621236",26,"female","Master",75186,5,"MORTGAGE",12000,"PERSONAL",7.9,0.16,2,594,"No",0
"1621237",21,"male","Associate",86279,0,"MORTGAGE",6000,"VENTURE",11.01,0.07,4,606,"No",0
"1621238",38,"male","High School",101678,17,"MORTGAGE",10800,"HOMEIMPROVEMENT",11.01,0.11,15,636,"Yes",0
"1621239",23,"female","Bachelor",23899,0,"RENT",3000,"PERSONAL",9.99,0.13,3,609,"No",1
"1621240",22,"female","High School",66864,2,"OWN",4000,"EDUCATION",9.32,0.06,4,553,"Yes",0
"1621241",24,"male","Bachelor",55208,0,"MORTGAGE",3000,"MEDICAL",11.01,0.05,3,628,"No",0
"1621242",30,"female","Bachelor",85333,10,"MORTGAGE",10000,"MEDICAL",9.56,0.12,8,644,"Yes",0
"1621243",36,"female","Master",36783,15,"RENT",5500,"EDUCATION",8.9,0.15,11,739,"Yes",0
"1621244",29,"male","High School",61063,7,"RENT",13000,"HOMEIMPROVEMENT",11.46,0.21,5,528,"Yes",0
"1621245",28,"male","Bachelor",72967,9,"MORTGAGE",12000,"DEBTCONSOLIDATION",5.79,0.16,8,718,"No",0
