"num","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
50939,0.71,"Good","F","VS2",63,59,2320,5.59,5.65,3.54
28953,0.31,"Good","H","SI1",63.6,57,435,4.28,4.31,2.73
40646,0.4,"Very Good","G","IF",61,59,1154,4.75,4.79,2.91
18946,1.21,"Ideal","H","IF",61,57,7789,6.79,6.89,4.17
5519,1,"Good","H","SI2",63.4,61,3850,6.29,6.33,4
6987,0.92,"Premium","H","VS1",61,62,4155,6.32,6.26,3.84
45954,0.56,"Premium","D","SI1",60.8,60,1723,5.29,5.31,3.22
31041,0.34,"Ideal","D","VS1",61.4,56,749,4.5,4.53,2.77
30974,0.4,"Very Good","D","VS2",62.3,58,746,4.69,4.72,2.93
26033,0.32,"Ideal","F","VS2",61.3,57,645,4.37,4.4,2.69
35757,0.33,"Very Good","F","VVS1",62,56,912,4.43,4.46,2.75
51178,0.75,"Very Good","F","SI1",63.1,58,2347,5.7,5.74,3.61
3400,0.3,"Very Good","I","VS1",61.8,63,567,4.29,4.26,2.64
19452,1.25,"Premium","H","VS1",61.3,55,8099,6.96,6.93,4.26
15058,0.3,"Ideal","F","VS2",61.6,57,605,4.3,4.33,2.66
15332,1.51,"Fair","I","SI2",66,57,6156,7.14,7,4.7
41905,0.51,"Very Good","G","SI1",63.1,56,1261,5.08,5.16,3.23
35510,0.41,"Very Good","E","SI1",63.1,57,904,4.78,4.73,3
13471,1.01,"Premium","D","SI1",58.9,58,5532,6.57,6.54,3.86
35000,0.38,"Ideal","G","VS1",62,55,882,4.64,4.68,2.89
39812,0.39,"Ideal","F","VVS2",61.8,55,1097,4.68,4.75,2.92
37914,0.41,"Premium","D","VS2",62.4,60,1007,4.71,4.75,2.95
35624,0.3,"Very Good","H","VS2",63,59,473,4.25,4.29,2.69
53008,0.7,"Premium","H","VVS2",61,57,2596,5.76,5.72,3.5
47555,0.53,"Very Good","E","VS1",61.8,60,1874,5.13,5.22,3.2
11350,1.21,"Very Good","J","SI1",61.6,59,4990,6.8,6.83,4.2
2843,0.75,"Very Good","F","VS1",62.3,57,3270,5.83,5.88,3.65
30607,0.34,"Good","F","SI2",63.5,56,447,4.44,4.48,2.83
20114,1.52,"Premium","J","VS1",62.2,59,8580,7.38,7.32,4.57
14170,1.06,"Ideal","I","VS2",61.6,57,5748,6.53,6.58,4.04
17976,1.05,"Ideal","G","VS1",62.2,53,7270,6.51,6.55,4.06
13474,1.52,"Fair","G","SI2",64.9,59,5533,7.19,7.15,4.65
31421,0.34,"Ideal","F","VS1",61.1,55,764,4.53,4.57,2.78
3330,0.71,"Very Good","E","VVS2",61.7,60,3376,5.7,5.74,3.53
9728,1.12,"Premium","F","SI2",60.5,59,4654,6.79,6.73,4.09
10711,0.31,"Premium","G","SI1",60.4,58,593,4.42,4.39,2.66
50032,0.54,"Very Good","F","VVS2",60.2,59,2198,5.27,5.3,3.18
11936,1.09,"Premium","E","SI2",61.4,58,5127,6.67,6.63,4.08
8456,1.01,"Good","E","SI2",56.7,61,4413,6.68,6.7,3.79
38473,0.38,"Very Good","G","VS1",60.7,55,1031,4.71,4.74,2.87
7176,1.01,"Premium","I","SI1",61.8,58,4185,6.45,6.37,3.96
12298,1.21,"Ideal","I","SI1",62.4,55,5218,6.81,6.78,4.24
50350,0.52,"Ideal","F","VS2",62.3,57,2246,5.18,5.13,3.21
16218,1.33,"Very Good","H","SI2",62.5,58,6482,7.04,6.97,4.38
28541,0.3,"Premium","E","SI1",60.6,58,675,4.34,4.3,2.62
35440,0.32,"Ideal","E","VS2",62.2,56,900,4.41,4.37,2.73
16563,1.23,"Ideal","H","SI1",62.4,54,6617,6.83,6.89,4.28
31000,0.36,"Ideal","E","VS1",61.4,56,747,4.59,4.63,2.83
52809,0.71,"Premium","I","VVS1",63,58,2572,5.67,5.6,3.55
24354,2.01,"Ideal","I","SI1",62.4,54,12617,8.04,7.96,5
5042,0.33,"Ideal","I","VS1",61.7,55,573,4.44,4.47,2.75
17193,1.18,"Very Good","I","IF",63.3,58,6867,6.69,6.73,4.25
4976,0.78,"Ideal","D","VS2",62.9,56,3736,5.85,5.88,3.69
18707,0.27,"Very Good","E","VVS2",62,59,620,4.14,4.18,2.58
18096,1.42,"Premium","H","SI2",61.6,58,7316,7.22,7.17,4.43
17342,1,"Good","E","VS2",58.2,60,6958,6.52,6.54,3.8
23046,1.51,"Very Good","H","VS2",60.9,54,11077,7.38,7.41,4.5
28691,0.39,"Very Good","I","VS2",60.1,57,679,4.74,4.77,2.86
37390,0.55,"Ideal","J","SI1",61.2,55,982,5.29,5.3,3.24
51581,1.03,"Premium","J","I1",62.8,55,2392,6.43,6.41,4.03
38010,0.38,"Premium","D","VVS2",60.8,55,1009,4.71,4.67,2.85
36484,0.32,"Ideal","F","IF",61.3,57,943,4.42,4.46,2.72
2961,1.07,"Very Good","H","SI2",61.8,63,3296,6.57,6.47,4.03
47860,0.67,"Ideal","G","VS2",61.4,57,1910,5.7,5.67,3.49
32379,0.39,"Very Good","J","VS1",63.5,58,790,4.64,4.59,2.93
11506,1.06,"Very Good","H","SI1",62.6,58,5020,6.4,6.51,4.04
3701,1,"Premium","E","SI2",62.9,61,3450,6.3,6.23,3.94
1752,0.81,"Good","I","VS1",59.4,56,3042,5.97,6.11,3.59
43353,0.5,"Good","E","VS2",63.4,59,1407,5.03,5.06,3.2
21187,1.2,"Very Good","G","VVS2",62.1,58,9337,6.74,6.78,4.2
11878,1.25,"Good","J","SI1",63.6,57,5110,6.86,6.81,4.35
14769,1.01,"Very Good","G","VS2",61.4,59,5944,6.42,6.48,3.96
15672,1.04,"Ideal","G","VS2",62,59,6286,6.43,6.5,4.01
12281,1,"Fair","E","SI1",57.4,62,5212,6.54,6.59,3.77
3575,0.72,"Very Good","F","VVS2",63.6,59,3420,5.65,5.7,3.61
22920,1.51,"Ideal","H","VS2",62.5,55,10959,7.34,7.29,4.57
17297,1.08,"Ideal","G","VS2",61.8,55,6931,6.57,6.63,4.08
48848,0.81,"Fair","F","SI2",65.7,57,2031,5.8,5.75,3.79
11686,1.22,"Premium","H","SI1",60.6,58,5063,6.91,6.86,4.17
35794,0.39,"Ideal","F","VS1",61.7,56,913,4.68,4.72,2.9
24250,1.58,"Very Good","H","VVS2",60.9,58,12459,7.56,7.65,4.63
32897,0.36,"Ideal","E","SI1",62.9,56,810,4.57,4.52,2.86
5258,1.14,"Premium","J","SI1",62.4,59,3792,6.7,6.62,4.16
19418,1.17,"Ideal","F","VS2",61.8,55,8072,6.81,6.74,4.19
12579,1.2,"Very Good","H","SI2",62,58,5280,6.76,6.91,4.24
52538,0.72,"Ideal","E","SI2",62.5,55,2530,5.69,5.74,3.57
37674,0.42,"Very Good","E","SI1",63.4,56,992,4.82,4.74,3.03
45794,0.51,"Very Good","G","VS1",63.4,57,1709,5.08,5.04,3.21
50656,0.31,"Good","E","SI1",63.4,55,544,4.29,4.32,2.73
44572,0.5,"Very Good","E","VS2",63.3,57,1606,5.1,5.07,3.22
42623,0.3,"Very Good","G","VS2",61.8,60,505,4.29,4.25,2.64
40787,0.4,"Ideal","F","VVS1",62.3,54,1168,4.75,4.78,2.97
26199,1.02,"Ideal","D","IF",63,57,15575,6.39,6.35,4.01
22626,1.75,"Very Good","J","VS1",61.5,59,10681,7.75,7.83,4.79
38833,0.43,"Ideal","E","VS2",62.2,57,1048,4.84,4.8,3
13860,1,"Very Good","D","SI1",63.1,56,5645,6.34,6.3,3.99
29176,0.3,"Ideal","F","VVS2",61.6,53,694,4.35,4.39,2.69
33264,0.3,"Ideal","E","VVS1",60,60,826,4.37,4.39,2.63
16274,1.29,"Ideal","I","VS2",62.7,57,6509,6.97,6.91,4.35
13630,1.06,"Ideal","I","VS1",62,55,5577,6.55,6.58,4.07
34981,0.34,"Ideal","F","VS2",62.1,56,880,4.47,4.45,2.77
39390,0.41,"Ideal","G","VVS1",62.2,54,1076,4.79,4.82,2.99
24614,1.81,"Premium","I","VS2",62.7,58,12939,7.77,7.68,4.84
15755,1.15,"Ideal","I","SI1",61.9,56,6300,6.68,6.72,4.15
22723,1.56,"Ideal","H","SI1",62.1,56,10739,7.44,7.46,4.63
50373,0.7,"Very Good","F","SI1",62.8,57,2250,5.61,5.66,3.54
35081,0.39,"Ideal","G","VVS2",62.1,56,886,4.67,4.7,2.91
32224,0.31,"Ideal","G","VVS1",60.2,58,789,4.37,4.4,2.64
6812,1.01,"Premium","E","SI2",60.6,58,4118,6.53,6.47,3.94
37942,0.27,"Premium","H","VVS2",60.7,59,486,4.19,4.21,2.55
5591,1.17,"Good","D","SI2",57.4,59,3866,7.02,6.95,4.01
51987,0.25,"Very Good","E","VVS2",62.2,57,548,4.02,4.12,2.53
15210,1.01,"Ideal","G","VS2",61.8,56,6108,6.45,6.42,3.98
17771,1.05,"Ideal","G","VS1",61.3,57,7155,6.58,6.51,4.01
9006,0.93,"Very Good","G","SI1",61.7,56,4513,6.22,6.26,3.85
4120,0.9,"Very Good","G","SI2",62.4,55,3539,6.13,6.17,3.84
14962,1.21,"Ideal","G","VS1",62.5,57,6025,6.77,6.7,4.21
32761,0.34,"Premium","I","VVS1",62.4,59,803,4.44,4.4,2.76
18838,1.5,"Good","D","SI2",61.1,64,7722,7.26,7.35,4.46
32903,0.44,"Premium","H","VS2",61.3,58,810,4.88,4.91,3
8850,1.01,"Good","E","SI1",64.1,59,4480,6.35,6.31,4.06
15996,1.06,"Premium","F","VS2",62.3,58,6399,6.56,6.51,4.07
37081,0.41,"Very Good","F","SI1",63.3,57,969,4.72,4.69,2.98
15371,0.3,"Premium","F","VS2",60.6,60,605,4.36,4.39,2.65
44387,0.41,"Premium","D","VVS1",62.3,53,1582,4.78,4.75,2.97
8961,0.9,"Premium","E","SI1",62.3,56,4502,6.21,6.14,3.85
19652,1.7,"Premium","H","SI2",59.8,61,8263,7.67,7.62,4.57
28182,0.37,"Premium","I","VS2",61.6,60,666,4.61,4.58,2.83
4394,0.31,"Premium","D","SI1",61.4,58,571,4.34,4.39,2.68
33277,0.28,"Ideal","H","VS1",62.2,54,462,4.19,4.23,2.62
29461,0.32,"Ideal","E","VS2",62.2,56,702,4.37,4.41,2.73
35400,0.39,"Very Good","E","VS1",60,59,900,4.76,4.8,2.87
32114,0.25,"Ideal","E","VVS1",62.3,53,783,4.08,4.11,2.55
9138,1.1,"Ideal","H","SI2",62.6,56,4537,6.57,6.65,4.14
36333,0.32,"Premium","G","VVS2",61.6,60,936,4.4,4.37,2.7
48079,0.6,"Ideal","G","VS2",61.1,55,1930,5.46,5.48,3.34
13506,1.01,"Premium","D","SI1",61.6,60,5543,6.47,6.43,3.97
3730,0.36,"Very Good","H","VS2",60,62,568,4.58,4.62,2.76
25566,2.01,"Fair","J","VS1",66.6,54,14402,7.76,7.92,5.22
23226,1.24,"Premium","F","VVS2",62,55,11231,6.95,6.88,4.29
38432,0.38,"Ideal","F","VS2",62.8,57,1026,4.62,4.58,2.89
47569,0.51,"Ideal","G","VVS2",61.9,55,1875,5.15,5.19,3.2
19955,1.32,"Ideal","I","VVS1",61,56,8501,7.09,7.07,4.32
44277,0.52,"Ideal","E","VS2",61.5,56,1576,5.18,5.2,3.19
25390,2.03,"Ideal","J","VS2",60.5,57,14083,8.26,8.2,4.98
21335,1.24,"Ideal","F","VS2",62,57,9478,6.83,6.89,4.25
4366,1.01,"Very Good","D","SI2",59.1,63,3605,6.54,6.59,3.88
8168,0.8,"Ideal","F","VS1",62.2,56,4362,5.93,5.96,3.7
12094,1.04,"Ideal","E","SI2",61.6,55,5163,6.51,6.54,4.02
3747,0.3,"Ideal","F","VS1",61.3,55,570,4.32,4.36,2.66
26711,0.32,"Very Good","G","VS1",62.1,56,645,4.4,4.43,2.74
18133,1.52,"Premium","I","SI2",62.5,56,7341,7.35,7.33,4.59
3113,0.92,"Very Good","I","SI1",63.3,58,3323,6.18,6.14,3.9
14564,1.01,"Ideal","H","VS1",62.6,57,5882,6.4,6.37,4
27627,1.83,"Premium","G","VS2",60.5,59,18525,7.99,7.89,4.8
47763,0.5,"Ideal","D","VS2",61.8,56,1893,5.11,5.14,3.16
45684,0.5,"Ideal","F","VS1",61.2,56,1695,5.13,5.17,3.15
5043,0.4,"Ideal","G","SI2",62.6,54,573,4.73,4.76,2.97
24918,1.73,"Premium","F","SI1",58,62,13365,7.95,7.91,4.6
48019,0.63,"Premium","E","SI1",61.3,58,1921,5.57,5.52,3.4
45331,0.51,"Very Good","E","VS2",63.5,56,1662,5.08,5.06,3.22
7887,1,"Very Good","E","SI2",61.9,59,4311,6.39,6.43,3.97
12379,0.36,"Ideal","J","SI1",61.6,56,597,4.61,4.58,2.83
6792,0.7,"Ideal","F","VVS2",61.7,55,4114,5.7,5.74,3.53
752,0.77,"Premium","F","SI1",60.8,59,2856,5.92,5.86,3.58
43166,0.42,"Ideal","D","VVS2",62.1,55,1389,4.81,4.78,2.98
38292,0.28,"Very Good","E","VS1",58.9,58,487,4.27,4.32,2.53
43982,0.32,"Ideal","J","VS2",62.1,54,393,4.38,4.44,2.74
6115,0.77,"Ideal","D","VS2",61.6,55,3980,5.88,5.91,3.63
8752,0.9,"Very Good","H","VS1",61.7,58,4466,6.18,6.26,3.84
27631,4.5,"Fair","J","I1",65.8,58,18531,10.23,10.16,6.72
6186,0.91,"Good","F","SI1",64.4,60,3994,6.05,6.1,3.91
4377,1.13,"Ideal","F","I1",62.2,55,3607,6.68,6.63,4.14
44291,0.52,"Premium","G","VS2",62.1,58,1577,5.18,5.15,3.21
49775,0.62,"Very Good","G","VS1",60.1,58,2161,5.52,5.54,3.32
45073,0.48,"Very Good","E","VS1",62.2,62,1644,4.95,4.99,3.09
35371,0.41,"Very Good","G","VS1",62.7,57,899,4.74,4.77,2.98
384,0.83,"Very Good","D","SI1",63.5,54,2811,5.98,5.95,3.79
51802,0.7,"Very Good","H","VS2",63.4,60,2415,5.61,5.59,3.55
15034,0.3,"Very Good","H","VVS2",62.9,57,605,4.28,4.31,2.7
8175,0.85,"Ideal","E","SI1",61.6,57,4363,6.07,6.1,3.75
31897,0.3,"Ideal","G","VS1",62.5,57,776,4.32,4.29,2.69
45826,0.55,"Premium","I","VVS1",61.3,59,1712,5.3,5.27,3.24
42595,0.31,"Very Good","D","IF",62,56,1331,4.33,4.35,2.69
37899,0.41,"Ideal","D","VS2",62.2,57,1007,4.72,4.76,2.95
11646,1.14,"Very Good","H","VS2",59.9,57,5053,6.78,6.81,4.07
36873,0.42,"Ideal","E","VS2",62.3,55,958,4.77,4.83,2.99
23175,1.5,"Premium","H","VS1",62.1,59,11189,7.31,7.27,4.53
46762,0.54,"Ideal","G","VVS2",62.6,57,1801,5.19,5.23,3.26
40508,0.54,"Premium","J","VS2",62.6,58,1143,5.22,5.16,3.25
42584,0.52,"Ideal","E","SI1",61.4,57,1330,5.15,5.18,3.17
5917,0.71,"Premium","E","VVS1",61.8,56,3936,5.71,5.68,3.52
15691,0.29,"Ideal","G","VVS2",61.4,57,607,4.27,4.3,2.63
1499,1.06,"Fair","J","SI2",61,66,2992,6.54,6.35,3.93
24957,1.58,"Ideal","E","SI1",61,57,13434,7.5,7.55,4.59
34192,0.33,"Ideal","F","VS2",61.6,56,854,4.46,4.44,2.74
15289,1.21,"Ideal","I","VS2",62,60,6135,6.77,6.84,4.22
21471,1.51,"Good","I","VS1",62,56,9569,7.23,7.29,4.5
38452,0.31,"Ideal","G","IF",62,54,1028,4.39,4.35,2.71
13832,1.25,"Premium","J","VS1",62.2,58,5637,6.88,6.92,4.29
5004,0.91,"Ideal","H","VS2",63,56,3743,6.15,6.05,3.84
30600,0.31,"Premium","D","VS2",61.7,59,734,4.31,4.34,2.67
30183,0.34,"Ideal","H","VVS1",62.3,54,722,4.46,4.5,2.79
53641,0.73,"Very Good","F","SI1",59.4,60,2703,5.84,5.87,3.48
23786,1.14,"Ideal","F","VVS1",62.2,56,11844,6.69,6.67,4.16
3567,0.8,"Very Good","D","VS2",60.6,63,3419,5.94,5.9,3.59
43100,0.53,"Ideal","I","VS1",61.6,57,1383,5.21,5.18,3.2
35518,0.43,"Ideal","I","VVS1",62.2,57,905,4.81,4.84,3
6959,0.8,"Ideal","G","VVS2",62.6,54,4146,5.9,5.97,3.71
28500,0.3,"Ideal","E","VS1",61.1,58,673,4.3,4.34,2.64
6715,0.3,"Very Good","D","SI2",62.3,58,413,4.26,4.28,2.66
46433,0.62,"Premium","G","VS1",62.9,58,1770,5.41,5.37,3.39
25980,2.22,"Premium","I","SI2",62.9,59,15184,8.24,8.2,5.17
53325,0.78,"Ideal","I","VS2",59.8,58,2652,5.98,6.02,3.59
42596,0.5,"Ideal","E","SI1",62.2,57,1331,5.05,5.08,3.15
6843,1.04,"Premium","D","SI2",60.9,57,4123,6.54,6.49,3.97
49682,0.72,"Very Good","J","VVS2",63,59,2144,5.7,5.72,3.6
35701,0.3,"Premium","D","VS2",62.5,59,911,4.28,4.23,2.66
34959,0.31,"Very Good","G","VS2",58.8,62,471,4.4,4.41,2.59
14250,1.22,"Premium","H","VS1",62.2,58,5773,6.84,6.76,4.23
52690,0.71,"Premium","E","SI1",60.1,60,2552,5.78,5.73,3.45
35176,0.31,"Ideal","G","IF",61.8,56,891,4.33,4.37,2.69
