"num","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
22297,1.27,"Ideal","G","VVS2",62.4,53.3,10342,6.94,6.95,4.33
37266,0.28,"Ideal","H","VS1",62.3,55,481,4.21,4.24,2.63
18546,1.5,"Very Good","F","SI2",63.1,54,7560,7.29,7.26,4.59
41583,0.25,"Very Good","D","VS1",60,63,388,4.05,4.08,2.44
46806,0.72,"Premium","F","SI2",61.1,59,1806,5.83,5.79,3.55
17112,1.01,"Very Good","F","VS1",59.9,59,6825,6.52,6.57,3.92
51772,0.8,"Premium","H","SI2",61.6,59,2409,5.92,5.86,3.63
49337,0.57,"Ideal","G","VVS2",61.7,56,2095,5.3,5.33,3.28
31995,0.3,"Premium","F","VS2",62.7,58,776,4.3,4.25,2.68
29413,0.38,"Premium","H","VS2",61.8,58,700,4.63,4.66,2.87
39983,0.41,"Ideal","I","VVS1",61.8,55,1107,4.79,4.76,2.95
39627,0.3,"Ideal","J","VS2",61.9,56,491,4.3,4.33,2.67
48886,0.7,"Good","E","SI1",65,57,2038,5.53,5.58,3.61
25384,2.05,"Very Good","I","SI2",62.8,56,14071,8.1,8.12,5.09
37313,0.31,"Ideal","E","VVS2",60.9,56,979,4.39,4.41,2.68
3089,0.84,"Good","G","VS1",63.6,57,3316,5.98,5.93,3.79
29109,0.34,"Premium","H","VS2",61.3,60,689,4.53,4.47,2.76
11797,1.03,"Good","D","SI1",60.1,62,5088,6.55,6.53,3.93
28781,0.33,"Ideal","E","VS2",59.3,58,681,4.53,4.51,2.68
6418,0.54,"Ideal","D","VVS1",61.3,56,4042,5.24,5.26,3.22
20859,1.07,"Ideal","D","VS1",61.8,57,9077,6.55,6.58,4.06
52837,0.71,"Very Good","E","SI1",59.7,58,2574,5.76,5.8,3.45
26391,2.05,"Premium","I","VS2",62.5,59,15897,8.07,8.12,5.06
6365,0.32,"Very Good","I","VS2",63.4,55,576,4.37,4.33,2.76
23682,1.14,"Very Good","F","VVS1",62.2,55.9,11737,6.67,6.69,4.16
48085,0.53,"Ideal","G","VVS2",60.6,56,1932,5.25,5.28,3.19
18760,1.17,"Premium","G","VS1",60.6,60,7666,6.81,6.79,4.12
52755,0.73,"Ideal","I","VVS1",61.7,57,2561,5.83,5.78,3.58
15501,1,"Good","F","VS2",63.8,58,6209,6.32,6.28,4.02
41443,0.4,"Very Good","G","IF",61.4,54,1229,4.76,4.79,2.93
26935,1.73,"Premium","F","VS2",61.2,58,16975,7.76,7.69,4.73
19931,1.54,"Ideal","J","VS2",62.7,56,8479,7.32,7.36,4.6
27945,0.23,"Very Good","G","VVS2",62.8,55,431,3.93,3.95,2.47
8915,1.07,"Premium","H","SI2",61.2,60,4494,6.57,6.53,4.01
51293,1.2,"Premium","F","I1",62.9,58,2360,6.86,6.79,4.29
1197,0.9,"Good","H","SI2",62.7,64,2934,6,6.09,3.79
18504,1.53,"Premium","I","SI2",62.1,59,7539,7.35,7.37,4.57
19918,1.23,"Ideal","G","VS1",61.8,57,8465,6.89,6.86,4.25
31143,0.38,"Very Good","G","SI1",62,54.8,755,4.64,4.67,2.89
27552,2.49,"Premium","I","SI2",61.2,56,18325,8.76,8.7,5.34
38798,0.31,"Ideal","G","VVS1",60.8,56,1046,4.39,4.36,2.66
36389,0.57,"Premium","J","SI2",62.7,60,941,5.25,5.21,3.28
30977,0.37,"Ideal","F","VS2",60.6,56,746,4.63,4.64,2.81
38543,0.34,"Ideal","D","VS2",61.3,57,1033,4.5,4.47,2.75
14384,0.3,"Very Good","G","VS1",62.8,59,605,4.23,4.27,2.67
19048,0.3,"Very Good","E","VVS2",62.4,58,622,4.28,4.31,2.68
20160,1.21,"Ideal","G","VS1",62.6,56,8616,6.77,6.81,4.25
14961,1.21,"Good","G","VS1",63.7,57,6025,6.73,6.67,4.27
6861,1.07,"Premium","I","SI1",61.2,58,4126,6.62,6.55,4.03
3959,0.91,"Good","G","SI1",63.1,63,3506,6.11,6.16,3.87
14445,1.3,"Very Good","J","VS2",61.6,56,5832,7.02,7.07,4.34
45789,0.59,"Very Good","I","VVS1",62.8,58,1709,5.3,5.34,3.34
21089,1.51,"Good","G","SI1",63.1,56,9258,7.2,7.28,4.57
53474,0.76,"Ideal","E","SI2",61.5,57,2680,5.83,5.87,3.6
49837,0.52,"Ideal","F","VVS2",61.6,57,2168,5.16,5.2,3.19
9052,0.34,"Premium","I","SI1",60,58,589,4.55,4.51,2.72
42246,0.57,"Ideal","H","SI1",61.8,55,1292,5.31,5.37,3.3
25935,2.03,"Premium","I","SI1",59.9,58,15095,8.23,8.21,4.92
17409,1.36,"Ideal","J","VVS2",61.9,56,6973,7.16,7.13,4.42
40115,0.41,"Ideal","F","VVS2",60.1,57,1115,4.83,4.85,2.91
6032,0.25,"Very Good","E","VVS1",60.2,59,575,4.11,4.13,2.48
35497,0.41,"Very Good","F","SI1",63.4,57,904,4.74,4.73,3
49923,0.77,"Good","I","VS1",64.1,55,2184,5.8,5.86,3.73
34807,0.31,"Very Good","E","VVS1",62.3,59,878,4.32,4.38,2.71
11208,1.01,"Premium","H","VS2",61.2,59,4959,6.45,6.47,3.95
28128,0.29,"Very Good","F","VVS2",63.1,57,664,4.22,4.3,2.69
33996,0.42,"Ideal","H","VS1",61.4,56,847,4.82,4.85,2.97
43618,0.26,"Ideal","H","VVS2",62.5,54,508,4.11,4.14,2.58
32873,0.38,"Good","D","VS2",64.1,55,809,4.58,4.62,2.95
46148,0.5,"Premium","G","VS1",60.7,60,1746,5.12,5.09,3.1
34811,0.3,"Very Good","E","VVS2",63.2,59,878,4.28,4.27,2.7
49490,0.7,"Good","I","VS2",63.6,58,2117,5.59,5.57,3.55
1589,0.71,"Very Good","E","VS1",62.1,57,3009,5.67,5.69,3.53
40314,0.4,"Premium","E","VS1",60.5,61,1125,4.74,4.72,2.86
46518,0.53,"Ideal","H","VVS1",61.3,56,1781,5.21,5.23,3.2
22855,1.01,"Premium","E","VVS1",61.6,58,10888,6.57,6.45,4.01
6620,1.35,"Premium","J","SI1",62.1,54,4082,7.15,7.09,4.42
29935,0.34,"Good","G","VS2",57.5,61,714,4.66,4.6,2.66
26737,1.8,"Ideal","F","SI1",61.8,57,16513,7.83,7.79,4.83
39539,0.4,"Premium","F","VS2",61,58,1080,4.79,4.72,2.9
21876,1.54,"Ideal","I","SI1",63.5,61,9942,7.29,7.33,4.64
39104,0.41,"Premium","I","VVS2",62.4,60,1061,4.73,4.7,2.94
30010,0.35,"Very Good","E","VS2",61.9,61,716,4.5,4.54,2.8
41914,0.6,"Very Good","J","VS2",60,59.4,1262,5.47,5.51,3.29
39583,0.37,"Ideal","E","VVS2",62.2,56,1082,4.63,4.6,2.87
2187,0.8,"Ideal","F","SI1",61,56,3137,5.98,6.05,3.67
19937,1.23,"Premium","F","VS2",62.9,58,8486,6.82,6.76,4.27
8261,0.9,"Very Good","F","SI1",61.4,58,4379,6.18,6.23,3.81
31043,0.39,"Ideal","I","VVS2",62,56,750,4.67,4.72,2.91
36140,0.33,"Ideal","E","VS2",61.8,55,928,4.48,4.45,2.76
13670,1.19,"Premium","H","SI1",61.4,58,5595,6.79,6.83,4.18
45841,0.6,"Very Good","F","SI1",62.1,57.4,1715,5.39,5.45,3.35
33069,0.32,"Ideal","H","IF",62.6,54,814,4.38,4.4,2.75
16474,1.02,"Very Good","E","VS2",63.3,57,6582,6.37,6.43,4.05
20614,1.01,"Very Good","E","VVS2",63.3,58,8912,6.39,6.31,4.02
6449,1.1,"Ideal","H","VS2",62.6,57,4048,6.61,6.56,4.12
42188,0.5,"Good","G","SI1",62.5,64,1286,4.99,4.93,3.1
20263,1.01,"Premium","F","VVS2",61.8,55,8688,6.45,6.36,3.96
11949,1.01,"Very Good","E","SI1",58.2,59,5132,6.54,6.59,3.82
24996,1.54,"Ideal","G","VS2",60.2,59,13508,7.47,7.52,4.51
11412,1,"Premium","H","VS2",61.5,61,5000,6.45,6.4,3.95
31904,0.3,"Ideal","G","VS1",62.2,55,776,4.31,4.28,2.67
13466,1.27,"Very Good","J","VS2",62.7,58,5530,6.88,6.91,4.32
28188,0.4,"Very Good","H","SI1",62.6,57,666,4.66,4.7,2.93
47173,0.7,"Very Good","J","SI1",58.4,62,1836,5.85,5.87,3.42
1550,0.72,"Good","F","VS1",63.8,58,3002,5.68,5.63,3.61
31471,0.34,"Premium","H","VS1",62.1,58,765,4.49,4.46,2.78
22683,0.4,"Ideal","E","SI2",61.9,58,629,4.71,4.73,2.92
34973,0.23,"Very Good","E","VVS1",61.8,59,472,3.89,3.91,2.41
24840,1.5,"Very Good","G","VS2",63.5,54,13239,7.26,7.22,4.6
12802,0.7,"Ideal","E","VVS1",61.8,55,5338,5.69,5.73,3.53
9159,1.02,"Very Good","E","SI2",63.3,58,4540,6.31,6.4,4.02
22620,1.5,"Good","G","VS2",63.7,57,10669,7.29,7.25,4.63
13850,1.2,"Very Good","E","SI2",63.3,55,5645,6.77,6.73,4.27
51946,0.72,"Premium","G","VS2",62.4,57,2441,5.73,5.72,3.57
2709,0.29,"Very Good","F","VVS1",61.5,56,563,4.26,4.3,2.63
37249,0.51,"Very Good","J","SI1",63.2,56,977,5.06,5.1,3.21
6843,1.04,"Premium","D","SI2",60.9,57,4123,6.54,6.49,3.97
49444,0.7,"Ideal","H","SI2",61.6,54,2110,5.71,5.75,3.53
39253,0.42,"Ideal","F","VVS2",61.6,55,1069,4.84,4.87,2.99
19389,1.09,"Premium","F","VS1",60.9,58,8057,6.63,6.67,4.05
6817,1.01,"Good","E","SI2",63.7,55,4118,6.38,6.31,4.05
53865,0.7,"Very Good","F","VS2",62.8,57,2744,5.64,5.69,3.56
50146,0.71,"Good","G","SI1",63.9,56,2215,5.62,5.59,3.58
27647,2.01,"Fair","G","SI1",70.6,64,18574,7.43,6.64,4.69
23786,1.14,"Ideal","F","VVS1",62.2,56,11844,6.69,6.67,4.16
48732,0.52,"Premium","G","VVS2",61.2,59,2012,5.16,5.14,3.15
34001,0.42,"Ideal","G","VS2",62.2,54,847,4.8,4.82,2.99
53510,0.7,"Premium","F","VS2",62.4,59,2686,5.68,5.64,3.53
35615,0.3,"Ideal","I","VS1",61.6,56,473,4.31,4.36,2.67
2478,0.81,"Premium","G","VS2",61.4,60,3193,6.02,5.99,3.69
26888,2.18,"Good","H","SI2",60.4,64,16842,8.47,8.38,5.09
52477,0.71,"Very Good","D","SI2",60.2,58,2519,5.76,5.8,3.48
33413,0.32,"Good","F","VS2",63.6,57,828,4.37,4.34,2.77
47907,0.53,"Ideal","G","VVS2",62.5,54,1914,5.21,5.19,3.25
14194,1.35,"Premium","E","SI2",61.5,58,5758,7.11,7.06,4.36
25346,2.03,"Ideal","I","SI2",61.5,54,14061,8.22,8.2,5.05
10900,1.02,"Very Good","H","SI1",63.4,57,4884,6.42,6.36,4.05
51721,0.7,"Good","F","VS1",64,56,2401,5.6,5.65,3.6
27215,1.57,"Ideal","E","VS2",60.5,57,17548,7.53,7.57,4.57
50881,0.71,"Ideal","I","VS2",62.1,59,2315,5.73,5.7,3.55
20605,1.5,"Good","E","SI2",63.9,58,8910,7.21,7.26,4.62
35211,0.33,"Ideal","I","IF",62.2,56,891,4.45,4.42,2.76
43557,0.52,"Ideal","E","SI1",63,54,1429,5.15,5.11,3.23
24941,2.03,"Ideal","I","SI2",60.8,59,13398,8.12,8.2,4.96
36033,0.41,"Premium","G","SI1",60.3,59,923,4.79,4.76,2.88
16405,0.63,"Ideal","D","IF",62.5,55,6549,5.47,5.5,3.43
12743,0.91,"Good","F","VVS2",64,61,5317,6.06,6.13,3.9
13836,1,"Ideal","D","SI1",62.8,55,5639,6.3,6.38,3.98
51340,0.79,"Premium","H","VS2",61.1,59,2362,5.96,5.93,3.63
18369,0.3,"Good","D","VS2",63.5,53,616,4.3,4.33,2.74
15069,1.03,"Premium","D","SI1",61.2,54,6056,6.61,6.53,4.02
44831,0.51,"Ideal","E","SI1",62.9,57,1624,5.1,5.09,3.2
50681,0.73,"Very Good","I","VS1",62.4,56,2288,5.72,5.76,3.58
45391,0.54,"Premium","F","VS2",58.2,60,1667,5.39,5.34,3.12
16848,1,"Ideal","E","VS2",61.6,57,6720,6.44,6.38,3.95
9322,0.9,"Very Good","D","SI1",62.5,59,4579,6.11,6.15,3.83
53793,0.51,"Ideal","F","IF",62.5,54,2730,5.12,5.16,3.21
36131,0.33,"Premium","E","VS2",61.1,59,928,4.49,4.45,2.73
8050,0.25,"Ideal","G","IF",61.1,57,582,4.06,4.07,2.48
41433,0.45,"Fair","H","VVS2",65.8,56,1227,4.82,4.7,3.13
36199,0.42,"Ideal","F","SI1",61.5,55,931,4.82,4.84,2.97
7130,0.92,"Very Good","H","VS2",63.4,57,4173,6.17,6.11,3.89
51902,0.66,"Premium","E","VS1",60.8,59,2433,5.58,5.6,3.4
16833,1.11,"Premium","G","VS2",62.3,58,6713,6.65,6.61,4.13
26147,2,"Premium","H","SI2",59.7,61,15451,8.2,8.15,4.88
49253,0.71,"Ideal","H","SI2",62.1,56,2086,5.76,5.71,3.56
5579,0.9,"Very Good","E","SI1",63.6,57,3863,6.08,6.12,3.88
8347,1.02,"Very Good","E","SI2",62.9,56,4398,6.36,6.43,4.02
37982,0.39,"Ideal","G","VS1",62,55,1008,4.66,4.71,2.9
38224,0.4,"Very Good","E","VVS2",60.3,59,1017,4.74,4.78,2.87
17940,1.25,"Premium","H","VS2",60.4,59,7246,6.92,6.96,4.19
5236,1.16,"Premium","F","SI2",62.1,59,3787,6.74,6.63,4.15
45005,0.54,"Good","E","VS2",63.1,58,1637,5.13,5.21,3.26
13340,1.19,"Ideal","D","SI2",60.4,55,5504,6.91,6.89,4.17
20178,1.03,"Ideal","E","VS1",61.9,57,8629,6.46,6.44,4
45449,0.72,"Good","H","SI2",64.1,58,1674,5.65,5.68,3.63
3297,0.71,"Very Good","D","VS2",61.9,59,3366,5.68,5.72,3.53
52773,0.8,"Ideal","F","SI2",61.8,56,2564,5.97,6,3.7
26008,2.2,"Premium","I","SI2",63,59,15238,8.22,8.19,5.17
52279,0.7,"Premium","F","SI1",61,60,2492,5.75,5.72,3.5
21758,1.53,"Very Good","I","VS1",59.3,58,9823,7.5,7.54,4.46
11482,1.21,"Very Good","I","SI2",63.2,57,5014,6.7,6.66,4.22
48133,0.9,"Premium","G","I1",62.3,53,1939,6.16,6.12,3.82
91,0.7,"Ideal","E","SI1",62.5,57,2757,5.7,5.72,3.57
50304,0.32,"Very Good","G","VS2",62.3,55,544,4.38,4.41,2.73
4177,0.9,"Premium","F","SI2",61.4,58,3556,6.19,6.13,3.78
5722,0.25,"Very Good","E","VVS2",61.9,59,575,3.99,4.02,2.48
10296,0.91,"Very Good","E","VS2",62.2,60,4759,6.13,6.21,3.84
48594,0.7,"Good","I","SI1",63.6,55,1995,5.62,5.58,3.56
22259,1.08,"Ideal","E","VVS2",61.8,56,10313,6.55,6.59,4.06
49791,0.73,"Premium","G","SI1",60.8,58,2163,5.82,5.85,3.55
19591,1.52,"Very Good","J","VS1",62.2,55,8217,7.35,7.42,4.59
12988,1,"Ideal","E","SI1",62.3,55,5396,6.41,6.34,3.97
16025,0.3,"Premium","I","VS1",59.1,59,608,4.38,4.35,2.58
51266,0.6,"Ideal","F","VS2",61.5,56,2358,5.43,5.47,3.35
18784,1.06,"Premium","F","VS1",58.8,60,7679,6.76,6.68,3.95
32225,0.31,"Ideal","G","VVS1",61.9,55,789,4.38,4.41,2.72
2270,0.77,"Ideal","G","VS2",61.7,55,3154,5.87,5.9,3.63
22411,1.52,"Premium","D","SI2",59.8,60,10433,7.42,7.5,4.46
23101,2.09,"Ideal","G","SI2",62.5,57,11119,8.21,8.14,5.11
40189,0.43,"Ideal","I","VVS1",60.6,57,1120,4.88,4.94,2.97
42338,0.46,"Ideal","D","VS2",62.4,56,1298,4.98,4.95,3.1
44263,0.52,"Ideal","H","VS1",62,55.4,1575,5.16,5.21,3.21
50280,0.97,"Ideal","I","I1",61.6,53,2239,6.4,6.43,3.95
22173,1.52,"Very Good","E","SI2",63.3,58,10214,7.31,7.25,4.61
6632,0.81,"Ideal","D","VS2",62.1,56,4087,6.01,5.98,3.72
24249,2.15,"Premium","H","SI2",62.2,56,12458,8.29,8.2,5.13
24495,2.23,"Premium","J","SI2",60.5,61,12770,8.47,8.4,5.1
8025,1.04,"Very Good","H","SI2",60.2,60,4332,6.52,6.57,3.94
50313,0.7,"Premium","F","SI1",61.2,59,2239,5.7,5.64,3.47
23100,1.59,"Ideal","I","VS1",61.2,58,11119,7.52,7.5,4.6
39012,0.43,"Ideal","I","IF",62,55,1056,4.83,4.85,3
23187,1.5,"Premium","H","VS2",62.4,59,11194,7.32,7.29,4.56
38049,0.31,"Premium","D","VS1",59.7,58,1011,4.45,4.4,2.64
17866,1.04,"Ideal","E","SI1",61.8,56,7208,6.49,6.53,4.02
7608,0.84,"Very Good","G","VVS2",60.4,55,4259,6.07,6.12,3.68
11294,1,"Very Good","H","VS2",60.7,60,4978,6.55,6.49,3.96
47932,0.56,"Premium","E","VS2",61.8,59,1915,5.34,5.27,3.28
25506,2.06,"Very Good","I","SI2",62.3,57,14298,8.12,8.2,5.09
52627,0.36,"Ideal","F","SI1",61.1,57,551,4.57,4.6,2.8
4018,0.91,"Good","H","SI1",63.8,60,3520,6,6.16,3.88
18726,1.5,"Fair","F","SI2",65.4,58,7644,7.17,7.1,4.67
24315,1.73,"Very Good","I","VS1",62.2,59,12559,7.62,7.65,4.75
17836,1.02,"Ideal","G","VS1",61.3,56,7192,6.49,6.53,3.99
7991,1.16,"Premium","I","SI2",62.1,58,4326,6.78,6.71,4.19
31460,0.4,"Premium","J","VS2",62.5,60,765,4.71,4.67,2.93
7710,1,"Ideal","J","VS2",61.9,54,4278,6.41,6.45,3.98
31396,0.45,"Very Good","G","SI2",59.7,61,764,4.95,5,2.97
53227,0.8,"Good","E","SI2",57.7,65,2640,6.13,6.08,3.52
30735,0.41,"Good","G","SI1",64.2,57,739,4.67,4.71,3.01
26965,1.71,"Premium","G","VS1",62.3,58,17041,7.61,7.65,4.75
49986,0.74,"Good","F","SI2",59.3,61,2190,5.87,5.97,3.51
3772,0.73,"Ideal","G","VS1",60.9,59,3459,5.79,5.83,3.54
1175,0.7,"Ideal","G","VS2",61.8,57,2929,5.68,5.71,3.52
47913,0.56,"Ideal","F","VS1",61.7,56,1915,5.28,5.32,3.27
10986,1.01,"Good","E","SI1",63.1,60,4912,6.34,6.37,4.01
43328,0.54,"Very Good","F","SI1",60.2,56,1404,5.28,5.39,3.21
13227,1.06,"Ideal","G","SI1",62.9,56,5461,6.52,6.49,4.09
49254,0.73,"Ideal","F","SI2",61.7,57,2087,5.78,5.82,3.58
1054,0.25,"Premium","F","VS1",61.2,59,558,4.05,4.02,2.47
22911,1.51,"Premium","G","SI1",62.7,58,10951,7.3,7.25,4.56
12995,1.02,"Ideal","F","SI1",62.8,55,5398,6.43,6.4,4.03
5373,0.3,"Premium","D","SI2",61.8,58,574,4.32,4.29,2.66
23155,1.6,"Very Good","I","VVS1",59.8,56,11170,7.6,7.68,4.57
45053,0.52,"Very Good","G","VS1",63.8,58,1641,5.06,5.09,3.24
16548,1.03,"Ideal","D","SI1",61.3,56,6610,6.48,6.54,3.99
40097,0.33,"Ideal","G","VVS1",62,56,1114,4.48,4.45,2.77
39403,0.41,"Ideal","G","VVS2",61.3,56,1076,4.77,4.76,2.92
47175,0.54,"Premium","I","IF",58.8,61,1836,5.35,5.29,3.13
14799,1.01,"Good","E","VS2",63.4,56,5954,6.35,6.37,4.03
23536,1.51,"Premium","H","VS2",60.2,60,11540,7.35,7.33,4.42
31700,0.36,"Premium","F","SI1",61.5,58,770,4.6,4.54,2.81
22840,1.05,"Ideal","F","VVS2",62.1,55,10874,6.54,6.56,4.07
11626,1.13,"Premium","H","SI1",60.1,60,5050,6.77,6.73,4.06
28545,0.3,"Premium","H","VS1",61.4,59,675,4.33,4.3,2.65
52556,0.7,"Very Good","G","VS1",63.2,56,2535,5.61,5.56,3.53
32363,0.3,"Very Good","F","VVS1",61,57,790,4.33,4.36,2.65
46680,0.99,"Fair","J","I1",73.6,60,1789,6.01,5.8,4.35
13442,1.06,"Premium","H","VS2",60.7,59,5520,6.61,6.57,4
30101,0.32,"Ideal","H","VS1",63,57,720,4.35,4.32,2.73
52925,0.71,"Ideal","H","VS1",60.9,58,2590,5.74,5.79,3.51
42200,0.56,"Premium","G","SI1",61.1,61,1287,5.31,5.29,3.24
29663,0.35,"Premium","G","VS1",62.3,59,706,4.49,4.53,2.81
8562,1.02,"Premium","G","SI1",62.2,58,4435,6.44,6.48,4.02
39572,0.44,"Premium","F","VS1",61.9,59,1081,4.84,4.88,3.01
41018,0.4,"Ideal","F","VVS1",62.2,56,1186,4.71,4.74,2.94
9801,1.04,"Ideal","F","SI2",62.1,57,4668,6.46,6.48,4.02
38051,0.31,"Premium","E","VVS1",62,59,1012,4.34,4.3,2.68
30862,0.33,"Ideal","G","VS2",61.6,55,743,4.46,4.43,2.74
42072,0.55,"Good","D","SI2",63.2,56,1272,5.21,5.24,3.3
46401,0.5,"Ideal","G","VVS2",61.8,54,1766,5.11,5.15,3.17
639,0.73,"Premium","G","VS1",61.4,58,2841,5.82,5.77,3.56
39815,0.4,"Ideal","G","VVS1",61.8,56,1097,4.72,4.75,2.92
43504,0.43,"Ideal","F","VVS1",62.3,55,1422,4.88,4.85,3.03
39540,0.4,"Premium","F","VS2",62.1,58,1080,4.76,4.71,2.94
13320,1.01,"Very Good","E","SI1",62.9,58,5499,6.35,6.41,4.01
7966,1.09,"Premium","G","SI1",62.5,59,4322,6.56,6.53,4.09
39131,0.41,"Premium","G","VS2",61.6,58,1061,4.78,4.73,2.93
31930,0.3,"Ideal","F","VS2",62,55,776,4.33,4.31,2.68
29540,0.27,"Ideal","E","VS1",61.4,57,704,4.17,4.23,2.58
51422,0.75,"Premium","E","SI2",63,58,2372,5.78,5.71,3.62
4632,0.7,"Very Good","D","VS2",60.6,60,3668,5.71,5.75,3.47
18150,1.14,"Ideal","H","VVS2",61.9,56,7354,6.69,6.72,4.15
3135,0.74,"Very Good","G","VVS1",63.2,56,3328,5.74,5.72,3.62
20069,0.31,"Ideal","F","VS2",62.3,57,625,4.3,4.34,2.69
29268,0.31,"Very Good","E","SI1",63.4,55,698,4.33,4.32,2.74
29962,0.31,"Ideal","G","SI1",61.2,55,446,4.37,4.39,2.68
33871,0.3,"Ideal","E","VS2",61.2,55,844,4.35,4.31,2.65
38112,0.36,"Ideal","E","VS2",62.8,56,1013,4.54,4.51,2.84
32665,0.31,"Premium","G","VS1",59.5,59,802,4.47,4.4,2.64
7270,1,"Ideal","I","SI1",61.4,56,4200,6.45,6.39,3.94
28294,0.3,"Ideal","G","SI1",62.3,56,432,4.29,4.32,2.68
38131,0.3,"Very Good","G","VVS1",63.4,56,1013,4.31,4.27,2.72
18440,1.41,"Good","D","SI2",63.9,60,7501,7.08,7,4.5
9613,1.02,"Very Good","D","SI2",60.3,58,4633,6.48,6.52,3.92
369,0.7,"Very Good","F","VS1",62,57,2808,5.64,5.71,3.52
27031,0.32,"Ideal","G","VS1",61.7,55,645,4.39,4.43,2.72
8177,1.05,"Premium","F","SI2",62.3,56,4363,6.55,6.51,4.07
16081,1.2,"Very Good","H","VS2",63.2,54,6423,6.73,6.78,4.27
39504,0.54,"Very Good","J","SI1",61.3,55,1080,5.23,5.28,3.22
12744,1.19,"Ideal","H","SI1",62.3,55,5318,6.84,6.8,4.25
6759,0.91,"Very Good","G","VS2",64,56.6,4105,6.09,6.15,3.92
23477,2.02,"Very Good","J","SI2",63.5,57,11475,7.94,8.02,5.07
36941,0.23,"Very Good","D","VVS1",63.3,57,478,3.9,3.93,2.48
38982,0.39,"Premium","F","VS2",58.8,59,1053,4.83,4.8,2.83
17671,1.15,"Ideal","H","VS1",62.7,57,7123,6.68,6.64,4.17
4954,1.01,"Fair","H","VS2",65.2,56,3733,6.23,6.19,4.05
27914,0.26,"Ideal","E","VVS1",62.5,56,657,4.09,4.12,2.56
19740,1.02,"Ideal","G","IF",62.5,57,8311,6.44,6.37,4
4939,0.98,"Very Good","H","SI2",62.1,59,3731,6.33,6.39,3.95
24958,2.08,"Premium","F","SI2",62,60,13437,8.15,8.1,5.04
14599,1.23,"Good","H","SI1",63.9,56,5889,6.81,6.77,4.34
35696,0.3,"Ideal","E","VS1",61.7,57,911,4.31,4.28,2.65
32430,0.33,"Ideal","E","VS2",61.7,55,792,4.45,4.47,2.75
30766,0.25,"Premium","E","VVS1",62.9,59,740,4.02,3.99,2.52
44305,0.56,"Ideal","D","SI1",62.3,57,1578,5.24,5.26,3.27
24671,1.2,"Very Good","E","VVS1",61.3,60,13015,6.77,6.84,4.17
24777,1.5,"Ideal","G","VS2",62,55,13135,7.33,7.36,4.56
43429,0.53,"Very Good","D","SI1",60.9,59,1415,5.18,5.2,3.16
8219,1.01,"Premium","E","SI2",61,56,4371,6.42,6.36,3.9
36872,0.42,"Premium","E","VS2",61,59,958,4.82,4.85,2.95
15157,1.28,"Premium","I","SI1",62.6,55,6093,6.97,6.93,4.35
53019,0.71,"Very Good","G","VS2",62.1,62,2599,5.65,5.71,3.53
17960,1.2,"Premium","G","VS2",59.6,58,7258,6.94,6.89,4.12
30664,0.3,"Premium","F","VVS2",61.1,59,737,4.29,4.32,2.63
45818,0.56,"Ideal","G","VS1",61.8,55,1712,5.28,5.37,3.29
11506,1.06,"Very Good","H","SI1",62.6,58,5020,6.4,6.51,4.04
