"id","person_age","person_gender","person_education","person_income","person_emp_exp","person_home_ownership","loan_amnt","loan_intent","loan_int_rate","loan_percent_income","cb_person_cred_hist_length","credit_score","previous_loan_defaults_on_file","loan_status"
"385351",30,"female","Bachelor",325284,3,"MORTGAGE",21000,"DEBTCONSOLIDATION",11.26,0.06,6,654,"No",0
"385352",27,"male","Master",79904,4,"RENT",20000,"PERSONAL",12.21,0.25,5,694,"No",1
"385353",24,"male","High School",84921,0,"RENT",15000,"VENTURE",11.24,0.18,5,599,"Yes",0
"385354",35,"male","Master",108788,13,"RENT",7000,"MEDICAL",8.59,0.06,10,729,"No",0
"385355",23,"female","High School",40125,0,"OWN",3600,"VENTURE",11.58,0.09,4,587,"Yes",0
"385356",27,"male","High School",63019,7,"RENT",6000,"MEDICAL",8.65,0.1,8,586,"Yes",0
"385357",26,"female","Associate",100246,1,"RENT",22000,"VENTURE",12.69,0.22,2,623,"Yes",0
"385358",29,"male","Bachelor",106926,3,"MORTGAGE",16000,"DEBTCONSOLIDATION",16.45,0.15,8,671,"No",1
"385359",27,"female","Bachelor",23774,7,"RENT",6000,"MEDICAL",16.49,0.25,8,694,"No",1
"385360",21,"female","Bachelor",78756,2,"RENT",16000,"PERSONAL",9.91,0.2,3,666,"Yes",0
"385361",25,"male","Associate",72956,3,"MORTGAGE",7000,"HOMEIMPROVEMENT",9.63,0.1,2,665,"Yes",0
"385362",21,"female","Associate",32193,1,"RENT",6000,"DEBTCONSOLIDATION",7.49,0.19,2,660,"No",0
"385363",24,"female","Bachelor",59465,4,"MORTGAGE",5000,"MEDICAL",12.18,0.08,3,597,"No",1
"385364",23,"female","High School",73038,0,"RENT",13201,"PERSONAL",8.49,0.18,4,646,"No",0
"385365",25,"male","High School",48673,6,"RENT",15000,"VENTURE",11.36,0.31,3,682,"No",1
"385366",22,"male","Bachelor",66151,0,"MORTGAGE",15750,"PERSONAL",6.62,0.24,4,662,"Yes",0
"385367",40,"male","Master",91446,16,"MORTGAGE",14000,"VENTURE",7.51,0.15,14,699,"Yes",0
"385368",22,"male","Associate",130229,0,"RENT",8000,"PERSONAL",16.29,0.06,2,611,"No",1
"385369",40,"male","Bachelor",42992,22,"MORTGAGE",5600,"VENTURE",10.65,0.13,13,676,"Yes",0
"385370",23,"female","High School",48964,1,"RENT",6000,"VENTURE",7.67,0.12,2,638,"Yes",0
"385371",23,"female","Bachelor",145201,0,"MORTGAGE",4400,"VENTURE",11.71,0.03,3,698,"No",0
"385372",23,"female","High School",22510,0,"RENT",3250,"PERSONAL",11.01,0.14,4,619,"No",1
"385373",23,"female","Bachelor",43715,0,"MORTGAGE",15800,"DEBTCONSOLIDATION",13.72,0.36,4,663,"Yes",0
"385374",27,"male","High School",144916,4,"RENT",11040,"EDUCATION",12.59,0.08,7,610,"Yes",0
"385375",29,"female","High School",36694,9,"RENT",2093,"HOMEIMPROVEMENT",9.48,0.06,6,640,"No",1
"385376",29,"female","Bachelor",33474,7,"RENT",3500,"DEBTCONSOLIDATION",11.99,0.1,7,673,"No",0
"385377",22,"male","High School",32673,0,"MORTGAGE",1550,"HOMEIMPROVEMENT",11.01,0.05,2,630,"No",1
"385378",24,"male","Bachelor",87418,6,"MORTGAGE",9000,"EDUCATION",11.01,0.1,2,680,"No",0
"385379",40,"male","Associate",66779,20,"MORTGAGE",12000,"EDUCATION",6.62,0.18,15,674,"No",0
"385380",23,"male","High School",61175,3,"RENT",6000,"PERSONAL",11.48,0.1,3,562,"Yes",0
"385381",31,"male","Bachelor",117143,8,"MORTGAGE",12000,"VENTURE",8.48,0.1,7,587,"Yes",0
"385382",34,"male","Bachelor",120890,11,"MORTGAGE",15000,"HOMEIMPROVEMENT",6.17,0.12,10,720,"No",0
"385383",21,"female","Master",22687,0,"RENT",3000,"DEBTCONSOLIDATION",7.9,0.13,2,708,"No",1
"385384",23,"female","High School",95029,2,"RENT",3500,"VENTURE",9.96,0.04,4,653,"No",0
"385385",23,"male","Associate",36911,2,"RENT",7200,"MEDICAL",8.91,0.2,3,680,"No",1
"385386",32,"female","High School",97126,9,"MORTGAGE",12000,"VENTURE",5.99,0.12,8,649,"No",0
"385387",33,"male","High School",65881,13,"MORTGAGE",16000,"EDUCATION",18.67,0.24,10,668,"No",1
"385388",31,"female","Doctorate",55197,10,"RENT",8000,"DEBTCONSOLIDATION",10.99,0.14,10,538,"No",0
"385389",24,"male","High School",67164,2,"RENT",5000,"HOMEIMPROVEMENT",10.39,0.07,2,554,"Yes",0
"385390",36,"female","High School",96831,14,"RENT",6400,"MEDICAL",11.23,0.07,11,591,"No",0
"385391",26,"male","Associate",57717,3,"RENT",3800,"PERSONAL",13.49,0.07,3,658,"Yes",0
"385392",31,"female","High School",91916,5,"MORTGAGE",5000,"PERSONAL",12.41,0.05,9,595,"No",1
"385393",30,"male","Bachelor",51412,8,"RENT",10000,"MEDICAL",16.11,0.19,9,594,"Yes",0
"385394",23,"male","Master",55164,0,"RENT",14500,"PERSONAL",10.36,0.26,4,597,"No",1
"385395",23,"male","Bachelor",36697,1,"RENT",19750,"VENTURE",11.14,0.54,4,660,"No",1
"385396",24,"female","Master",75502,2,"RENT",3000,"PERSONAL",9.03,0.04,6,673,"Yes",0
"385397",25,"male","High School",92033,6,"MORTGAGE",14500,"PERSONAL",9.63,0.16,4,579,"Yes",0
"385398",24,"male","Associate",19194,2,"RENT",2100,"EDUCATION",13.11,0.11,4,696,"Yes",0
"385399",31,"male","Bachelor",31095,7,"RENT",6711,"PERSONAL",13.15,0.22,8,613,"No",1
"3853100",23,"male","Bachelor",72776,2,"MORTGAGE",10000,"EDUCATION",11.26,0.14,3,492,"Yes",0
"3853101",28,"female","Master",56760,8,"RENT",5500,"MEDICAL",11.11,0.1,10,737,"No",1
"3853102",28,"female","Master",29830,8,"RENT",3000,"VENTURE",9.32,0.1,6,640,"No",0
"3853103",25,"male","High School",18701,3,"RENT",1124,"VENTURE",8.48,0.06,6,582,"Yes",0
"3853104",23,"female","High School",114893,3,"MORTGAGE",4400,"MEDICAL",7.9,0.04,3,614,"No",0
"3853105",26,"male","High School",100982,5,"RENT",16500,"MEDICAL",16.77,0.16,4,686,"No",1
"3853106",28,"male","Associate",34642,7,"RENT",5500,"PERSONAL",12.22,0.16,5,561,"Yes",0
"3853107",25,"male","Associate",67083,5,"RENT",18950,"EDUCATION",10.06,0.28,3,616,"No",1
"3853108",23,"male","Bachelor",85140,0,"OWN",16000,"EDUCATION",14.35,0.19,3,547,"Yes",0
"3853109",25,"male","Master",42749,0,"RENT",5000,"MEDICAL",11.71,0.12,2,589,"Yes",0
"3853110",31,"female","Associate",78807,8,"MORTGAGE",8000,"MEDICAL",11.49,0.1,5,697,"Yes",0
"3853111",24,"male","High School",65392,5,"RENT",1326,"DEBTCONSOLIDATION",8.28,0.02,4,665,"Yes",0
"3853112",27,"male","High School",67159,4,"RENT",10000,"EDUCATION",14.27,0.15,7,676,"No",0
"3853113",24,"male","High School",87440,1,"RENT",4800,"HOMEIMPROVEMENT",7.14,0.05,2,557,"Yes",0
"3853114",27,"female","Bachelor",90659,8,"MORTGAGE",18000,"PERSONAL",13.57,0.2,9,625,"Yes",0
"3853115",24,"male","Associate",76941,3,"RENT",12000,"VENTURE",10.65,0.16,3,643,"Yes",0
"3853116",22,"female","Bachelor",65000,4,"RENT",4000,"EDUCATION",7.9,0.06,4,681,"No",0
"3853117",23,"female","High School",81539,1,"RENT",5650,"EDUCATION",13.47,0.07,2,598,"Yes",0
"3853118",25,"female","Associate",121181,6,"MORTGAGE",12000,"VENTURE",9.91,0.1,4,638,"Yes",0
"3853119",23,"female","Master",90767,3,"MORTGAGE",16100,"EDUCATION",7.9,0.18,3,712,"Yes",0
"3853120",28,"male","High School",51156,6,"MORTGAGE",10000,"PERSONAL",10.75,0.2,9,661,"No",0
"3853121",23,"female","Master",43006,0,"RENT",6000,"MEDICAL",7.49,0.14,3,662,"No",0
"3853122",41,"male","Associate",58484,18,"RENT",7500,"MEDICAL",11.26,0.13,15,652,"Yes",0
"3853123",41,"male","Doctorate",65605,23,"RENT",10000,"MEDICAL",13.23,0.15,17,600,"Yes",0
"3853124",44,"female","Associate",45393,21,"RENT",3500,"EDUCATION",12.87,0.08,13,666,"Yes",0
"3853125",33,"male","Bachelor",54239,12,"RENT",7500,"EDUCATION",12.92,0.14,6,614,"No",1
"3853126",30,"male","High School",24523,6,"MORTGAGE",4750,"HOMEIMPROVEMENT",13.61,0.19,8,684,"No",1
"3853127",23,"female","Bachelor",52062,1,"MORTGAGE",7500,"EDUCATION",8.49,0.14,3,623,"No",0
"3853128",24,"male","High School",84767,3,"RENT",10000,"MEDICAL",7.37,0.12,3,513,"Yes",0
"3853129",37,"male","High School",48475,16,"MORTGAGE",17500,"VENTURE",7.9,0.36,12,635,"Yes",0
"3853130",38,"female","Master",63381,14,"MORTGAGE",14000,"VENTURE",11.19,0.22,12,679,"No",0
"3853131",22,"male","High School",112192,0,"MORTGAGE",10200,"EDUCATION",11.01,0.09,4,670,"Yes",0
"3853132",30,"male","High School",51470,8,"RENT",5000,"MEDICAL",11.01,0.1,7,632,"No",0
"3853133",34,"female","Bachelor",154543,13,"MORTGAGE",12325,"HOMEIMPROVEMENT",8.49,0.08,5,667,"No",1
"3853134",22,"male","Bachelor",73031,1,"RENT",8000,"DEBTCONSOLIDATION",13.49,0.11,3,566,"Yes",0
"3853135",21,"male","Associate",42678,0,"OWN",6500,"VENTURE",13.43,0.15,4,595,"No",0
"3853136",25,"male","Bachelor",59286,3,"OTHER",19500,"EDUCATION",15.57,0.33,4,667,"No",1
"3853137",25,"male","High School",94608,2,"RENT",12000,"MEDICAL",16.4,0.13,4,665,"No",1
"3853138",33,"female","Associate",101856,11,"MORTGAGE",20000,"VENTURE",5.99,0.2,8,663,"Yes",0
"3853139",23,"female","High School",145156,0,"MORTGAGE",16000,"DEBTCONSOLIDATION",10.37,0.11,3,651,"Yes",0
"3853140",26,"male","Associate",162677,0,"RENT",14275,"PERSONAL",9.45,0.09,2,629,"No",0
"3853141",33,"female","Bachelor",30873,14,"MORTGAGE",3000,"DEBTCONSOLIDATION",12.53,0.1,10,605,"Yes",0
"3853142",29,"male","Bachelor",114513,6,"RENT",12000,"VENTURE",10.71,0.1,5,643,"Yes",0
"3853143",28,"female","Bachelor",83763,7,"MORTGAGE",1098,"EDUCATION",11.7,0.01,6,676,"No",0
"3853144",29,"male","High School",58727,11,"RENT",8800,"MEDICAL",8.49,0.15,9,674,"Yes",0
"3853145",47,"male","Master",102977,23,"MORTGAGE",8000,"HOMEIMPROVEMENT",7.55,0.08,21,610,"Yes",0
"3853146",27,"female","High School",66353,4,"RENT",18000,"EDUCATION",14.66,0.27,5,618,"No",1
"3853147",27,"male","Master",200246,4,"MORTGAGE",30000,"HOMEIMPROVEMENT",11.01,0.15,9,637,"No",0
"3853148",22,"male","Bachelor",50615,0,"OWN",14400,"PERSONAL",11.01,0.28,4,685,"Yes",0
"3853149",26,"female","Master",75186,5,"MORTGAGE",12000,"PERSONAL",7.9,0.16,2,594,"No",0
"3853150",22,"female","Bachelor",44187,0,"MORTGAGE",12000,"MEDICAL",11.71,0.27,2,666,"No",0
"3853151",23,"male","High School",103182,0,"MORTGAGE",15000,"PERSONAL",12.84,0.15,3,659,"No",0
"3853152",21,"female","Associate",58435,2,"MORTGAGE",14000,"EDUCATION",6.03,0.24,2,586,"Yes",0
"3853153",25,"male","High School",49882,4,"RENT",12000,"DEBTCONSOLIDATION",11.71,0.24,3,632,"Yes",0
"3853154",29,"female","Bachelor",78870,6,"RENT",20000,"HOMEIMPROVEMENT",8.9,0.25,10,641,"No",1
"3853155",24,"female","Associate",65496,1,"RENT",7000,"DEBTCONSOLIDATION",15.33,0.11,3,604,"No",1
"3853156",22,"male","Bachelor",53630,0,"MORTGAGE",16000,"MEDICAL",14.74,0.3,3,657,"No",1
"3853157",30,"female","Associate",69129,6,"MORTGAGE",12000,"MEDICAL",8.94,0.17,9,625,"No",0
"3853158",24,"male","Bachelor",39527,1,"RENT",5000,"MEDICAL",11.01,0.13,3,649,"No",0
"3853159",41,"male","High School",181078,20,"RENT",20000,"PERSONAL",19.47,0.11,15,620,"No",0
"3853160",23,"male","High School",89181,3,"RENT",6000,"PERSONAL",14.96,0.07,4,620,"No",0
"3853161",26,"male","High School",66845,3,"RENT",12000,"PERSONAL",7.88,0.18,4,659,"No",0
"3853162",24,"male","High School",114639,0,"MORTGAGE",10906,"EDUCATION",7.73,0.1,5,623,"No",0
"3853163",42,"female","Bachelor",78733,22,"OWN",22750,"EDUCATION",8.9,0.29,12,613,"Yes",0
"3853164",24,"male","Bachelor",57689,0,"RENT",10950,"VENTURE",6.91,0.19,2,701,"No",0
"3853165",24,"male","High School",102812,2,"RENT",10000,"PERSONAL",16,0.1,3,601,"Yes",0
"3853166",25,"male","Master",144889,2,"RENT",12000,"PERSONAL",7.35,0.08,3,614,"Yes",0
"3853167",23,"male","High School",67577,0,"MORTGAGE",5000,"MEDICAL",14.95,0.07,3,645,"No",1
"3853168",22,"male","High School",36852,0,"RENT",13000,"EDUCATION",13.11,0.35,3,663,"No",1
"3853169",28,"male","Bachelor",103355,6,"RENT",9521,"EDUCATION",10.25,0.09,8,664,"No",0
"3853170",23,"male","High School",120733,1,"MORTGAGE",25000,"MEDICAL",11.71,0.21,3,604,"Yes",0
"3853171",32,"male","Associate",124274,11,"OWN",23949,"PERSONAL",8.26,0.19,10,695,"No",0
"3853172",29,"female","Associate",71502,9,"OWN",8000,"EDUCATION",11.14,0.11,6,619,"Yes",0
"3853173",23,"female","Associate",87590,2,"RENT",7083,"MEDICAL",6.89,0.08,3,682,"Yes",0
"3853174",30,"male","Master",116564,7,"RENT",16750,"VENTURE",10.62,0.14,5,584,"Yes",0
"3853175",22,"male","Bachelor",58108,2,"MORTGAGE",20000,"VENTURE",11.83,0.34,3,621,"No",0
"3853176",25,"female","Associate",108786,6,"MORTGAGE",13000,"DEBTCONSOLIDATION",12.04,0.12,3,671,"Yes",0
"3853177",24,"male","High School",78933,5,"MORTGAGE",6246,"PERSONAL",6.95,0.08,2,628,"Yes",0
"3853178",28,"female","High School",176284,4,"MORTGAGE",14651,"DEBTCONSOLIDATION",7.11,0.08,5,590,"No",0
"3853179",25,"male","Bachelor",93329,5,"MORTGAGE",15000,"DEBTCONSOLIDATION",14.96,0.16,2,608,"No",1
"3853180",24,"female","Master",105769,3,"MORTGAGE",10000,"MEDICAL",6.17,0.09,4,686,"Yes",0
"3853181",33,"male","Associate",131792,11,"MORTGAGE",15000,"MEDICAL",11.49,0.11,5,691,"Yes",0
"3853182",25,"male","Associate",27780,1,"MORTGAGE",6400,"PERSONAL",7.88,0.23,4,672,"Yes",0
"3853183",31,"male","Master",72573,8,"RENT",15000,"MEDICAL",14.22,0.21,10,626,"No",0
"3853184",27,"male","Bachelor",52690,3,"RENT",3000,"PERSONAL",10.99,0.06,7,629,"No",0
"3853185",23,"female","Associate",99544,1,"MORTGAGE",21236,"PERSONAL",13.13,0.21,3,663,"No",0
"3853186",30,"male","Bachelor",73030,9,"RENT",6395,"DEBTCONSOLIDATION",11.77,0.09,9,590,"Yes",0
"3853187",25,"male","High School",69087,6,"RENT",4442,"MEDICAL",10.39,0.06,4,643,"No",1
"3853188",22,"male","High School",68326,4,"RENT",7000,"DEBTCONSOLIDATION",11.36,0.1,2,599,"No",0
"3853189",27,"male","Bachelor",64563,5,"RENT",12000,"MEDICAL",14.59,0.19,4,542,"Yes",0
"3853190",23,"female","Master",38284,0,"MORTGAGE",7541,"DEBTCONSOLIDATION",9.97,0.2,4,523,"Yes",0
"3853191",51,"male","Master",90677,28,"MORTGAGE",3000,"PERSONAL",13.49,0.03,18,713,"No",0
"3853192",22,"female","Bachelor",42997,0,"RENT",10000,"VENTURE",11.01,0.23,2,492,"Yes",0
"3853193",32,"female","Associate",60819,10,"RENT",6400,"EDUCATION",13.35,0.11,8,672,"Yes",0
"3853194",26,"male","Bachelor",116010,2,"MORTGAGE",8000,"VENTURE",7.29,0.07,4,582,"Yes",0
"3853195",33,"male","Bachelor",60840,10,"RENT",9000,"HOMEIMPROVEMENT",7.51,0.15,9,607,"Yes",0
"3853196",26,"female","Bachelor",102532,4,"RENT",9000,"MEDICAL",11.26,0.09,2,657,"No",0
"3853197",32,"male","Bachelor",87726,10,"MORTGAGE",24000,"DEBTCONSOLIDATION",7.52,0.27,8,633,"No",0
"3853198",38,"male","Associate",48928,15,"RENT",10000,"PERSONAL",16.29,0.2,12,558,"Yes",0
"3853199",30,"male","Bachelor",72786,9,"OWN",20000,"EDUCATION",6.17,0.27,9,477,"Yes",0
"3853200",38,"female","Doctorate",46060,16,"RENT",1375,"VENTURE",6.91,0.03,11,686,"No",0
"3853201",41,"male","Bachelor",35777,18,"RENT",9600,"MEDICAL",13.49,0.27,16,634,"No",1
"3853202",24,"female","High School",60773,3,"RENT",7200,"MEDICAL",13.06,0.12,3,605,"Yes",0
"3853203",26,"male","Bachelor",31133,4,"RENT",2400,"PERSONAL",15.28,0.08,3,651,"No",1
"3853204",40,"male","Master",114916,17,"RENT",17000,"HOMEIMPROVEMENT",10,0.15,12,704,"No",0
"3853205",30,"male","Associate",43064,4,"RENT",2000,"EDUCATION",9.7,0.05,8,610,"Yes",0
"3853206",34,"female","Bachelor",82641,11,"OWN",11000,"VENTURE",7.88,0.13,8,645,"No",0
"3853207",27,"male","Bachelor",88063,7,"MORTGAGE",17005,"MEDICAL",7.91,0.19,6,553,"Yes",0
"3853208",25,"female","High School",72001,3,"RENT",5000,"MEDICAL",15.62,0.07,3,615,"No",1
"3853209",25,"male","High School",24003,0,"RENT",5000,"VENTURE",10.99,0.21,3,541,"No",1
"3853210",31,"female","Master",43542,7,"MORTGAGE",9000,"MEDICAL",6.03,0.21,9,644,"Yes",0
"3853211",40,"male","High School",35738,19,"RENT",5400,"DEBTCONSOLIDATION",10.37,0.15,15,662,"Yes",0
"3853212",25,"male","Bachelor",90938,1,"RENT",25000,"DEBTCONSOLIDATION",10.36,0.27,2,577,"No",1
"3853213",33,"female","High School",44208,11,"RENT",12283,"VENTURE",7.7,0.28,9,654,"No",1
"3853214",31,"male","High School",26290,7,"RENT",3000,"EDUCATION",15.28,0.11,8,595,"No",0
"3853215",31,"female","Associate",133855,11,"MORTGAGE",5150,"HOMEIMPROVEMENT",6.62,0.04,6,645,"Yes",0
"3853216",38,"male","High School",29738,12,"RENT",3000,"MEDICAL",11.01,0.1,16,569,"Yes",0
"3853217",24,"male","High School",42735,3,"MORTGAGE",9600,"PERSONAL",7.88,0.22,3,663,"Yes",0
"3853218",25,"male","Associate",70717,4,"RENT",14000,"MEDICAL",12.61,0.2,3,689,"No",0
"3853219",23,"male","Bachelor",76081,0,"MORTGAGE",23525,"DEBTCONSOLIDATION",7.9,0.31,3,613,"Yes",0
"3853220",22,"female","Bachelor",30844,0,"MORTGAGE",6500,"PERSONAL",11.38,0.21,5,574,"No",0
"3853221",24,"male","High School",106491,1,"MORTGAGE",14154,"PERSONAL",10.38,0.13,3,640,"Yes",0
"3853222",40,"male","Master",36775,20,"RENT",6000,"VENTURE",12.52,0.16,9,670,"No",1
"3853223",24,"male","Bachelor",67108,0,"MORTGAGE",15000,"PERSONAL",11.9,0.22,3,557,"Yes",0
"3853224",26,"male","High School",121108,0,"MORTGAGE",10000,"EDUCATION",12.44,0.08,7,650,"No",0
"3853225",24,"male","Associate",108889,1,"MORTGAGE",19750,"DEBTCONSOLIDATION",13.61,0.18,2,688,"No",0
"3853226",24,"female","High School",39360,3,"RENT",12000,"EDUCATION",13.85,0.3,3,680,"No",1
"3853227",28,"male","Bachelor",123442,6,"MORTGAGE",10000,"PERSONAL",5.99,0.08,10,668,"Yes",0
"3853228",30,"male","High School",145087,7,"MORTGAGE",6123,"PERSONAL",11.74,0.04,8,646,"No",0
"3853229",26,"female","Associate",81019,1,"RENT",4718,"DEBTCONSOLIDATION",16.22,0.06,4,590,"No",1
"3853230",25,"male","Master",37049,4,"RENT",12000,"DEBTCONSOLIDATION",5.98,0.32,4,699,"No",1
"3853231",31,"male","Associate",35476,8,"RENT",15075,"HOMEIMPROVEMENT",11.01,0.42,10,611,"No",1
"3853232",31,"male","Bachelor",68785,11,"RENT",7500,"VENTURE",11.48,0.11,9,592,"No",0
"3853233",39,"female","Master",166743,19,"MORTGAGE",20000,"HOMEIMPROVEMENT",11.14,0.12,12,571,"No",1
"3853234",26,"male","High School",115195,4,"RENT",18000,"HOMEIMPROVEMENT",15.31,0.16,3,541,"Yes",0
"3853235",29,"male","Master",241022,6,"RENT",15000,"HOMEIMPROVEMENT",10.22,0.06,7,684,"No",0
"3853236",22,"male","High School",61027,1,"RENT",4250,"MEDICAL",12.69,0.07,4,627,"Yes",0
"3853237",33,"male","Associate",37904,11,"RENT",13000,"EDUCATION",10.88,0.34,8,688,"No",1
"3853238",23,"female","High School",111352,0,"RENT",6500,"PERSONAL",8,0.06,2,633,"No",0
"3853239",21,"male","Associate",56530,0,"OWN",10000,"VENTURE",14.74,0.18,3,453,"Yes",0
"3853240",23,"female","High School",75928,4,"RENT",24250,"EDUCATION",10.62,0.32,4,528,"No",1
"3853241",28,"female","Master",26877,4,"MORTGAGE",1477,"VENTURE",13.01,0.05,6,621,"Yes",0
"3853242",27,"male","Associate",105292,3,"MORTGAGE",8000,"VENTURE",10.59,0.08,10,576,"Yes",0
"3853243",28,"female","High School",139299,7,"MORTGAGE",18000,"DEBTCONSOLIDATION",10.87,0.13,9,461,"Yes",0
"3853244",22,"male","Master",61237,0,"MORTGAGE",12000,"DEBTCONSOLIDATION",7.9,0.2,4,587,"Yes",0
"3853245",26,"female","Bachelor",78931,4,"RENT",15000,"HOMEIMPROVEMENT",7.66,0.19,4,692,"No",0
"3853246",29,"male","High School",40666,7,"RENT",5600,"EDUCATION",11.83,0.14,6,638,"No",1
"3853247",26,"male","High School",74093,5,"RENT",2000,"MEDICAL",7.9,0.03,3,546,"Yes",0
