"num","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
28131,0.29,"Very Good","E","VVS2",58.5,58,664,4.35,4.37,2.55
47077,0.52,"Ideal","D","VS2",61.8,56,1822,5.15,5.17,3.19
21865,1.54,"Premium","F","SI1",62.8,58,9926,7.35,7.32,4.61
22856,1.53,"Premium","H","VS2",60.1,58,10889,7.57,7.6,4.71
16308,1.2,"Very Good","G","SI1",62.8,60,6526,6.71,6.79,4.24
21287,1.57,"Very Good","I","VS2",60.2,58,9443,7.51,7.57,4.54
31805,0.43,"Very Good","G","SI1",58.9,60,774,4.94,4.97,2.92
8990,1.01,"Ideal","I","SI1",61.9,57,4509,6.4,6.5,3.98
53550,0.9,"Very Good","J","SI2",62.3,59,2693,6.15,6.18,3.84
23092,2.25,"Premium","I","SI2",61.9,59,11114,8.42,8.35,5.19
41120,0.41,"Ideal","F","VVS1",61.6,55,1196,4.79,4.82,2.96
38900,0.33,"Ideal","E","VVS1",60.2,57,1052,4.5,4.47,2.7
46019,0.53,"Ideal","E","VS2",62,55,1727,5.21,5.17,3.22
37850,0.33,"Premium","E","VS1",61.5,59,1002,4.46,4.42,2.73
50879,0.7,"Premium","G","VS2",62.1,60,2314,5.71,5.65,3.53
46570,0.5,"Very Good","G","VVS2",61.6,58,1784,5.07,5.09,3.13
26040,0.32,"Ideal","F","VS2",61.3,56,645,4.41,4.43,2.71
50666,0.31,"Good","E","SI1",63.1,57,544,4.28,4.31,2.71
17542,1.01,"Ideal","G","VS1",59.1,55,7059,6.6,6.53,3.88
46922,0.52,"Premium","G","VS1",61.7,56,1815,5.21,5.17,3.2
43009,0.57,"Very Good","G","SI1",63.4,57,1369,5.26,5.21,3.32
52511,0.6,"Ideal","D","VS1",61.9,54.9,2527,5.4,5.43,3.35
2804,0.71,"Ideal","D","SI1",60.9,57,3262,5.75,5.79,3.51
4134,1.06,"Ideal","F","I1",62.1,55,3544,6.54,6.57,4.07
5266,1.21,"Very Good","E","I1",63.3,63,3795,6.72,6.67,4.24
14153,1.24,"Premium","F","SI2",62.2,58,5741,6.86,6.8,4.25
42595,0.31,"Very Good","D","IF",62,56,1331,4.33,4.35,2.69
43318,0.48,"Good","F","VS1",59,60.9,1402,5.09,5.15,3.02
42877,0.56,"Fair","E","SI1",64.5,61,1358,5.22,5.09,3.33
43993,0.3,"Very Good","F","SI2",62.3,58,394,4.28,4.32,2.68
13630,1.06,"Ideal","I","VS1",62,55,5577,6.55,6.58,4.07
17505,1.21,"Ideal","I","VS1",61.8,56,7037,6.83,6.87,4.23
36015,0.39,"Very Good","H","VS2",63.1,58,921,4.66,4.63,2.93
4066,0.31,"Premium","D","SI1",61.4,58,571,4.33,4.36,2.67
12830,1.02,"Fair","E","VS2",66.6,57,5350,6.09,6.14,4.07
44591,0.53,"Premium","H","VS1",60.5,57,1607,5.34,5.27,3.21
459,0.71,"Ideal","E","SI1",61.3,55,2817,5.77,5.72,3.52
35891,0.32,"Ideal","G","IF",61.7,54,918,4.39,4.42,2.72
17319,1.01,"Very Good","F","VS2",60.5,59,6944,6.51,6.54,3.95
26919,2.04,"Premium","I","SI1",62.2,57,16942,8.14,8.07,5.04
22896,1.56,"Ideal","D","SI1",62.2,58,10934,7.37,7.42,4.6
5388,0.3,"Premium","G","SI1",60.1,62,574,4.37,4.35,2.62
51676,0.72,"Premium","H","SI1",62.7,59,2398,5.73,5.69,3.58
12101,1.01,"Very Good","I","VS1",61.7,59,5165,6.45,6.51,4
26417,1.7,"Premium","G","VS2",60.3,60,15941,7.72,7.64,4.63
25413,2.14,"Ideal","I","SI2",60.7,57,14138,8.34,8.4,5.08
23504,1.25,"Ideal","G","IF",60.2,54,11511,6.99,7.03,4.22
29904,0.39,"Ideal","F","SI1",61.8,55,711,4.66,4.71,2.9
40113,0.41,"Very Good","F","VVS2",60.3,58,1115,4.79,4.83,2.9
42803,0.49,"Premium","E","VS2",58.8,59,1351,5.2,5.14,3.04
1728,0.32,"Very Good","H","VS1",63,57,561,4.37,4.39,2.76
24711,0.31,"Premium","E","VS2",58.1,60,639,4.49,4.42,2.59
37995,0.43,"Ideal","H","VVS2",62.3,55,1008,4.85,4.82,3.01
21569,1.09,"Ideal","F","VVS2",62.5,55,9668,6.52,6.6,4.1
18352,1.01,"Premium","G","VVS2",62.4,59,7466,6.37,6.32,3.96
31935,0.3,"Ideal","F","VS2",60.4,56,776,4.37,4.34,2.63
43299,0.46,"Ideal","H","VS1",61.2,55,1401,4.96,5.04,3.06
10485,1.01,"Premium","F","SI2",62.2,57,4796,6.43,6.36,3.98
33950,0.23,"Very Good","F","VVS2",60.4,61,465,3.92,3.96,2.38
11267,1.09,"Ideal","G","SI1",62.2,56,4970,6.6,6.55,4.09
46518,0.53,"Ideal","H","VVS1",61.3,56,1781,5.21,5.23,3.2
11702,0.34,"Premium","G","VS2",61.3,58,596,4.51,4.53,2.77
30477,0.31,"Ideal","I","VVS1",62.8,55,732,4.36,4.33,2.73
33372,0.41,"Premium","H","VS1",62.6,60,827,4.75,4.77,2.98
51081,0.72,"Premium","I","VS2",60.9,60,2333,5.8,5.76,3.52
38344,0.32,"Premium","G","IF",61.8,55,1020,4.45,4.39,2.73
6229,0.9,"Very Good","F","SI1",63.3,55,4004,6.05,6.08,3.84
45289,0.51,"Premium","G","VS1",62.2,58,1662,5.11,5.09,3.17
6570,1,"Very Good","E","SI2",59.5,63,4077,6.47,6.41,3.83
28414,0.29,"Ideal","F","VVS1",60.9,57,669,4.29,4.32,2.62
42347,0.52,"Ideal","E","SI2",61.9,56,1299,5.17,5.19,3.2
41968,0.23,"Very Good","E","VVS2",62.8,58,505,3.92,3.94,2.47
38011,0.31,"Very Good","D","VVS2",60.5,56,1009,4.38,4.41,2.66
41240,0.57,"Very Good","J","VS2",63.3,56,1207,5.28,5.24,3.33
43656,0.62,"Fair","E","SI2",58.2,60,1435,5.7,5.51,3.26
338,0.77,"Premium","G","VS2",61.3,57,2803,5.93,5.88,3.62
43076,0.54,"Ideal","H","VS2",62,54,1378,5.22,5.27,3.25
22323,1.65,"Ideal","I","SI1",61.7,55,10365,7.6,7.63,4.7
37646,0.44,"Premium","G","SI1",61.1,59,990,4.9,4.86,2.98
12258,1.03,"Ideal","I","VS1",60.9,56,5206,6.52,6.59,3.99
26812,2.01,"Premium","I","VS2",61.7,60,16700,8.09,8.02,4.97
35016,0.4,"Premium","E","SI1",61,59,882,4.74,4.71,2.88
43677,0.5,"Ideal","F","VS2",62.5,57,1436,5.07,5.11,3.18
41133,0.42,"Very Good","D","VVS1",61.4,55,1197,4.82,4.86,2.97
43814,0.51,"Ideal","E","SI1",61.1,56,1443,5.2,5.17,3.17
45573,0.52,"Ideal","E","VS2",61.1,55,1689,5.2,5.27,3.2
18233,1.13,"Premium","G","VS1",58.6,59,7404,6.91,6.84,4.03
16270,1.21,"Premium","D","SI2",62.5,57,6505,6.79,6.71,4.22
37417,0.38,"Premium","G","VS2",60.8,61,983,4.66,4.65,2.83
42573,0.55,"Ideal","I","VS2",58.5,62,1327,5.4,5.39,3.16
42386,0.5,"Ideal","H","VS2",60.3,55,1306,5.16,5.21,3.13
39243,0.42,"Premium","H","VVS1",62,58,1068,4.79,4.82,2.98
1622,0.78,"Ideal","E","SI1",62.7,55,3014,5.9,5.87,3.69
32619,0.3,"Ideal","H","VS2",62,57,457,4.27,4.31,2.66
970,0.82,"Very Good","G","SI2",62.5,56,2893,5.99,6.04,3.76
42425,0.51,"Good","F","SI1",63.6,56,1312,5.11,5.08,3.24
23306,1.52,"Very Good","G","VS2",63.3,57,11338,7.32,7.27,4.62
49269,0.7,"Ideal","F","SI1",62.6,56,2089,5.66,5.69,3.55
18336,1.5,"Very Good","H","SI1",62,63,7459,7.24,7.19,4.47
