"id","person_age","person_gender","person_education","person_income","person_emp_exp","person_home_ownership","loan_amnt","loan_intent","loan_int_rate","loan_percent_income","cb_person_cred_hist_length","credit_score","previous_loan_defaults_on_file","loan_status"
"151926",34,"female","Master",82664,12,"MORTGAGE",15000,"EDUCATION",11.78,0.18,5,689,"No",0
"151927",22,"female","High School",83980,0,"RENT",6000,"VENTURE",12.99,0.07,3,643,"No",0
"151928",23,"female","Associate",35307,1,"RENT",7000,"DEBTCONSOLIDATION",12.73,0.2,2,657,"Yes",0
"151929",26,"male","High School",72966,6,"RENT",14650,"VENTURE",12.61,0.2,3,585,"Yes",0
"151930",26,"female","Associate",44117,3,"RENT",9000,"DEBTCONSOLIDATION",6.93,0.2,4,640,"No",0
"151931",26,"female","Bachelor",229271,6,"OWN",25000,"PERSONAL",9.25,0.11,2,675,"Yes",0
"151932",26,"female","Bachelor",156668,3,"RENT",20000,"DEBTCONSOLIDATION",13.11,0.13,4,668,"Yes",0
"151933",23,"female","Associate",29844,2,"RENT",5500,"PERSONAL",13.99,0.18,4,669,"Yes",0
"151934",22,"female","Master",122339,0,"MORTGAGE",25000,"EDUCATION",11.01,0.2,3,722,"No",0
"151935",30,"female","High School",61234,9,"MORTGAGE",5000,"MEDICAL",10.98,0.08,8,686,"No",0
"151936",23,"male","Bachelor",25937,0,"RENT",3000,"DEBTCONSOLIDATION",12.68,0.12,2,648,"Yes",0
"151937",28,"female","Associate",332241,6,"RENT",5000,"PERSONAL",6.62,0.02,10,666,"Yes",0
"151938",21,"male","Master",33984,0,"RENT",7500,"EDUCATION",6.76,0.22,4,557,"No",0
"151939",22,"female","High School",89768,0,"MORTGAGE",4000,"MEDICAL",6.99,0.04,4,675,"Yes",0
"151940",23,"male","Bachelor",100591,0,"MORTGAGE",5000,"DEBTCONSOLIDATION",14.61,0.05,2,585,"No",1
"151941",21,"male","Master",18181,0,"RENT",2000,"VENTURE",7.03,0.11,3,691,"Yes",0
"151942",24,"male","Bachelor",55842,0,"RENT",12819,"MEDICAL",18.87,0.23,2,609,"No",1
"151943",32,"male","High School",61125,14,"MORTGAGE",5000,"MEDICAL",8.59,0.08,9,616,"Yes",0
"151944",24,"male","Master",63173,0,"OWN",5000,"PERSONAL",7.4,0.08,2,616,"Yes",0
"151945",22,"male","Master",31452,0,"MORTGAGE",3000,"HOMEIMPROVEMENT",9.99,0.1,3,670,"No",1
"151946",40,"female","High School",120916,15,"MORTGAGE",25000,"MEDICAL",14.83,0.21,16,514,"No",1
"151947",38,"female","High School",56151,15,"RENT",14425,"PERSONAL",10.57,0.26,12,671,"No",1
"151948",31,"female","Associate",45699,11,"RENT",3900,"EDUCATION",11.01,0.09,8,638,"Yes",0
"151949",34,"male","Associate",130830,9,"MORTGAGE",10000,"MEDICAL",6.91,0.08,8,565,"Yes",0
"151950",23,"male","High School",41346,1,"RENT",2500,"EDUCATION",11.66,0.06,2,677,"Yes",0
"151951",22,"female","Bachelor",27472,1,"MORTGAGE",7000,"EDUCATION",11.71,0.25,2,694,"No",0
"151952",26,"male","Master",145343,3,"MORTGAGE",13000,"EDUCATION",10.99,0.09,2,594,"Yes",0
"151953",25,"female","High School",58491,5,"RENT",8000,"VENTURE",10.59,0.14,4,659,"Yes",0
"151954",25,"female","Bachelor",193249,0,"MORTGAGE",12000,"PERSONAL",9.63,0.06,4,586,"Yes",0
"151955",23,"male","High School",23225,0,"RENT",2775,"PERSONAL",7.68,0.12,2,645,"No",0
"151956",35,"male","High School",22638,14,"OWN",4000,"MEDICAL",16.29,0.18,7,526,"No",1
"151957",29,"male","Bachelor",47881,9,"RENT",4000,"VENTURE",15.99,0.08,5,729,"No",1
"151958",32,"male","Master",73897,9,"MORTGAGE",2000,"PERSONAL",7.9,0.03,7,689,"No",0
"151959",31,"female","Associate",55949,6,"RENT",11227,"DEBTCONSOLIDATION",14.12,0.2,6,697,"Yes",0
"151960",27,"male","Bachelor",62071,6,"RENT",1600,"VENTURE",10.59,0.03,6,636,"Yes",0
"151961",41,"male","Associate",71026,21,"RENT",7150,"PERSONAL",15.99,0.1,16,701,"No",1
"151962",25,"female","Bachelor",57436,4,"RENT",21250,"EDUCATION",10.99,0.37,2,549,"No",1
"151963",25,"male","Associate",55147,6,"MORTGAGE",5000,"EDUCATION",11.01,0.09,3,662,"Yes",0
"151964",38,"female","High School",86230,15,"RENT",15000,"MEDICAL",8.88,0.17,15,689,"No",0
"151965",27,"male","Master",57094,3,"MORTGAGE",12375,"VENTURE",10.91,0.22,6,709,"Yes",0
"151966",31,"female","Master",40353,8,"RENT",12000,"MEDICAL",12.68,0.3,9,530,"No",1
"151967",23,"female","High School",58800,2,"RENT",6600,"EDUCATION",11.11,0.11,2,621,"Yes",0
"151968",28,"male","Associate",29910,7,"MORTGAGE",1500,"PERSONAL",7.14,0.05,6,576,"No",0
"151969",34,"male","Associate",72992,12,"RENT",15000,"MEDICAL",7.88,0.21,7,693,"No",0
"151970",22,"female","High School",64559,0,"MORTGAGE",6000,"PERSONAL",13.98,0.09,3,642,"Yes",0
"151971",27,"female","Master",91271,0,"RENT",6000,"VENTURE",15.21,0.07,9,642,"Yes",0
"151972",24,"male","Associate",100146,3,"RENT",9880,"MEDICAL",9.37,0.1,4,622,"Yes",0
"151973",44,"male","Bachelor",61164,20,"RENT",4500,"PERSONAL",12.37,0.07,18,697,"Yes",0
"151974",25,"male","Master",129755,1,"MORTGAGE",3000,"HOMEIMPROVEMENT",11.01,0.02,2,675,"No",0
"151975",22,"female","High School",78958,0,"RENT",5300,"EDUCATION",6.62,0.07,3,591,"Yes",0
"151976",23,"female","Associate",72885,1,"MORTGAGE",7200,"VENTURE",10.11,0.1,4,663,"No",0
"151977",46,"male","High School",99856,24,"MORTGAGE",6600,"PERSONAL",7.66,0.07,13,546,"Yes",0
"151978",22,"male","Associate",63583,0,"MORTGAGE",10000,"EDUCATION",7.88,0.16,3,651,"Yes",0
"151979",21,"female","Bachelor",26887,0,"MORTGAGE",7575,"PERSONAL",11.01,0.28,3,641,"Yes",0
"151980",27,"male","Master",103122,4,"RENT",10000,"HOMEIMPROVEMENT",10.87,0.1,3,582,"Yes",0
"151981",22,"male","Bachelor",129192,0,"RENT",24000,"HOMEIMPROVEMENT",19.69,0.19,4,641,"No",1
"151982",22,"female","High School",154424,0,"MORTGAGE",21600,"VENTURE",6.91,0.14,4,516,"Yes",0
"151983",29,"female","High School",45178,8,"RENT",6500,"MEDICAL",11.01,0.14,8,595,"Yes",0
"151984",25,"male","High School",78910,5,"RENT",7000,"DEBTCONSOLIDATION",14.29,0.09,3,662,"Yes",0
"151985",24,"male","Associate",12772,0,"RENT",3544,"VENTURE",7.56,0.28,3,647,"No",1
"151986",25,"female","Master",58793,0,"RENT",7200,"DEBTCONSOLIDATION",11.36,0.12,3,688,"Yes",0
"151987",34,"female","Bachelor",82177,13,"MORTGAGE",15000,"PERSONAL",13.85,0.18,5,703,"No",1
"151988",28,"female","Associate",63512,5,"RENT",12000,"EDUCATION",11.01,0.19,8,675,"No",0
"151989",61,"male","High School",128603,41,"MORTGAGE",11502,"EDUCATION",12.44,0.09,22,741,"Yes",0
"151990",22,"female","High School",37224,0,"MORTGAGE",9950,"VENTURE",15.27,0.27,4,635,"No",1
"151991",27,"female","Master",35970,5,"RENT",6000,"VENTURE",15.27,0.17,6,706,"No",0
"151992",23,"female","High School",67070,0,"OWN",18500,"MEDICAL",13.16,0.28,4,562,"No",0
"151993",32,"male","Bachelor",27924,10,"RENT",6800,"DEBTCONSOLIDATION",11.01,0.24,8,586,"No",0
"151994",56,"female","High School",115308,34,"MORTGAGE",12000,"PERSONAL",11.58,0.1,20,637,"Yes",0
"151995",23,"female","Associate",67624,1,"MORTGAGE",5041,"HOMEIMPROVEMENT",15.16,0.07,2,608,"No",1
"151996",24,"male","High School",49266,3,"RENT",3825,"VENTURE",10,0.08,3,619,"Yes",0
"151997",40,"male","High School",83712,17,"MORTGAGE",13200,"DEBTCONSOLIDATION",13.24,0.16,14,652,"No",1
"151998",23,"male","High School",222351,3,"MORTGAGE",24822,"HOMEIMPROVEMENT",11.3,0.11,3,643,"No",0
"151999",23,"female","Bachelor",79072,0,"RENT",6000,"EDUCATION",11.99,0.08,2,627,"Yes",0
"1519100",24,"female","High School",66918,1,"RENT",25000,"PERSONAL",13.22,0.37,4,630,"No",1
"1519101",29,"female","Associate",106263,7,"MORTGAGE",12000,"PERSONAL",11.49,0.11,8,612,"Yes",0
"1519102",23,"male","Bachelor",97892,4,"RENT",6000,"MEDICAL",12.21,0.06,2,661,"Yes",0
"1519103",27,"male","Associate",59957,3,"MORTGAGE",2500,"HOMEIMPROVEMENT",5.47,0.04,10,505,"No",0
"1519104",25,"male","High School",65555,1,"RENT",20000,"PERSONAL",15.65,0.31,3,667,"No",1
"1519105",23,"male","Bachelor",54759,0,"MORTGAGE",3500,"VENTURE",11.01,0.06,4,651,"Yes",0
"1519106",21,"male","High School",43942,0,"RENT",10000,"MEDICAL",10.74,0.23,4,540,"Yes",0
"1519107",26,"male","Associate",61489,5,"MORTGAGE",12375,"HOMEIMPROVEMENT",10.99,0.2,3,573,"Yes",0
"1519108",29,"male","Bachelor",30916,2,"OWN",9100,"MEDICAL",9.33,0.29,8,633,"Yes",0
"1519109",26,"female","High School",25023,6,"RENT",4800,"MEDICAL",8.72,0.19,3,653,"Yes",0
"1519110",24,"male","High School",44317,0,"RENT",1200,"EDUCATION",11.49,0.03,2,670,"No",0
"1519111",29,"female","Bachelor",83942,5,"MORTGAGE",15000,"MEDICAL",10.62,0.18,6,711,"No",0
"1519112",24,"male","Bachelor",91042,3,"MORTGAGE",16000,"VENTURE",6.62,0.18,2,674,"Yes",0
"1519113",27,"female","Bachelor",63285,6,"RENT",22950,"VENTURE",13.49,0.36,9,584,"No",1
"1519114",23,"female","High School",73044,0,"RENT",22000,"DEBTCONSOLIDATION",10.25,0.3,4,640,"No",1
"1519115",28,"male","Associate",123235,7,"MORTGAGE",10000,"VENTURE",6.85,0.08,10,701,"Yes",0
"1519116",32,"female","Bachelor",174622,8,"RENT",8800,"PERSONAL",10.59,0.05,7,717,"Yes",0
"1519117",38,"female","Associate",85429,14,"RENT",10800,"DEBTCONSOLIDATION",12.21,0.13,16,640,"No",0
"1519118",28,"male","Master",43549,9,"RENT",10000,"MEDICAL",10.56,0.23,9,624,"Yes",0
"1519119",24,"female","Master",48729,2,"RENT",2000,"PERSONAL",11.99,0.04,4,657,"Yes",0
"1519120",33,"female","Master",80063,7,"RENT",6400,"VENTURE",14.96,0.08,6,664,"No",1
"1519121",28,"male","Bachelor",103081,8,"MORTGAGE",20000,"MEDICAL",10.54,0.19,9,638,"No",0
"1519122",25,"male","Associate",145146,2,"MORTGAGE",9500,"DEBTCONSOLIDATION",5.42,0.07,2,679,"Yes",0
"1519123",25,"male","Bachelor",164053,0,"MORTGAGE",8000,"DEBTCONSOLIDATION",12.87,0.05,3,605,"Yes",0
"1519124",27,"female","High School",30935,6,"MORTGAGE",4750,"PERSONAL",14.83,0.15,9,566,"No",0
"1519125",43,"male","High School",58597,19,"RENT",6000,"MEDICAL",10.99,0.1,13,565,"Yes",0
"1519126",23,"female","Bachelor",50608,2,"RENT",16966,"DEBTCONSOLIDATION",13.53,0.34,3,599,"No",1
"1519127",22,"male","Associate",43924,0,"RENT",5000,"EDUCATION",12.68,0.11,4,592,"No",1
"1519128",25,"male","Master",42032,0,"RENT",4000,"HOMEIMPROVEMENT",11.01,0.1,2,540,"No",1
"1519129",29,"male","Bachelor",90903,7,"MORTGAGE",4200,"HOMEIMPROVEMENT",6.49,0.05,9,618,"Yes",0
"1519130",27,"female","Doctorate",249925,1,"RENT",22000,"PERSONAL",10.62,0.09,6,653,"Yes",0
"1519131",26,"female","Bachelor",89254,1,"MORTGAGE",10000,"EDUCATION",6.7,0.11,4,634,"Yes",0
"1519132",27,"male","Associate",38749,2,"RENT",4000,"DEBTCONSOLIDATION",10.64,0.1,5,656,"No",0
"1519133",27,"male","Associate",50180,4,"RENT",12723,"MEDICAL",13.59,0.25,5,680,"No",1
"1519134",29,"male","High School",49123,7,"OWN",5000,"MEDICAL",5.42,0.1,5,629,"Yes",0
"1519135",23,"female","High School",53802,1,"RENT",9800,"MEDICAL",13.11,0.18,2,657,"No",1
"1519136",31,"male","Master",103308,7,"MORTGAGE",10400,"DEBTCONSOLIDATION",9.32,0.1,10,693,"No",0
"1519137",27,"female","High School",97166,3,"RENT",4000,"EDUCATION",11.89,0.04,7,622,"Yes",0
"1519138",26,"female","High School",120881,1,"MORTGAGE",7500,"DEBTCONSOLIDATION",8.32,0.06,3,634,"Yes",0
"1519139",28,"male","Associate",48205,3,"RENT",5000,"PERSONAL",10.25,0.1,7,655,"No",0
"1519140",24,"female","High School",55018,2,"RENT",10000,"PERSONAL",6.62,0.18,3,668,"Yes",0
"1519141",22,"male","High School",28173,0,"RENT",7500,"DEBTCONSOLIDATION",9.76,0.27,3,623,"No",1
"1519142",28,"male","Associate",33975,5,"RENT",4000,"DEBTCONSOLIDATION",15.23,0.12,8,663,"Yes",0
"1519143",21,"male","Master",37197,0,"RENT",14500,"VENTURE",14.59,0.39,2,696,"No",1
"1519144",22,"male","Master",15176,0,"RENT",5500,"EDUCATION",10.36,0.36,4,632,"No",1
"1519145",28,"male","Associate",101865,4,"MORTGAGE",20500,"MEDICAL",10,0.2,5,651,"Yes",0
"1519146",32,"male","Associate",35119,10,"OWN",11757,"VENTURE",13.57,0.33,9,619,"Yes",0
"1519147",29,"female","Master",53753,5,"RENT",4000,"HOMEIMPROVEMENT",12.51,0.07,8,614,"No",1
"1519148",26,"female","Associate",72948,4,"OWN",9800,"VENTURE",11.01,0.13,4,634,"Yes",0
"1519149",34,"male","Master",70335,11,"RENT",9375,"EDUCATION",12.51,0.13,14,724,"Yes",0
"1519150",34,"male","Associate",50355,13,"RENT",10000,"EDUCATION",13.48,0.2,6,672,"Yes",0
"1519151",24,"female","Bachelor",79037,3,"MORTGAGE",9600,"PERSONAL",11.98,0.12,3,689,"Yes",0
"1519152",21,"female","Master",42745,0,"OWN",11000,"MEDICAL",7.88,0.26,2,587,"Yes",0
"1519153",25,"female","High School",115918,4,"MORTGAGE",21000,"VENTURE",14.65,0.18,4,649,"No",0
"1519154",21,"male","Master",22662,1,"RENT",1500,"DEBTCONSOLIDATION",12.61,0.07,2,671,"Yes",0
"1519155",43,"male","High School",936880,21,"MORTGAGE",1000,"HOMEIMPROVEMENT",8.94,0,11,657,"Yes",0
"1519156",31,"male","Associate",65642,8,"MORTGAGE",6000,"VENTURE",6.7,0.09,5,610,"Yes",0
"1519157",29,"female","Associate",82592,0,"RENT",20000,"EDUCATION",8.41,0.24,7,605,"No",0
"1519158",23,"female","Bachelor",22139,0,"RENT",3000,"DEBTCONSOLIDATION",10.37,0.14,4,615,"No",1
"1519159",32,"male","Bachelor",45540,7,"OWN",4943,"EDUCATION",11.17,0.11,7,701,"Yes",0
"1519160",32,"female","High School",346907,10,"MORTGAGE",25000,"DEBTCONSOLIDATION",14.83,0.07,10,614,"No",1
"1519161",60,"male","Master",118615,39,"RENT",15000,"DEBTCONSOLIDATION",16.29,0.13,25,631,"No",1
"1519162",23,"male","High School",63184,0,"MORTGAGE",4800,"PERSONAL",10.99,0.08,3,625,"No",1
"1519163",21,"female","Master",55600,0,"MORTGAGE",6000,"MEDICAL",6.03,0.11,4,643,"Yes",0
"1519164",37,"female","Associate",44438,15,"MORTGAGE",4800,"VENTURE",10.57,0.11,14,675,"Yes",0
"1519165",27,"male","Bachelor",103166,5,"OWN",10000,"VENTURE",13.23,0.1,7,616,"No",0
"1519166",22,"male","High School",26451,1,"RENT",1500,"MEDICAL",11.86,0.06,2,616,"Yes",0
"1519167",23,"male","Associate",36843,2,"RENT",5000,"EDUCATION",9.14,0.14,4,670,"No",1
"1519168",23,"male","High School",43877,0,"MORTGAGE",8700,"EDUCATION",7.51,0.2,2,623,"No",0
"1519169",29,"male","Associate",33151,3,"RENT",4000,"HOMEIMPROVEMENT",16,0.12,8,671,"No",1
"1519170",25,"female","High School",79839,0,"MORTGAGE",10000,"VENTURE",8.96,0.13,5,649,"Yes",0
"1519171",26,"female","Bachelor",45959,5,"RENT",6000,"DEBTCONSOLIDATION",10.26,0.13,3,526,"Yes",0
"1519172",37,"female","Doctorate",74986,16,"RENT",3753,"VENTURE",11.4,0.05,11,636,"Yes",0
"1519173",25,"male","Bachelor",51288,3,"RENT",6750,"MEDICAL",17.27,0.13,2,502,"No",1
"1519174",26,"male","Associate",26887,2,"RENT",5000,"DEBTCONSOLIDATION",9.99,0.19,4,668,"Yes",0
"1519175",23,"male","Associate",80563,1,"RENT",7000,"VENTURE",17.04,0.09,4,655,"No",1
"1519176",24,"male","Bachelor",58456,4,"RENT",7500,"VENTURE",11.84,0.13,3,630,"No",0
"1519177",22,"female","Associate",55240,0,"RENT",6000,"VENTURE",11.41,0.11,3,554,"Yes",0
"1519178",25,"male","Bachelor",93065,4,"MORTGAGE",14500,"HOMEIMPROVEMENT",15.95,0.16,2,649,"No",1
"1519179",31,"female","Bachelor",61025,7,"MORTGAGE",18225,"MEDICAL",10.99,0.3,10,673,"Yes",0
"1519180",26,"male","Associate",63310,4,"MORTGAGE",3300,"PERSONAL",10.99,0.05,2,670,"Yes",0
"1519181",24,"male","Bachelor",98138,2,"RENT",5000,"MEDICAL",5.42,0.05,3,552,"Yes",0
"1519182",26,"female","Bachelor",68250,4,"RENT",7000,"PERSONAL",9.07,0.1,3,602,"Yes",0
"1519183",23,"male","Bachelor",22792,0,"RENT",4000,"MEDICAL",11.34,0.18,4,640,"No",1
"1519184",30,"female","Bachelor",93321,12,"RENT",20000,"VENTURE",12.42,0.21,8,660,"Yes",0
"1519185",33,"male","Associate",122348,12,"MORTGAGE",5000,"HOMEIMPROVEMENT",7.49,0.04,7,556,"Yes",0
"1519186",30,"male","Associate",41778,5,"RENT",7500,"HOMEIMPROVEMENT",10.6,0.18,6,602,"No",1
"1519187",26,"female","Bachelor",55102,6,"MORTGAGE",10000,"VENTURE",16.89,0.18,4,615,"Yes",0
"1519188",44,"male","Associate",46867,21,"MORTGAGE",6825,"PERSONAL",8.9,0.15,12,710,"Yes",0
"1519189",22,"female","High School",105222,0,"MORTGAGE",10000,"EDUCATION",10.18,0.1,3,687,"No",0
"1519190",23,"female","Associate",104161,3,"RENT",5000,"PERSONAL",14.84,0.05,2,507,"No",1
"1519191",29,"male","High School",27277,5,"RENT",8000,"DEBTCONSOLIDATION",11.01,0.29,5,652,"No",1
"1519192",23,"female","High School",73243,3,"MORTGAGE",2000,"PERSONAL",14.26,0.03,3,668,"No",0
"1519193",21,"female","Associate",44803,0,"RENT",5500,"VENTURE",7.51,0.12,2,674,"Yes",0
"1519194",22,"male","Bachelor",65784,2,"RENT",2000,"MEDICAL",18.3,0.03,4,641,"No",1
"1519195",36,"female","Bachelor",1097671,16,"MORTGAGE",4824,"PERSONAL",10.71,0,11,669,"Yes",0
"1519196",40,"male","Bachelor",34784,16,"RENT",1600,"MEDICAL",10,0.05,17,652,"Yes",0
"1519197",40,"female","Associate",61046,21,"RENT",4000,"VENTURE",12.31,0.07,8,699,"Yes",0
"1519198",31,"female","Associate",102863,7,"MORTGAGE",3724,"PERSONAL",6.59,0.04,6,691,"No",0
"1519199",29,"male","Associate",58801,7,"RENT",25000,"HOMEIMPROVEMENT",13.61,0.43,8,603,"No",1
"1519200",22,"female","Master",77217,0,"MORTGAGE",10000,"DEBTCONSOLIDATION",6.03,0.13,3,656,"Yes",0
"1519201",31,"male","Associate",44101,9,"MORTGAGE",5000,"PERSONAL",8.03,0.11,9,705,"No",0
"1519202",28,"male","Bachelor",72988,9,"RENT",16000,"MEDICAL",16.07,0.22,8,576,"No",1
"1519203",22,"female","High School",55975,0,"RENT",9600,"DEBTCONSOLIDATION",10.99,0.17,4,626,"No",0
"1519204",29,"male","Associate",57554,7,"RENT",5000,"PERSONAL",10.62,0.09,7,615,"Yes",0
"1519205",35,"female","Associate",67017,11,"RENT",3000,"VENTURE",12.21,0.04,5,664,"No",0
"1519206",21,"male","Master",47407,0,"RENT",10000,"EDUCATION",7.66,0.21,4,702,"Yes",0
"1519207",25,"male","Associate",103864,0,"MORTGAGE",5000,"HOMEIMPROVEMENT",10.36,0.05,2,632,"No",1
"1519208",29,"male","High School",35867,6,"RENT",2423,"MEDICAL",16.76,0.07,7,624,"No",1
"1519209",25,"male","Master",47128,2,"RENT",7000,"DEBTCONSOLIDATION",9.99,0.15,2,680,"No",0
"1519210",23,"male","Associate",69570,0,"RENT",12000,"DEBTCONSOLIDATION",8.94,0.17,2,644,"Yes",0
"1519211",32,"male","Master",129825,10,"OWN",25000,"MEDICAL",15.21,0.19,10,671,"Yes",0
"1519212",21,"female","High School",42732,0,"MORTGAGE",13650,"DEBTCONSOLIDATION",7.51,0.32,4,623,"Yes",0
"1519213",39,"male","High School",101992,15,"MORTGAGE",4000,"EDUCATION",9.63,0.04,12,504,"Yes",0
"1519214",28,"male","Master",35591,5,"MORTGAGE",5600,"DEBTCONSOLIDATION",11.01,0.16,5,631,"No",1
"1519215",25,"female","Associate",32178,4,"MORTGAGE",3825,"EDUCATION",11.71,0.12,2,691,"Yes",0
"1519216",33,"female","Associate",481043,12,"MORTGAGE",15000,"MEDICAL",6.03,0.03,6,618,"Yes",0
"1519217",25,"male","Associate",42784,1,"RENT",2000,"VENTURE",9.91,0.05,4,645,"Yes",0
"1519218",36,"male","High School",73972,11,"MORTGAGE",10000,"DEBTCONSOLIDATION",10.25,0.14,13,563,"Yes",0
"1519219",37,"female","High School",721223,12,"OWN",16000,"HOMEIMPROVEMENT",10.25,0.02,14,599,"Yes",0
"1519220",22,"female","High School",48848,0,"RENT",3000,"PERSONAL",14.35,0.06,3,626,"Yes",0
"1519221",27,"female","Bachelor",56249,4,"MORTGAGE",8725,"EDUCATION",9.32,0.16,9,708,"No",1
"1519222",30,"female","Bachelor",72622,7,"MORTGAGE",17000,"MEDICAL",16.89,0.23,8,656,"No",1
"1519223",33,"female","Master",83586,9,"RENT",7000,"VENTURE",8,0.08,10,542,"No",0
"1519224",29,"male","Bachelor",78740,5,"MORTGAGE",20000,"HOMEIMPROVEMENT",11.83,0.25,8,704,"Yes",0
"1519225",32,"female","Associate",80462,10,"MORTGAGE",2000,"DEBTCONSOLIDATION",15.28,0.02,7,617,"No",1
"1519226",36,"female","Associate",78852,12,"MORTGAGE",10000,"EDUCATION",15.95,0.13,14,666,"No",1
"1519227",22,"female","Associate",40408,1,"RENT",7000,"VENTURE",7.29,0.17,3,601,"No",0
"1519228",22,"male","High School",46274,1,"RENT",8000,"MEDICAL",10.36,0.17,3,677,"Yes",0
"1519229",26,"male","Doctorate",40571,5,"RENT",6000,"VENTURE",14.84,0.15,2,616,"No",1
"1519230",30,"female","High School",181444,5,"RENT",21000,"VENTURE",12.62,0.12,9,536,"Yes",0
"1519231",33,"female","Bachelor",53964,6,"RENT",5000,"DEBTCONSOLIDATION",10.12,0.09,8,625,"No",0
"1519232",28,"female","Bachelor",107366,3,"MORTGAGE",2825,"VENTURE",10.74,0.03,8,603,"Yes",0
"1519233",39,"female","Bachelor",54891,20,"MORTGAGE",12000,"PERSONAL",14.72,0.22,13,725,"No",0
"1519234",22,"female","Associate",61159,1,"RENT",6000,"MEDICAL",10.38,0.1,4,608,"Yes",0
"1519235",24,"male","Associate",36247,1,"MORTGAGE",2500,"PERSONAL",6.76,0.07,2,545,"Yes",0
"1519236",23,"male","Bachelor",51619,0,"RENT",4500,"DEBTCONSOLIDATION",6.67,0.09,4,653,"No",0
"1519237",25,"male","High School",133193,2,"MORTGAGE",8000,"EDUCATION",7.14,0.06,4,680,"No",0
"1519238",23,"female","Master",60542,0,"MORTGAGE",10000,"VENTURE",14.03,0.17,4,664,"Yes",0
"1519239",24,"male","Master",25181,1,"RENT",6000,"VENTURE",7.14,0.24,2,592,"Yes",0
"1519240",26,"female","Associate",205769,7,"RENT",16730,"DEBTCONSOLIDATION",12.4,0.08,8,682,"No",1
"1519241",28,"male","Master",88660,8,"MORTGAGE",15600,"DEBTCONSOLIDATION",6.03,0.18,9,620,"Yes",0
"1519242",25,"male","High School",82852,6,"MORTGAGE",8000,"DEBTCONSOLIDATION",11.01,0.1,3,589,"Yes",0
"1519243",45,"female","Bachelor",66230,18,"RENT",4500,"PERSONAL",11.46,0.07,14,611,"Yes",0
"1519244",22,"female","High School",42825,0,"MORTGAGE",4000,"DEBTCONSOLIDATION",9.99,0.09,2,678,"No",0
"1519245",23,"male","High School",36108,1,"OWN",6400,"EDUCATION",8.94,0.18,4,625,"Yes",0
