"num","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
40085,0.33,"Ideal","H","IF",62.1,55,1114,4.44,4.41,2.75
40593,0.28,"Ideal","I","VVS2",62.2,55,497,4.21,4.24,2.63
5341,0.78,"Ideal","D","VS2",61.9,56,3811,5.89,5.91,3.65
7583,1.26,"Good","J","SI1",63.9,58,4255,6.78,6.74,4.32
48564,0.52,"Ideal","D","VS1",60.9,56,1991,5.19,5.22,3.17
36794,0.34,"Premium","E","VS2",61.1,60,956,4.48,4.45,2.73
17511,1.15,"Very Good","H","VS1",62.5,56,7040,6.65,6.72,4.18
11735,1.04,"Very Good","G","SI1",61.8,59,5070,6.49,6.55,4.03
7416,1.1,"Ideal","J","SI2",62,59,4226,6.58,6.61,4.09
26803,1.8,"Ideal","H","VS1",62,57,16683,7.84,7.78,4.84
7791,0.9,"Very Good","E","SI2",59.9,57,4288,6.25,6.34,3.77
4800,0.92,"Ideal","G","SI2",63,57,3697,6.16,6.13,3.87
6820,1.01,"Premium","G","SI1",60,59,4118,6.51,6.47,3.89
9504,1.03,"Ideal","H","SI2",61.6,54,4611,6.51,6.55,4.02
24502,1.64,"Very Good","E","SI1",61.8,59,12779,7.51,7.55,4.65
9176,1,"Very Good","D","SI2",61.6,58,4543,6.37,6.45,3.95
12793,1.27,"Fair","H","SI2",65.2,54,5334,6.78,6.71,4.41
14941,1.01,"Very Good","G","VS2",62.4,58,6019,6.42,6.4,4
41537,0.42,"Ideal","G","VVS1",62,56,1235,4.84,4.81,2.99
38407,0.35,"Ideal","H","VVS1",62.6,57,1024,4.47,4.45,2.79
50307,0.31,"Ideal","H","VS1",62,54,544,4.35,4.39,2.71
21012,1.17,"Ideal","G","VVS2",60.6,56,9225,6.87,6.84,4.15
19799,1.25,"Ideal","H","VS1",62.1,57,8365,6.89,6.92,4.29
17415,1.51,"Very Good","J","SI1",63.5,58,6976,7.29,7.24,4.61
34088,0.36,"Premium","D","VS2",60.5,58,852,4.6,4.63,2.79
27860,0.3,"Ideal","F","VS1",62.3,53.8,652,4.3,4.33,2.69
30998,0.35,"Ideal","F","VS2",62.1,54,747,4.55,4.58,2.83
23146,1.51,"Ideal","H","SI1",62.3,54,11163,7.37,7.33,4.58
29246,0.34,"Good","E","VS2",63.8,56,696,4.44,4.49,2.85
52086,0.77,"Premium","H","SI1",61.6,60,2457,5.91,5.87,3.59
27323,2.01,"Premium","H","SI1",61.1,60,17849,8.15,8.11,4.97
47376,0.57,"Ideal","D","SI1",62.4,56,1847,5.32,5.29,3.31
53821,0.71,"Premium","G","VS2",63,56,2735,5.7,5.69,3.59
30205,0.34,"Ideal","F","VS1",60.9,57,723,4.53,4.56,2.77
9806,0.91,"Very Good","E","SI2",63.2,56,4668,6.08,6.14,3.86
30653,0.4,"Ideal","G","SI1",62.7,57,736,4.65,4.69,2.93
22423,1.57,"Very Good","I","VS2",60.3,58,10447,7.58,7.55,4.56
47767,0.62,"Good","G","VS1",62.5,60.8,1893,5.37,5.47,3.39
35789,0.31,"Good","E","IF",57.7,55,912,4.51,4.6,2.63
47141,0.51,"Premium","E","VS1",61.3,58,1831,5.14,5.17,3.16
9088,0.9,"Very Good","D","SI1",63,58,4523,6.11,6.14,3.86
4400,0.31,"Very Good","D","SI1",60.2,56,571,4.37,4.4,2.64
37635,0.4,"Premium","D","SI1",61.4,56,990,4.83,4.72,2.93
24980,1.29,"Ideal","D","VS1",62.4,55,13485,6.93,6.99,4.34
53799,0.72,"Ideal","D","SI1",61.6,55,2731,5.75,5.8,3.56
23135,1.66,"Ideal","I","VS2",62.3,54,11156,7.58,7.61,4.73
43714,0.51,"Ideal","E","SI1",60.8,57,1437,5.17,5.22,3.16
38917,0.33,"Ideal","G","IF",61.6,56,1052,4.48,4.45,2.75
23005,1.02,"Premium","E","VVS1",61.5,59,11062,6.41,6.46,3.96
16842,1,"Premium","E","VS2",62.8,60,6720,6.36,6.32,3.98
4403,0.31,"Ideal","D","SI1",60.8,56,571,4.32,4.37,2.64
31248,0.37,"Premium","E","VS2",60.2,58,757,4.65,4.68,2.81
5537,0.91,"Ideal","H","SI2",60.6,57,3854,6.3,6.26,3.81
26525,2.02,"Very Good","I","VS2",63.2,53,16179,8.09,8.18,5.14
37728,0.3,"Very Good","E","VVS1",63.5,57,995,4.27,4.23,2.7
31865,0.3,"Premium","H","VVS2",60.8,60,776,4.33,4.29,2.62
31638,0.3,"Very Good","J","SI1",63.4,54,450,4.29,4.23,2.7
28085,0.3,"Premium","D","SI1",62.1,59,662,4.31,4.29,2.67
50924,0.7,"Premium","F","SI1",60.2,58,2319,5.76,5.7,3.45
40492,0.42,"Ideal","F","VVS2",60.6,57,1142,4.82,4.85,2.93
14914,2.03,"Fair","H","I1",66.6,57,6002,7.81,7.75,5.19
12100,1.16,"Premium","F","SI2",62.4,59,5164,6.72,6.64,4.17
24314,1.21,"Ideal","F","VVS1",61.1,57,12556,6.87,6.91,4.21
6992,0.9,"Very Good","H","VS2",62.7,59,4155,6.1,6.15,3.84
22027,0.38,"Ideal","E","SI2",61.8,56,628,4.62,4.66,2.87
45080,0.54,"Good","D","VS2",60.9,60,1644,5.28,5.36,3.24
20220,1.54,"Premium","J","VVS2",61.1,59,8652,7.45,7.4,4.54
52851,0.7,"Ideal","E","SI1",61.8,56,2576,5.72,5.68,3.52
25515,2.03,"Ideal","E","SI2",62.3,56,14308,8.11,8.09,5.05
10932,1.23,"Very Good","J","VS2",62.9,59,4896,6.8,6.85,4.29
29468,0.32,"Ideal","E","VS2",61.4,56,702,4.4,4.43,2.71
18293,1.52,"Fair","H","SI1",64.6,55,7433,7.24,7.19,4.66
26118,2.01,"Good","D","SI2",64.6,55,15394,7.85,7.98,5.11
42936,0.32,"Premium","I","VS1",61.9,58,505,4.36,4.4,2.71
34990,0.34,"Ideal","D","VS2",61.6,55,881,4.54,4.48,2.78
22962,1.37,"Ideal","G","VS1",61.1,55,11009,7.2,7.16,4.39
1066,0.31,"Ideal","E","SI2",61.3,55,558,4.37,4.34,2.67
37357,0.4,"Premium","F","VS1",62.4,59,982,4.67,4.69,2.92
52487,0.71,"Ideal","H","VS2",61.4,57,2522,5.71,5.75,3.52
16765,1.2,"Ideal","H","SI1",61.3,57,6675,6.81,6.85,4.19
48926,0.7,"Very Good","G","SI1",61.9,56,2042,5.68,5.73,3.53
6908,0.9,"Very Good","H","VS1",61.5,59,4136,6.13,6.19,3.79
12277,1.2,"Very Good","H","SI2",58.8,61,5211,6.94,6.98,4.09
6755,0.9,"Ideal","F","SI1",62.3,56,4103,6.17,6.13,3.83
41688,0.5,"Premium","E","SI2",59.5,59,1240,5.19,5.16,3.08
9550,1,"Very Good","E","SI2",62.4,57,4620,6.33,6.4,3.97
41857,0.7,"Good","H","I1",57.4,63,1255,5.89,5.8,3.36
35893,0.32,"Ideal","G","IF",61,57,918,4.44,4.48,2.72
28218,0.4,"Premium","D","SI2",62.1,60,666,4.69,4.75,2.93
28447,0.31,"Ideal","H","VVS1",62,55,671,4.34,4.37,2.7
23121,1.68,"Ideal","D","SI2",62.7,55,11147,7.45,7.58,4.71
49551,0.55,"Ideal","G","VVS2",62.5,56,2129,5.25,5.22,3.27
52432,0.7,"Very Good","H","VS2",63,55.4,2513,5.67,5.7,3.58
51939,0.72,"Very Good","I","VS1",63.7,57,2441,5.66,5.7,3.62
29906,0.41,"Ideal","F","SI1",62.6,54,711,4.74,4.78,2.98
48717,0.77,"Very Good","J","SI1",63.3,57,2010,5.84,5.79,3.68
43634,0.43,"Ideal","G","IF",61.8,55,1433,4.85,4.89,3.01
46896,0.6,"Premium","D","SI1",61.5,52,1814,5.5,5.43,3.36
5361,0.9,"Good","G","SI1",64.1,59.4,3816,6.04,6.08,3.88
44316,0.34,"Very Good","G","SI1",63.4,57,521,4.4,4.45,2.81
52079,0.82,"Premium","G","SI2",62.3,58,2456,5.96,5.98,3.72
40971,0.51,"Good","D","SI2",63.8,56,1180,5.07,5.09,3.24
6993,1.02,"Very Good","I","SI2",63.2,60,4155,6.37,6.41,4.04
46716,0.7,"Good","E","SI2",56.9,61,1793,5.85,5.9,3.34
29950,0.33,"Ideal","I","SI1",61.5,57,445,4.46,4.49,2.75
53490,0.7,"Very Good","H","VVS1",63.5,58,2682,5.63,5.59,3.56
2383,0.32,"Very Good","H","VS1",62.8,58,561,4.35,4.37,2.74
27680,3.51,"Premium","J","VS2",62.5,59,18701,9.66,9.63,6.03
35192,0.31,"Ideal","G","IF",61.7,54,891,4.38,4.4,2.71
27102,2.02,"Ideal","H","SI1",62.5,54,17245,8.07,8.1,5.05
45785,0.66,"Premium","E","SI1",61.1,56,1708,5.68,5.62,3.45
5690,1.01,"Very Good","I","SI1",62.8,58,3888,6.37,6.4,4.01
25981,1.54,"Premium","E","VS2",60.8,58,15185,7.39,7.44,4.51
1598,1.2,"Fair","J","I1",64.9,59,3011,6.61,6.54,4.27
28906,0.3,"Ideal","G","VVS2",60.9,57,684,4.32,4.35,2.64
2602,0.72,"Very Good","F","VS1",63.3,57,3219,5.68,5.75,3.62
20155,1.04,"Premium","F","VVS2",62.1,56,8610,6.54,6.48,4.04
41280,0.27,"Very Good","G","VVS2",61,56,504,4.19,4.22,2.56
30480,0.31,"Premium","D","SI1",60.2,56,732,4.4,4.37,2.64
38273,0.26,"Ideal","I","VS2",62,56,385,4.13,4.09,2.55
37287,0.24,"Very Good","E","VVS2",64.4,53,485,3.92,3.94,2.53
10862,1.14,"Very Good","G","SI2",62.4,60,4875,6.6,6.67,4.14
27031,0.32,"Ideal","G","VS1",61.7,55,645,4.39,4.43,2.72
18555,1.02,"Ideal","D","SI1",61.7,56,7564,6.4,6.49,3.97
27657,1.49,"Ideal","F","VVS2",61.1,58,18614,7.36,7.38,4.5
27981,0.3,"Ideal","E","VS2",62,55,658,4.3,4.35,2.68
28629,0.26,"Ideal","H","VS2",62.1,55,434,4.08,4.1,2.54
7229,1.07,"Good","I","VS2",63.8,60,4194,6.41,6.38,4.08
49032,0.51,"Ideal","F","VVS2",60.4,56,2054,5.18,5.22,3.14
32672,0.31,"Ideal","G","VS1",62.4,55,802,4.35,4.33,2.71
24231,1.51,"Very Good","G","VS1",60.2,63,12430,7.39,7.36,4.44
882,0.9,"Premium","J","SI1",61.8,58,2873,6.16,6.13,3.8
46681,0.58,"Very Good","I","VVS1",63,57,1790,5.31,5.35,3.36
25203,2.26,"Very Good","H","SI2",63.1,58,13797,8.3,8.22,5.21
35294,0.3,"Very Good","I","VS1",63,53,473,4.26,4.31,2.7
21259,1.5,"Ideal","I","VS2",62.6,55,9408,7.39,7.31,4.6
31732,0.31,"Ideal","G","VVS1",62.3,56,772,4.34,4.37,2.71
33097,0.31,"Ideal","F","VVS1",62,55,815,4.33,4.35,2.69
50721,0.8,"Very Good","H","SI2",62.7,57,2294,5.88,5.95,3.71
19355,0.3,"Good","E","VVS2",63,58,622,4.27,4.34,2.71
40056,0.38,"Ideal","E","VS1",62.2,55,1112,4.67,4.63,2.89
25122,2.01,"Very Good","I","SI2",59.5,58,13669,8.18,8.21,4.88
51958,0.79,"Ideal","I","SI1",61.6,57,2442,5.94,6,3.68
44431,0.5,"Good","D","VS2",64,56,1589,5.02,5.04,3.22
42265,0.44,"Ideal","G","VVS1",61.8,55,1294,4.91,4.86,3.02
17098,2.17,"Fair","G","I1",55.6,62,6817,8.75,8.69,4.8
32269,0.3,"Ideal","G","VVS1",62,55,789,4.31,4.34,2.68
32965,0.32,"Premium","H","SI1",62.3,60,461,4.36,4.4,2.73
25235,2.07,"Premium","H","SI1",61.1,58,13844,8.27,8.2,5.03
17951,1.14,"Ideal","G","VS1",62.5,56,7255,6.69,6.66,4.17
19933,1.08,"Ideal","D","VS2",61.9,58,8481,6.54,6.57,4.06
9692,0.32,"Very Good","D","SI1",62.3,55,589,4.38,4.42,2.74
50714,0.53,"Ideal","G","IF",60.6,56,2293,5.27,5.33,3.21
43685,0.5,"Good","F","VS2",63.8,55,1436,5.03,5.06,3.22
38004,0.43,"Ideal","G","VS1",62.3,56,1008,4.85,4.82,3.01
11721,0.34,"Ideal","G","VS2",62.2,57,596,4.44,4.47,2.77
10813,0.96,"Premium","E","SI1",60,60,4864,6.44,6.39,3.85
6663,1.03,"Good","F","SI2",57.7,63,4095,6.68,6.64,3.84
8439,1.23,"Premium","G","SI2",58.9,62,4408,7.03,6.97,4.12
47690,0.59,"Premium","H","VVS1",62,58,1883,5.36,5.38,3.33
42353,0.59,"Ideal","I","VS2",62,54,1300,5.4,5.43,3.36
22360,0.31,"Ideal","H","VS2",62.6,57,628,4.38,4.34,2.73
1809,1.01,"Premium","H","SI2",61.1,60,3054,6.46,6.41,3.93
38984,0.39,"Premium","I","VVS1",61.5,59,1053,4.7,4.67,2.88
6495,0.9,"Good","F","SI1",63.9,59,4062,6.06,6.09,3.88
9289,1.06,"Ideal","F","SI2",60.7,57,4568,6.57,6.61,4
39342,0.52,"Good","H","SI1",63.6,62,1073,5.11,5.04,3.23
7157,0.85,"Ideal","E","SI1",60.7,57,4181,6.11,6.14,3.72
48845,0.73,"Very Good","J","SI1",60.1,62,2031,5.85,5.9,3.53
18891,1.3,"Very Good","H","VS1",61.9,56,7747,6.97,7.05,4.34
25692,0.4,"Very Good","E","SI2",62.1,60,644,4.65,4.69,2.9
24252,1.51,"Ideal","F","SI1",62.3,57,12459,7.33,7.3,4.56
30999,0.36,"Ideal","E","VS2",61,54,747,4.6,4.64,2.82
12640,1.25,"Premium","I","SI1",59.7,59,5293,6.97,7.03,4.18
24578,1.7,"Very Good","H","VS2",61.9,60,12874,7.57,7.61,4.7
39965,0.4,"Very Good","E","VVS2",61,55,1106,4.77,4.81,2.92
21222,1.52,"Good","G","SI1",64.4,59,9368,7.18,7.25,4.65
41194,0.51,"Good","D","SI2",57.7,60,1202,5.31,5.26,3.05
13809,1.15,"Ideal","I","VS1",62.1,55,5626,6.76,6.67,4.18
40259,0.4,"Premium","H","VVS2",60.9,58,1125,4.79,4.74,2.9
40429,0.4,"Good","D","VVS2",60.2,63,1135,4.74,4.8,2.87
12537,1.09,"Ideal","D","SI2",61.3,57,5267,6.64,6.67,4.08
18133,1.52,"Premium","I","SI2",62.5,56,7341,7.35,7.33,4.59
23368,0.3,"Ideal","H","SI1",61.3,59,425,4.29,4.33,2.64
52880,0.78,"Ideal","G","SI1",62.8,56,2583,5.88,5.84,3.68
19843,1.01,"Very Good","E","VS1",60.4,60,8403,6.43,6.48,3.9
3305,0.8,"Very Good","F","VS2",63.2,55,3369,5.9,5.88,3.72
42989,0.6,"Good","F","SI1",63.7,61,1367,5.24,5.21,3.33
38569,0.42,"Ideal","H","VVS1",61.8,55,1035,4.85,4.8,2.98
25899,1.24,"Ideal","F","VVS1",61.2,55,15026,6.94,6.98,4.26
45942,0.52,"Ideal","G","VS1",61.9,55,1722,5.16,5.18,3.2
24104,2.01,"Very Good","J","SI1",59.3,62,12257,8.15,8.2,4.85
26372,2.02,"Very Good","G","SI2",63.1,56,15848,8.06,8.02,5.07
19094,1.01,"Premium","F","VS1",58.8,60,7862,6.59,6.51,3.85
3753,0.7,"Ideal","D","SI1",61.8,56,3454,5.7,5.72,3.53
12104,1.22,"Premium","I","SI2",62.9,56,5165,6.84,6.79,4.29
9588,0.95,"Premium","E","SI1",62.8,59,4628,6.25,6.21,3.91
21202,1.51,"Premium","I","SI1",61.7,60,9344,7.31,7.27,4.5
8661,1.08,"Ideal","H","SI2",60.4,57,4455,6.63,6.68,4.02
50198,0.71,"Very Good","J","VVS2",61.1,58,2226,5.7,5.75,3.5
2143,0.94,"Good","D","SI2",57.9,61,3125,6.48,6.43,3.74
44681,0.53,"Ideal","D","VS2",60.2,55,1610,5.26,5.3,3.18
52192,0.7,"Fair","G","VS2",64.9,57,2479,5.55,5.54,3.6
46824,0.96,"Fair","H","I1",67.4,62,1808,6.13,5.96,4.08
16983,1.03,"Premium","F","VS1",61.7,56,6783,6.49,6.47,4
17938,1.61,"Premium","J","SI2",62.2,59,7245,7.52,7.47,4.66
24073,2.21,"Very Good","J","SI2",60.6,62,12215,8.37,8.45,5.1
8129,1.08,"Ideal","I","SI1",61.4,57,4355,6.67,6.62,4.08
50072,0.51,"Premium","F","VS2",61.1,58,2203,5.19,5.16,3.16
2105,0.8,"Good","F","VS1",63.3,55,3116,5.87,5.92,3.73
32958,0.24,"Very Good","E","VS1",62.4,56,461,3.96,3.97,2.47
20195,1.51,"Very Good","I","SI1",62.6,60,8637,7.27,7.34,4.57
18820,1.54,"Premium","G","SI2",59.4,60,7707,7.49,7.52,4.46
8679,1.09,"Premium","G","SI2",59,58,4456,6.78,6.72,3.98
9029,1.06,"Ideal","H","SI2",60.1,59,4516,6.58,6.67,3.98
27616,2,"Premium","F","SI1",62.6,59,18493,8.1,8.04,5.05
20677,1.01,"Ideal","G","IF",62.2,61,8957,6.34,6.4,3.96
43615,0.34,"Premium","D","SI2",60.6,60,507,4.48,4.53,2.73
20339,1.52,"Premium","D","SI2",60.2,60,8737,7.4,7.46,4.47
316,0.96,"Ideal","F","I1",60.7,55,2801,6.37,6.41,3.88
51547,0.71,"Ideal","I","VVS2",62,54,2387,5.72,5.76,3.56
43911,0.25,"Good","E","IF",65.6,54,512,3.91,3.95,2.58
40946,0.31,"Very Good","F","VS2",62.7,57,500,4.31,4.36,2.72
24062,1.56,"Very Good","F","SI1",61,58,12207,7.41,7.48,4.54
15426,1.04,"Ideal","G","VS2",62.6,55,6177,6.45,6.49,4.05
26157,1.92,"Ideal","H","SI1",61.3,57,15472,8,8.06,4.92
51348,0.8,"Good","G","SI2",62.8,58,2363,5.86,5.9,3.69
48584,0.54,"Ideal","D","VS2",61.8,57,1993,5.26,5.22,3.24
33728,0.41,"Very Good","H","VVS2",61.3,54,839,4.75,4.87,2.95
48530,0.55,"Very Good","E","VS1",61.6,55,1986,5.26,5.28,3.25
16857,1.2,"Premium","H","VS1",62.7,58,6727,6.75,6.65,4.2
32949,0.33,"Very Good","G","SI2",60,56,460,4.52,4.55,2.73
50353,0.71,"Very Good","H","SI1",62.9,58,2246,5.62,5.66,3.55
27482,2.12,"Premium","G","SI2",62.6,59,18164,8.18,8.12,5.1
44298,0.52,"Premium","E","SI1",59.8,61,1577,5.2,5.17,3.1
26823,2.17,"Ideal","I","SI1",62.1,57,16716,8.26,8.32,5.15
6888,1.22,"Premium","J","SI2",62.2,60,4132,6.89,6.77,4.25
4342,0.78,"Very Good","E","VS1",60,56,3601,6,6.03,3.61
12210,1.22,"Very Good","H","SI2",63.1,59,5192,6.81,6.75,4.28
48560,0.71,"Ideal","E","SI2",62.6,55,1991,5.72,5.68,3.57
52087,0.72,"Ideal","D","SI2",62.3,57,2457,5.8,5.75,3.6
31405,0.3,"Ideal","G","VVS1",61.7,54,764,4.32,4.34,2.67
48520,0.76,"Premium","H","SI2",59,59,1985,6.05,6.02,3.56
4211,0.87,"Ideal","E","SI2",60.4,58,3566,6.19,6.23,3.75
52503,0.71,"Ideal","F","SI2",61.4,55,2525,5.76,5.78,3.54
30333,0.4,"Ideal","I","VS2",62.5,57,727,4.67,4.71,2.93
36155,0.33,"Premium","E","VS2",61.7,60,928,4.45,4.4,2.73
52482,0.73,"Premium","I","VVS2",61.5,58,2519,5.78,5.73,3.54
5651,0.82,"Ideal","G","VS1",61.9,54,3880,5.99,6.03,3.72
34932,0.32,"Very Good","J","SI1",63,58,374,4.32,4.35,2.73
31530,0.34,"Ideal","E","SI1",62.9,56,765,4.48,4.45,2.81
8083,1.01,"Premium","D","SI2",61.8,57,4338,6.47,6.42,3.98
32275,0.3,"Premium","G","VVS1",60.5,59,789,4.33,4.36,2.63
18380,0.4,"Good","E","SI2",64.2,57,617,4.68,4.7,3.01
33756,0.38,"Ideal","G","VS2",61.5,57,840,4.66,4.68,2.87
