"id","person_age","person_gender","person_education","person_income","person_emp_exp","person_home_ownership","loan_amnt","loan_intent","loan_int_rate","loan_percent_income","cb_person_cred_hist_length","credit_score","previous_loan_defaults_on_file","loan_status"
"301020",22,"female","High School",58193,0,"OWN",1500,"VENTURE",16.29,0.03,3,661,"No",0
"301021",21,"male","Bachelor",25455,0,"RENT",4500,"VENTURE",10.99,0.18,3,619,"Yes",0
"301022",27,"female","Bachelor",110214,3,"RENT",5000,"DEBTCONSOLIDATION",13.49,0.05,10,565,"Yes",0
"301023",29,"male","High School",65768,10,"RENT",2000,"HOMEIMPROVEMENT",10.01,0.03,7,618,"Yes",0
"301024",33,"female","Associate",55051,10,"RENT",4800,"DEBTCONSOLIDATION",10.59,0.09,8,654,"Yes",0
"301025",24,"male","Bachelor",62453,0,"RENT",9600,"PERSONAL",15.31,0.15,4,649,"Yes",0
"301026",25,"male","Master",102962,0,"RENT",15000,"VENTURE",7.9,0.15,4,645,"No",0
"301027",22,"female","Associate",82681,1,"MORTGAGE",9000,"EDUCATION",15.27,0.11,2,691,"No",0
"301028",35,"female","High School",41992,16,"RENT",5000,"EDUCATION",16.32,0.12,6,642,"No",1
"301029",28,"male","Associate",29910,7,"MORTGAGE",1500,"PERSONAL",7.14,0.05,6,576,"No",0
"301030",24,"male","Master",47694,0,"OWN",1453,"MEDICAL",14.88,0.03,3,605,"Yes",0
"301031",26,"male","High School",60634,6,"RENT",8470,"HOMEIMPROVEMENT",10.95,0.14,5,653,"No",0
"301032",41,"male","Associate",159406,19,"MORTGAGE",8000,"DEBTCONSOLIDATION",13.49,0.05,17,714,"No",0
"301033",28,"female","Bachelor",58920,6,"RENT",5000,"EDUCATION",7.29,0.08,8,574,"Yes",0
"301034",43,"male","Associate",22639,21,"RENT",1111,"PERSONAL",14.78,0.05,14,594,"No",1
"301035",40,"female","Associate",114761,17,"RENT",17000,"PERSONAL",10,0.15,15,628,"No",0
"301036",24,"male","Associate",51435,2,"MORTGAGE",4200,"MEDICAL",13.23,0.08,2,656,"Yes",0
"301037",24,"female","Associate",62190,4,"MORTGAGE",8000,"EDUCATION",10.96,0.13,3,668,"Yes",0
"301038",21,"female","Associate",31289,0,"RENT",2000,"EDUCATION",13.47,0.06,2,637,"Yes",0
"301039",38,"male","High School",89945,17,"RENT",9000,"EDUCATION",12.84,0.1,12,656,"No",0
"301040",26,"male","Bachelor",98855,5,"MORTGAGE",6000,"HOMEIMPROVEMENT",7.9,0.06,4,702,"No",0
"301041",32,"female","Bachelor",60923,10,"RENT",20331,"VENTURE",7.32,0.33,8,647,"No",1
"301042",29,"female","High School",87037,5,"MORTGAGE",15945,"PERSONAL",13.58,0.18,10,660,"No",0
"301043",24,"male","Master",41975,5,"RENT",6000,"PERSONAL",8.9,0.14,4,705,"Yes",0
"301044",27,"male","Bachelor",85965,3,"RENT",10000,"MEDICAL",12.53,0.12,6,607,"Yes",0
"301045",24,"male","Bachelor",13030,1,"RENT",1000,"PERSONAL",13.92,0.08,6,622,"No",1
"301046",27,"female","Master",39307,5,"RENT",5800,"DEBTCONSOLIDATION",7.49,0.15,5,623,"Yes",0
"301047",44,"female","High School",29933,21,"RENT",4435,"EDUCATION",10.11,0.15,17,588,"Yes",0
"301048",35,"female","Master",103269,9,"MORTGAGE",8400,"EDUCATION",11.99,0.08,9,646,"No",0
"301049",22,"female","Bachelor",48780,0,"MORTGAGE",4800,"EDUCATION",5.42,0.1,2,595,"No",0
"301050",27,"male","Bachelor",240926,8,"MORTGAGE",5000,"EDUCATION",7.74,0.02,7,636,"Yes",0
"301051",33,"male","Bachelor",26353,9,"OWN",7750,"EDUCATION",11.83,0.29,6,702,"Yes",0
"301052",33,"male","Bachelor",86165,11,"RENT",16500,"EDUCATION",14.72,0.19,6,648,"No",0
"301053",27,"female","Bachelor",67048,2,"MORTGAGE",7500,"VENTURE",12.22,0.11,6,639,"No",0
"301054",23,"female","Master",42999,3,"RENT",3000,"DEBTCONSOLIDATION",11.51,0.07,3,673,"No",0
"301055",28,"female","Master",51543,6,"RENT",12000,"EDUCATION",11.11,0.23,9,731,"No",0
"301056",21,"female","Associate",58533,0,"RENT",3000,"EDUCATION",9.76,0.05,4,641,"No",0
"301057",21,"male","Associate",18550,0,"RENT",5000,"VENTURE",13.72,0.27,4,603,"No",1
"301058",23,"female","High School",70804,3,"RENT",11650,"MEDICAL",13.47,0.16,2,642,"Yes",0
"301059",27,"male","Master",61165,4,"RENT",5500,"HOMEIMPROVEMENT",12.73,0.09,7,530,"No",1
"301060",23,"female","Bachelor",34588,1,"OWN",7500,"EDUCATION",11.01,0.22,4,597,"Yes",0
"301061",23,"male","High School",121264,5,"MORTGAGE",10000,"PERSONAL",10.59,0.08,4,589,"Yes",0
"301062",27,"male","Bachelor",58646,6,"RENT",5500,"MEDICAL",11.5,0.09,5,600,"Yes",0
"301063",40,"male","Associate",73049,18,"RENT",10000,"HOMEIMPROVEMENT",15.95,0.14,14,693,"Yes",0
"301064",26,"female","Bachelor",68943,2,"MORTGAGE",6000,"VENTURE",9.57,0.09,4,584,"No",0
"301065",36,"female","Associate",31553,11,"MORTGAGE",8700,"EDUCATION",12.23,0.28,14,661,"No",1
"301066",25,"male","High School",23980,6,"RENT",750,"DEBTCONSOLIDATION",12.29,0.03,4,645,"Yes",0
"301067",24,"male","High School",47279,0,"RENT",4200,"MEDICAL",6.76,0.09,4,608,"No",0
"301068",21,"male","Bachelor",74552,1,"MORTGAGE",4000,"HOMEIMPROVEMENT",11.01,0.05,2,659,"No",1
"301069",25,"male","Associate",55004,2,"RENT",15000,"DEBTCONSOLIDATION",11.55,0.27,3,649,"No",1
"301070",35,"male","Associate",54801,10,"MORTGAGE",6500,"MEDICAL",13.98,0.12,10,698,"No",0
"301071",24,"female","High School",132675,1,"MORTGAGE",25000,"EDUCATION",12.53,0.19,2,635,"Yes",0
"301072",24,"male","High School",68734,1,"RENT",8000,"MEDICAL",14.96,0.12,2,597,"No",1
"301073",36,"female","High School",109109,14,"OWN",3800,"HOMEIMPROVEMENT",6.03,0.03,14,580,"Yes",0
"301074",23,"female","Bachelor",117847,3,"MORTGAGE",12000,"EDUCATION",9.91,0.1,2,598,"No",0
"301075",23,"female","High School",35687,5,"RENT",6000,"DEBTCONSOLIDATION",8.94,0.17,3,505,"Yes",0
"301076",27,"male","Bachelor",119584,5,"MORTGAGE",9000,"MEDICAL",7.14,0.08,5,591,"Yes",0
"301077",23,"male","Bachelor",181013,1,"RENT",5000,"VENTURE",10.65,0.03,2,636,"Yes",0
"301078",30,"male","Associate",150763,8,"RENT",3323,"EDUCATION",9.49,0.02,8,592,"Yes",0
"301079",30,"male","Bachelor",72020,7,"MORTGAGE",10000,"MEDICAL",7.51,0.14,8,615,"Yes",0
"301080",26,"female","Associate",119937,2,"MORTGAGE",8000,"VENTURE",14.91,0.07,4,705,"No",0
"301081",36,"male","High School",77180,11,"MORTGAGE",5200,"HOMEIMPROVEMENT",7.91,0.07,14,610,"Yes",0
"301082",33,"male","Bachelor",100500,14,"RENT",7200,"EDUCATION",8,0.07,8,710,"Yes",0
"301083",25,"male","Bachelor",39295,2,"RENT",5100,"VENTURE",8.38,0.13,3,669,"No",0
"301084",34,"male","High School",37810,15,"RENT",10000,"PERSONAL",10.37,0.26,5,672,"No",1
"301085",30,"female","Master",83683,6,"RENT",25000,"HOMEIMPROVEMENT",15.43,0.3,9,687,"No",1
"301086",23,"male","Bachelor",40476,4,"RENT",2000,"EDUCATION",6.03,0.05,4,691,"Yes",0
"301087",29,"male","Master",117295,9,"OWN",12000,"MEDICAL",11.83,0.1,7,593,"No",0
"301088",30,"male","Master",41725,10,"RENT",13600,"MEDICAL",13.57,0.33,9,601,"No",1
"301089",23,"male","Bachelor",47663,0,"RENT",5000,"EDUCATION",12.69,0.1,3,697,"No",0
"301090",24,"female","High School",79182,3,"MORTGAGE",12000,"VENTURE",12.69,0.15,4,591,"Yes",0
"301091",30,"female","Associate",216761,6,"MORTGAGE",6000,"EDUCATION",6.62,0.03,8,674,"Yes",0
"301092",38,"male","High School",104446,16,"RENT",8000,"MEDICAL",6.54,0.08,17,684,"No",1
"301093",22,"male","High School",54959,0,"RENT",5000,"PERSONAL",11.11,0.09,3,648,"No",0
"301094",25,"male","Associate",76771,6,"RENT",8900,"MEDICAL",7.29,0.12,3,515,"Yes",0
"301095",23,"female","Bachelor",83739,3,"RENT",6000,"DEBTCONSOLIDATION",16.02,0.07,2,658,"No",1
"301096",29,"female","High School",37219,9,"RENT",10000,"EDUCATION",16.82,0.27,7,623,"No",1
"301097",23,"female","Associate",74275,1,"RENT",4200,"PERSONAL",6.03,0.06,4,662,"Yes",0
"301098",36,"male","Associate",170898,16,"MORTGAGE",6000,"HOMEIMPROVEMENT",11.49,0.04,16,665,"No",0
"301099",24,"female","High School",43129,2,"RENT",2000,"VENTURE",7.43,0.05,2,629,"Yes",0
"3010100",24,"male","Bachelor",55068,2,"RENT",11200,"MEDICAL",12.04,0.2,3,624,"No",0
"3010101",25,"female","Bachelor",113116,3,"MORTGAGE",14000,"HOMEIMPROVEMENT",12.23,0.12,4,681,"Yes",0
"3010102",34,"male","Associate",36624,10,"RENT",12000,"DEBTCONSOLIDATION",8.9,0.33,8,617,"No",1
"3010103",28,"male","Associate",169089,7,"OWN",18000,"VENTURE",16.29,0.11,7,633,"Yes",0
"3010104",22,"female","Associate",30407,3,"RENT",3500,"VENTURE",9.99,0.12,3,656,"Yes",0
"3010105",25,"male","Bachelor",65659,2,"RENT",6000,"HOMEIMPROVEMENT",8.59,0.09,4,671,"No",0
"3010106",29,"female","Associate",102000,2,"RENT",12693,"MEDICAL",8.75,0.12,6,679,"Yes",0
"3010107",22,"female","High School",24940,0,"RENT",10000,"EDUCATION",7.49,0.4,4,439,"No",1
"3010108",25,"male","High School",122327,1,"MORTGAGE",20000,"PERSONAL",9.33,0.16,6,667,"Yes",0
"3010109",24,"female","High School",51505,2,"RENT",10200,"EDUCATION",7.49,0.2,4,494,"Yes",0
"3010110",25,"female","Master",78912,1,"RENT",12800,"EDUCATION",8.66,0.16,5,651,"No",0
"3010111",23,"male","Bachelor",39009,0,"MORTGAGE",1000,"EDUCATION",10.59,0.03,2,617,"No",1
"3010112",25,"male","Associate",97060,5,"MORTGAGE",8500,"DEBTCONSOLIDATION",7.51,0.09,2,634,"No",0
"3010113",44,"female","Bachelor",34686,24,"RENT",8000,"EDUCATION",7.49,0.23,11,700,"No",0
"3010114",24,"female","Associate",174784,2,"MORTGAGE",12000,"MEDICAL",10.99,0.07,2,672,"Yes",0
"3010115",36,"female","Master",64502,11,"RENT",8000,"MEDICAL",11.01,0.12,14,624,"No",1
"3010116",36,"male","Bachelor",62241,14,"RENT",4855,"EDUCATION",11.79,0.08,13,700,"Yes",0
"3010117",35,"male","Associate",46672,12,"RENT",8000,"VENTURE",11.01,0.17,9,639,"Yes",0
"3010118",36,"male","Associate",107042,13,"RENT",3200,"MEDICAL",10.99,0.03,13,558,"Yes",0
"3010119",25,"female","Associate",48647,0,"RENT",2400,"EDUCATION",5.42,0.05,3,608,"Yes",0
"3010120",25,"female","High School",67957,6,"RENT",18500,"DEBTCONSOLIDATION",13.61,0.27,3,619,"No",1
"3010121",32,"male","Master",62554,10,"RENT",8000,"HOMEIMPROVEMENT",7.51,0.13,10,577,"No",0
"3010122",32,"female","Associate",30964,9,"RENT",3000,"DEBTCONSOLIDATION",9.71,0.1,9,699,"No",0
"3010123",25,"male","Bachelor",120717,0,"MORTGAGE",7000,"PERSONAL",13.98,0.06,3,648,"No",0
"3010124",32,"male","Associate",135702,9,"MORTGAGE",6000,"DEBTCONSOLIDATION",5.42,0.04,10,688,"No",0
"3010125",32,"female","Associate",108909,10,"RENT",20000,"PERSONAL",13.22,0.18,6,629,"Yes",0
"3010126",24,"male","High School",58563,5,"MORTGAGE",4347,"VENTURE",5.58,0.07,4,621,"Yes",0
"3010127",26,"female","Master",103142,2,"RENT",7000,"EDUCATION",12.42,0.07,4,695,"No",0
"3010128",29,"female","Master",49199,7,"MORTGAGE",10000,"PERSONAL",8.28,0.2,9,719,"Yes",0
"3010129",34,"male","Bachelor",87607,13,"RENT",20000,"VENTURE",11.89,0.23,10,735,"No",0
"3010130",22,"female","High School",67251,0,"RENT",12000,"EDUCATION",9.69,0.18,4,560,"No",0
"3010131",22,"female","Bachelor",61072,0,"RENT",20000,"DEBTCONSOLIDATION",13.22,0.33,2,681,"No",1
"3010132",25,"female","Master",43478,3,"RENT",16000,"EDUCATION",9.22,0.37,4,698,"No",1
"3010133",27,"female","High School",63112,5,"MORTGAGE",3000,"HOMEIMPROVEMENT",15.96,0.05,6,608,"No",1
"3010134",32,"female","High School",159265,11,"MORTGAGE",25000,"HOMEIMPROVEMENT",10.99,0.16,7,645,"Yes",0
"3010135",26,"female","High School",213733,2,"MORTGAGE",24022,"HOMEIMPROVEMENT",11.09,0.11,5,673,"Yes",0
"3010136",29,"male","Bachelor",86213,6,"MORTGAGE",4000,"VENTURE",7.14,0.05,5,624,"Yes",0
"3010137",26,"female","Bachelor",133673,6,"RENT",13000,"EDUCATION",7.9,0.1,3,595,"Yes",0
"3010138",23,"female","Associate",117250,0,"RENT",30000,"VENTURE",10.65,0.26,2,652,"No",1
"3010139",47,"female","High School",61094,29,"MORTGAGE",4000,"VENTURE",11.01,0.07,17,685,"Yes",0
"3010140",32,"male","Associate",85227,7,"RENT",25000,"VENTURE",15.95,0.29,10,655,"No",1
"3010141",51,"male","High School",51152,29,"MORTGAGE",15000,"DEBTCONSOLIDATION",13.99,0.29,20,674,"No",1
"3010142",25,"female","Bachelor",33366,1,"OTHER",8000,"MEDICAL",15.05,0.24,2,579,"No",1
"3010143",24,"male","Master",64653,3,"OWN",9800,"HOMEIMPROVEMENT",7.51,0.15,4,644,"No",0
"3010144",24,"female","Associate",40862,2,"MORTGAGE",2500,"HOMEIMPROVEMENT",7.14,0.06,3,623,"Yes",0
"3010145",26,"female","Associate",48850,1,"MORTGAGE",7000,"PERSONAL",7.4,0.14,2,603,"No",0
"3010146",27,"female","Master",41929,4,"RENT",6000,"MEDICAL",8.9,0.14,9,687,"No",0
"3010147",28,"male","Associate",33290,3,"OWN",4308,"VENTURE",6.05,0.13,7,562,"Yes",0
"3010148",25,"female","High School",44727,3,"MORTGAGE",18000,"VENTURE",9.17,0.4,2,591,"Yes",0
"3010149",30,"male","Associate",102894,8,"RENT",7000,"PERSONAL",10.65,0.07,9,658,"Yes",0
"3010150",24,"female","Master",61117,0,"RENT",18000,"MEDICAL",12.42,0.29,4,674,"No",1
"3010151",25,"male","Master",90718,4,"RENT",25000,"MEDICAL",10.99,0.28,2,692,"No",1
"3010152",29,"male","Bachelor",85017,10,"RENT",6125,"VENTURE",7.49,0.07,8,678,"No",0
"3010153",32,"female","Associate",58636,8,"RENT",8000,"HOMEIMPROVEMENT",14.42,0.14,8,694,"No",1
"3010154",21,"female","Master",42192,0,"RENT",2500,"DEBTCONSOLIDATION",12.87,0.06,2,633,"No",0
"3010155",21,"female","Master",76981,0,"MORTGAGE",15000,"EDUCATION",11.49,0.19,4,689,"Yes",0
"3010156",28,"female","Bachelor",85317,5,"OWN",25000,"PERSONAL",15.57,0.29,9,606,"No",0
"3010157",24,"male","High School",114957,3,"RENT",4000,"EDUCATION",7.9,0.03,4,624,"No",0
"3010158",24,"female","Bachelor",47708,2,"RENT",16000,"DEBTCONSOLIDATION",19.91,0.34,3,600,"No",1
"3010159",30,"female","Bachelor",66572,8,"MORTGAGE",2500,"VENTURE",9.99,0.04,7,659,"No",0
"3010160",25,"female","Bachelor",118724,0,"MORTGAGE",2000,"EDUCATION",5.42,0.02,4,669,"No",0
"3010161",24,"male","Master",63170,0,"MORTGAGE",12000,"EDUCATION",13.85,0.19,4,715,"No",0
"3010162",29,"female","Bachelor",162972,6,"MORTGAGE",11000,"EDUCATION",8.94,0.07,8,668,"Yes",0
"3010163",23,"male","Associate",124795,0,"MORTGAGE",21850,"DEBTCONSOLIDATION",10,0.18,3,600,"Yes",0
"3010164",27,"female","Associate",35438,4,"RENT",5000,"MEDICAL",14.96,0.14,5,545,"Yes",0
"3010165",26,"male","Bachelor",144992,2,"MORTGAGE",10000,"HOMEIMPROVEMENT",14.59,0.07,2,631,"No",0
"3010166",34,"male","Bachelor",104499,12,"MORTGAGE",10000,"HOMEIMPROVEMENT",10.71,0.1,12,615,"Yes",0
"3010167",24,"female","Associate",111575,2,"MORTGAGE",24380,"VENTURE",11.3,0.22,4,649,"Yes",0
"3010168",25,"female","High School",38246,4,"RENT",4000,"VENTURE",12.61,0.1,3,603,"No",1
"3010169",22,"male","High School",84928,0,"MORTGAGE",15000,"DEBTCONSOLIDATION",12.21,0.18,2,659,"No",0
"3010170",25,"male","Master",42998,4,"RENT",3500,"MEDICAL",7.64,0.08,5,682,"Yes",0
"3010171",30,"male","Associate",60983,5,"RENT",14475,"DEBTCONSOLIDATION",11.01,0.24,6,667,"Yes",0
"3010172",22,"male","Bachelor",66846,1,"MORTGAGE",12000,"EDUCATION",6.54,0.18,4,687,"No",0
"3010173",30,"male","Bachelor",108827,9,"RENT",7000,"MEDICAL",9.25,0.06,8,630,"Yes",0
"3010174",25,"male","Associate",27630,4,"RENT",5000,"PERSONAL",16.32,0.18,3,566,"No",1
"3010175",25,"female","Master",100282,3,"OWN",4800,"VENTURE",6.17,0.05,3,720,"No",0
"3010176",23,"male","Associate",72817,0,"MORTGAGE",20000,"PERSONAL",6.54,0.27,3,671,"No",0
"3010177",25,"female","High School",115059,0,"MORTGAGE",5000,"PERSONAL",10.98,0.04,4,626,"Yes",0
"3010178",28,"female","Associate",102080,3,"MORTGAGE",25000,"VENTURE",14.65,0.24,7,620,"Yes",0
"3010179",25,"male","Bachelor",63657,4,"RENT",18000,"VENTURE",12.98,0.28,4,572,"No",1
"3010180",25,"male","Associate",38924,3,"OTHER",10000,"HOMEIMPROVEMENT",12.53,0.26,3,503,"No",1
"3010181",23,"male","Master",105992,0,"RENT",20000,"DEBTCONSOLIDATION",13.4,0.19,4,675,"Yes",0
"3010182",28,"male","High School",36703,5,"RENT",14800,"MEDICAL",11.14,0.4,7,631,"No",1
"3010183",24,"male","Bachelor",75478,0,"MORTGAGE",6278,"MEDICAL",10.65,0.08,2,616,"Yes",0
"3010184",23,"male","Master",125886,0,"MORTGAGE",5000,"EDUCATION",11.01,0.04,4,629,"No",0
"3010185",26,"male","Doctorate",40571,5,"RENT",6000,"VENTURE",14.84,0.15,2,616,"No",1
"3010186",23,"male","Bachelor",62100,0,"RENT",14400,"DEBTCONSOLIDATION",7.51,0.23,4,665,"Yes",0
"3010187",23,"male","High School",75393,0,"RENT",7000,"MEDICAL",11.01,0.09,2,575,"No",0
"3010188",29,"female","Master",151134,5,"MORTGAGE",3500,"MEDICAL",13.98,0.02,8,711,"No",0
"3010189",27,"female","Bachelor",69734,4,"OWN",15000,"VENTURE",11.99,0.22,6,586,"No",0
"3010190",24,"male","Associate",109016,3,"OWN",12000,"MEDICAL",13.35,0.11,3,676,"Yes",0
"3010191",28,"male","High School",81252,5,"RENT",5000,"EDUCATION",11.86,0.06,10,542,"Yes",0
"3010192",34,"male","Bachelor",37950,9,"RENT",3000,"VENTURE",13.06,0.08,9,643,"No",1
"3010193",30,"male","High School",48790,6,"MORTGAGE",15000,"EDUCATION",7.49,0.31,5,640,"No",1
"3010194",25,"female","Master",53259,4,"MORTGAGE",9000,"DEBTCONSOLIDATION",15.62,0.17,3,685,"No",1
"3010195",37,"male","High School",219700,16,"MORTGAGE",13900,"HOMEIMPROVEMENT",9.57,0.06,12,652,"No",0
"3010196",38,"male","Associate",61057,19,"RENT",10000,"PERSONAL",11.01,0.16,13,584,"No",0
"3010197",23,"male","Associate",55291,3,"RENT",20000,"PERSONAL",10.25,0.36,2,632,"No",1
"3010198",24,"male","Bachelor",48724,0,"MORTGAGE",7094,"EDUCATION",14.41,0.15,5,608,"Yes",0
"3010199",27,"male","High School",112280,4,"MORTGAGE",16000,"HOMEIMPROVEMENT",13.01,0.14,9,652,"Yes",0
"3010200",29,"female","Associate",45687,2,"MORTGAGE",3000,"PERSONAL",16.82,0.07,7,530,"Yes",0
"3010201",34,"female","Bachelor",79228,10,"OWN",5600,"PERSONAL",8,0.07,6,605,"No",0
"3010202",50,"male","Bachelor",99105,30,"MORTGAGE",5000,"MEDICAL",11.01,0.05,14,713,"No",0
"3010203",34,"male","Associate",185652,13,"MORTGAGE",4000,"PERSONAL",10.37,0.02,8,569,"Yes",0
"3010204",23,"male","Associate",72776,0,"RENT",15000,"PERSONAL",14.22,0.21,2,651,"Yes",0
"3010205",31,"male","High School",44387,10,"RENT",10000,"MEDICAL",14.42,0.23,9,670,"Yes",0
"3010206",27,"male","Bachelor",128482,2,"RENT",3600,"EDUCATION",14.27,0.03,5,566,"Yes",0
"3010207",31,"male","Bachelor",35815,8,"RENT",15075,"HOMEIMPROVEMENT",11.01,0.42,7,517,"No",1
"3010208",34,"female","Master",60905,11,"MORTGAGE",4000,"DEBTCONSOLIDATION",8.9,0.07,7,721,"No",0
"3010209",31,"female","Associate",65956,9,"RENT",10000,"DEBTCONSOLIDATION",8.2,0.15,9,633,"Yes",0
"3010210",38,"female","Associate",22647,16,"RENT",3000,"PERSONAL",13.23,0.13,17,656,"No",1
"3010211",30,"male","High School",51444,7,"RENT",8000,"MEDICAL",10,0.16,5,663,"Yes",0
"3010212",25,"female","Bachelor",144893,0,"RENT",15000,"PERSONAL",7.51,0.1,2,647,"No",0
"3010213",25,"male","High School",57396,0,"RENT",6000,"VENTURE",11.71,0.1,2,671,"No",0
"3010214",31,"female","High School",36022,4,"RENT",10000,"MEDICAL",13.87,0.28,6,559,"No",1
"3010215",26,"male","Bachelor",58602,8,"RENT",25000,"VENTURE",18.43,0.43,2,595,"No",1
"3010216",22,"male","Bachelor",62072,0,"MORTGAGE",15200,"EDUCATION",10.99,0.24,4,510,"Yes",0
"3010217",25,"male","Bachelor",77133,2,"MORTGAGE",12500,"HOMEIMPROVEMENT",7.51,0.16,3,615,"Yes",0
"3010218",24,"male","Master",43277,0,"RENT",8000,"EDUCATION",8.04,0.18,3,689,"No",0
"3010219",45,"female","Associate",217025,24,"MORTGAGE",10000,"MEDICAL",5.99,0.05,11,708,"No",0
"3010220",25,"female","Master",54786,1,"MORTGAGE",3800,"PERSONAL",10.65,0.07,2,645,"Yes",0
"3010221",28,"male","Bachelor",163807,9,"MORTGAGE",12500,"HOMEIMPROVEMENT",8.59,0.08,6,693,"No",0
"3010222",22,"female","Master",63603,0,"MORTGAGE",10000,"EDUCATION",13.87,0.16,2,665,"No",1
"3010223",22,"female","Master",58468,0,"RENT",7500,"VENTURE",17.04,0.13,2,634,"No",0
"3010224",23,"male","Bachelor",66221,0,"OWN",2800,"DEBTCONSOLIDATION",14.42,0.04,3,652,"Yes",0
"3010225",43,"female","Associate",166589,20,"MORTGAGE",9900,"EDUCATION",6.99,0.06,14,624,"Yes",0
"3010226",31,"female","High School",75811,8,"MORTGAGE",8500,"EDUCATION",14.09,0.11,5,591,"Yes",0
"3010227",26,"female","Bachelor",45583,3,"RENT",2500,"PERSONAL",11.01,0.05,3,572,"Yes",0
"3010228",23,"male","High School",60911,0,"OWN",12600,"PERSONAL",11.71,0.21,4,588,"Yes",0
"3010229",23,"male","Bachelor",62003,2,"RENT",10400,"DEBTCONSOLIDATION",11.01,0.17,2,701,"No",0
"3010230",28,"female","Associate",36900,6,"RENT",2000,"VENTURE",5.77,0.05,6,526,"Yes",0
"3010231",29,"male","Bachelor",48134,8,"MORTGAGE",16000,"PERSONAL",5.99,0.33,8,590,"Yes",0
"3010232",28,"male","High School",35104,3,"RENT",8700,"VENTURE",14.61,0.25,8,637,"No",1
"3010233",26,"male","High School",48773,0,"MORTGAGE",3500,"VENTURE",8.6,0.07,7,554,"No",0
"3010234",28,"female","Bachelor",51383,4,"MORTGAGE",7300,"VENTURE",11.01,0.14,9,661,"No",0
"3010235",24,"female","Associate",75350,3,"RENT",4800,"PERSONAL",7.14,0.06,3,684,"No",0
"3010236",40,"male","High School",66819,14,"MORTGAGE",11714,"EDUCATION",8.55,0.18,14,572,"Yes",0
"3010237",33,"male","Bachelor",35444,13,"RENT",10000,"EDUCATION",13.06,0.28,7,702,"No",1
"3010238",24,"male","Bachelor",55510,0,"RENT",12000,"MEDICAL",7.51,0.22,4,566,"Yes",0
"3010239",24,"female","Associate",66881,3,"RENT",8000,"PERSONAL",16.9,0.12,4,549,"No",1
"3010240",24,"female","Bachelor",46552,2,"OWN",1000,"MEDICAL",10.08,0.02,4,668,"Yes",0
"3010241",21,"female","Bachelor",60978,0,"MORTGAGE",5375,"DEBTCONSOLIDATION",7.49,0.09,3,568,"Yes",0
"3010242",27,"male","Bachelor",91263,4,"RENT",20000,"DEBTCONSOLIDATION",13.49,0.22,7,639,"No",0
"3010243",28,"male","Associate",36889,7,"RENT",5600,"DEBTCONSOLIDATION",14.84,0.15,10,505,"No",1
"3010244",38,"female","Master",34373,17,"OWN",1442,"EDUCATION",13,0.04,13,652,"Yes",0
"3010245",23,"female","High School",79266,1,"MORTGAGE",7425,"DEBTCONSOLIDATION",6.03,0.09,4,649,"Yes",0
"3010246",27,"female","Associate",47379,5,"RENT",5918,"EDUCATION",9.21,0.12,4,614,"Yes",0
"3010247",33,"male","Master",427380,11,"MORTGAGE",12780,"VENTURE",17.61,0.03,9,675,"Yes",0
