"num","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
40946,0.31,"Very Good","F","VS2",62.7,57,500,4.31,4.36,2.72
53621,0.3,"Good","D","SI1",63.2,56,552,4.24,4.27,2.69
257,0.64,"Ideal","G","IF",61.3,56,2790,5.54,5.58,3.41
23142,1.51,"Very Good","H","VS1",61.8,59,11161,7.27,7.32,4.51
51033,0.48,"Very Good","D","VVS2",59.5,57,2329,5.16,5.12,3.06
46755,0.57,"Ideal","H","VS1",60.9,56,1800,5.34,5.36,3.26
34196,0.33,"Ideal","F","VS2",61.4,57,854,4.48,4.45,2.74
10865,1.01,"Ideal","E","SI2",62.2,56,4875,6.45,6.42,4
37152,0.32,"Ideal","D","VS2",61.7,57,972,4.39,4.36,2.7
23280,1.51,"Ideal","F","SI1",60.7,59,11302,7.42,7.44,4.51
1318,0.79,"Ideal","I","VS1",62.2,57,2958,5.89,5.94,3.68
25142,1.5,"Very Good","E","VS2",61.7,60,13710,7.29,7.34,4.51
51427,0.7,"Good","F","VS2",64.3,59,2373,5.6,5.56,3.59
32102,0.33,"Ideal","D","VS2",62.5,56,781,4.43,4.46,2.78
2295,0.71,"Premium","D","VS2",62.4,59,3161,5.73,5.68,3.56
39466,0.53,"Very Good","G","SI2",63.4,55,1079,5.1,5.19,3.26
13045,0.36,"Premium","F","SI1",61.6,60,600,4.54,4.61,2.82
48230,0.57,"Ideal","E","VS2",61.6,56,1949,5.38,5.33,3.3
12048,0.34,"Very Good","E","SI1",59,60,596,4.56,4.62,2.71
34728,0.34,"Ideal","E","VS1",61.2,55,875,4.52,4.56,2.77
42048,0.55,"Premium","E","SI2",59.7,58,1269,5.33,5.35,3.19
37807,0.34,"Ideal","E","VVS1",61.8,57,1001,4.47,4.5,2.77
20256,1.41,"Premium","H","VS2",62,58,8686,7.19,7.12,4.44
6728,0.27,"Ideal","E","VS1",60.5,56,577,4.21,4.22,2.55
22403,1.5,"Premium","G","SI1",62.3,58,10428,7.27,7.33,4.55
19433,1.5,"Very Good","I","SI1",63.5,59,8081,7.16,7.08,4.52
52086,0.77,"Premium","H","SI1",61.6,60,2457,5.91,5.87,3.59
29890,0.3,"Very Good","D","VS2",62,58,710,4.29,4.32,2.67
2765,0.82,"Ideal","F","SI1",62.6,56,3251,5.95,5.99,3.74
35302,0.3,"Very Good","H","VS2",61.1,61,473,4.31,4.33,2.64
10830,1.11,"Very Good","H","SI1",62,55,4871,6.61,6.68,4.12
43415,0.51,"Ideal","E","VS2",60.8,56,1413,5.18,5.21,3.16
20550,1.01,"Ideal","G","IF",61.5,58,8869,6.44,6.47,3.97
16896,1.18,"Good","G","SI1",58,59,6743,6.98,7.03,4.06
14377,0.3,"Premium","F","VS2",60.7,58,605,4.32,4.35,2.63
46896,0.6,"Premium","D","SI1",61.5,52,1814,5.5,5.43,3.36
6338,1,"Premium","H","SI2",61,57,4032,6.51,6.4,3.94
42029,0.38,"Ideal","E","VVS1",62.6,56,1267,4.6,4.64,2.89
1860,0.8,"Ideal","F","SI2",62.5,56,3066,5.94,5.99,3.73
34530,0.33,"Ideal","G","VVS1",61.7,56,868,4.45,4.47,2.75
23405,1.52,"Very Good","J","VVS2",62.1,60,11392,7.33,7.36,4.56
29686,0.35,"Ideal","D","VS2",60.5,56,707,4.6,4.63,2.79
33387,0.32,"Ideal","E","VVS1",61.6,56,827,4.37,4.43,2.71
23042,1.53,"Very Good","E","SI2",59.3,58,11069,7.54,7.57,4.48
4823,0.9,"Premium","F","SI2",60.1,59,3704,6.31,6.24,3.77
15044,0.3,"Good","G","VS1",63.1,59,605,4.25,4.27,2.69
27082,2.61,"Ideal","J","SI2",64.6,55,17209,8.61,8.57,5.55
32649,0.31,"Ideal","H","VVS2",62.6,56,802,4.37,4.32,2.72
42644,0.5,"Fair","H","VS2",56.3,65,1332,5.24,5.21,2.94
21404,1.57,"Ideal","J","VVS2",61.4,57,9516,7.5,7.45,4.59
21771,1.23,"Premium","D","VS2",59.3,59,9836,7.03,6.96,4.15
34521,0.33,"Premium","G","VVS1",62.1,58,868,4.4,4.43,2.74
7308,0.84,"Very Good","D","SI1",59.9,54,4205,6.2,6.23,3.72
35462,0.31,"Ideal","F","IF",60.1,59,901,4.38,4.41,2.64
5451,0.95,"Premium","G","SI2",59.7,61,3830,6.35,6.27,3.77
46289,0.56,"Ideal","G","SI1",61.6,59,1755,5.27,5.32,3.26
46291,0.3,"Premium","H","VS1",61.3,58,526,4.29,4.32,2.64
53175,0.71,"Very Good","G","VS1",64,56,2630,5.65,5.67,3.62
31170,0.41,"Premium","E","SI1",62.4,58,755,4.75,4.77,2.97
45897,0.52,"Ideal","D","SI1",61.5,55,1720,5.22,5.19,3.2
35125,0.35,"Ideal","G","VVS1",61.7,56,887,4.54,4.57,2.81
34627,0.31,"Ideal","E","VS2",61,56,872,4.41,4.38,2.68
41572,0.42,"Very Good","D","VVS1",62.4,55,1238,4.79,4.82,3
5545,1.02,"Premium","I","SI2",61.2,59,3856,6.51,6.46,3.97
38004,0.43,"Ideal","G","VS1",62.3,56,1008,4.85,4.82,3.01
37690,0.43,"Premium","D","SI1",61.2,60,993,4.84,4.8,2.95
31792,0.42,"Good","E","SI1",63.4,56,773,4.74,4.82,3.03
36341,0.32,"Ideal","G","VVS2",62.2,57,936,4.38,4.36,2.72
36866,0.39,"Very Good","D","VS2",60.2,59,958,4.74,4.76,2.86
3705,1,"Ideal","E","SI2",62.9,56,3450,6.32,6.3,3.97
39899,0.42,"Ideal","D","VS2",61.8,56,1103,4.84,4.8,2.98
5388,0.3,"Premium","G","SI1",60.1,62,574,4.37,4.35,2.62
51803,0.7,"Premium","I","VVS2",62.4,61,2415,5.75,5.6,3.54
49244,0.71,"Ideal","J","VS1",62.3,55,2085,5.7,5.73,3.56
21369,0.36,"Ideal","D","SI1",62,54,626,4.58,4.61,2.85
25471,2.02,"Premium","I","VS1",60.5,62,14238,8.18,8.15,4.94
25634,1.51,"Premium","G","VS1",60.1,58,14507,7.48,7.45,4.49
38408,0.35,"Premium","H","VVS1",62.1,58,1024,4.52,4.46,2.79
15417,1.28,"Good","G","SI1",57.6,62,6175,7.17,7.13,4.12
44692,0.51,"Very Good","E","VS2",61.4,56,1612,5.15,5.18,3.17
5598,1.01,"Premium","H","SI1",62.8,58,3869,6.43,6.34,4.01
19291,1.02,"Good","F","VS1",62.6,54.3,8011,6.41,6.45,4.02
20215,1.01,"Ideal","G","VVS1",61.1,56,8647,6.51,6.49,3.97
14027,1.05,"Ideal","D","SI2",62.1,58,5702,6.49,6.52,4.04
20713,0.31,"Ideal","G","VS1",62.5,57,625,4.34,4.37,2.72
1819,0.92,"Very Good","D","SI2",60.2,61,3057,6.27,6.32,3.79
10930,0.8,"Very Good","E","VVS2",62.8,57,4893,5.93,5.95,3.73
2787,0.79,"Ideal","E","SI1",61.9,55,3256,5.97,5.89,3.67
47048,0.6,"Ideal","H","VS1",61.6,56,1820,5.4,5.42,3.33
36175,0.43,"Premium","G","SI1",62.6,59,929,4.82,4.8,3.01
21922,1.7,"Fair","F","SI2",64.5,57,9996,7.55,7.51,4.86
43785,0.57,"Ideal","G","SI1",62.2,55,1441,5.33,5.35,3.32
11673,1.08,"Ideal","G","SI2",61.3,57,5057,6.55,6.64,4.04
40148,0.35,"Ideal","E","VVS1",62.2,56,1116,4.53,4.51,2.81
35004,0.42,"Ideal","G","SI1",63,55,882,4.81,4.77,3.02
31001,0.35,"Ideal","E","VS1",62.3,57,747,4.51,4.55,2.82
27362,0.34,"Ideal","E","VS2",62,56,646,4.46,4.48,2.77
3642,0.79,"Good","F","VS1",57.7,58,3436,6.06,6.14,3.52
15978,1.36,"Good","E","SI2",58,64,6397,7.26,7.19,4.19
50094,0.57,"Ideal","G","VVS2",61.7,54,2206,5.41,5.32,3.31
41018,0.4,"Ideal","F","VVS1",62.2,56,1186,4.71,4.74,2.94
17165,1.02,"Premium","E","VS2",62.1,52,6854,6.55,6.49,4.05
23813,1.51,"Premium","E","SI1",63,58,11873,7.33,7.27,4.6
37765,0.41,"Ideal","E","VS2",61.8,54,999,4.79,4.76,2.95
45887,0.61,"Premium","H","VS2",62.8,59,1719,5.44,5.3,3.37
12972,1.02,"Very Good","H","VS2",60.6,60,5393,6.55,6.48,3.95
19102,1.2,"Ideal","H","VS1",62.1,57,7869,6.77,6.82,4.22
42007,0.59,"Ideal","F","SI2",61.8,55,1265,5.41,5.44,3.35
18650,1.12,"Ideal","H","VS1",60.9,57,7616,6.71,6.73,4.09
51833,0.58,"Ideal","D","VVS2",63,56,2421,5.35,5.28,3.35
8467,1.03,"Good","F","SI2",59,59,4414,6.55,6.6,3.88
31883,0.3,"Premium","G","VS1",59.6,59,776,4.38,4.34,2.6
40677,0.5,"Good","E","SI1",64,56,1155,5.03,4.97,3.2
7336,1.01,"Good","G","SI2",62.8,61,4210,6.31,6.37,3.98
26089,2.31,"Premium","J","SI1",61.1,60,15323,8.58,8.51,5.22
48765,1.01,"Premium","I","I1",59.2,57,2017,6.58,6.44,3.85
11176,1.12,"Very Good","F","SI2",61.5,58,4953,6.63,6.68,4.09
19827,1.12,"Ideal","G","VS1",62.5,54,8394,6.65,6.69,4.17
53333,0.72,"Very Good","E","SI2",59.7,59,2655,5.77,5.82,3.46
46518,0.53,"Ideal","H","VVS1",61.3,56,1781,5.21,5.23,3.2
32606,0.31,"Ideal","G","VS1",61.3,56,802,4.38,4.36,2.68
40559,0.41,"Very Good","G","VVS1",60,59,1151,4.83,4.84,2.9
7064,0.33,"Ideal","I","VVS2",62.7,54,579,4.42,4.45,2.78
39946,0.24,"Good","E","VVS2",65,58,492,3.85,3.9,2.52
22545,1.23,"Ideal","F","VVS2",63,55,10580,6.89,6.79,4.31
30151,0.32,"Very Good","E","SI1",63.1,56,720,4.39,4.36,2.76
43945,0.31,"Ideal","E","SI1",61.9,53,516,4.36,4.4,2.71
27756,0.32,"Premium","I","VS1",61.9,58,648,4.4,4.36,2.71
29777,0.3,"Premium","I","VVS1",62.8,59,709,4.29,4.24,2.68
33038,0.32,"Ideal","G","VVS1",61.4,57,814,4.42,4.44,2.72
30766,0.25,"Premium","E","VVS1",62.9,59,740,4.02,3.99,2.52
15579,1.06,"Ideal","F","SI1",61.7,55.1,6249,6.56,6.58,4.06
22463,1.24,"Premium","G","VVS1",60.4,59,10485,7.02,7.01,4.24
39161,0.35,"Ideal","E","VS1",61.2,56,1063,4.55,4.53,2.78
10210,1.05,"Premium","E","SI2",59.5,59,4742,6.65,6.59,3.94
26550,1.01,"Premium","D","IF",61.6,56,16234,6.46,6.43,3.97
30434,0.32,"Ideal","G","VVS1",61.7,56,730,4.37,4.41,2.71
46430,0.54,"Premium","D","SI1",58.3,61,1770,5.38,5.32,3.12
26533,2.02,"Premium","I","SI1",62.5,59,16191,8.05,8.01,5.02
25702,0.35,"Ideal","D","SI1",60.8,55,644,4.56,4.59,2.78
47701,0.71,"Premium","H","SI1",61,58,1883,5.75,5.67,3.49
50482,0.55,"Ideal","F","VVS2",62,55,2268,5.26,5.29,3.27
3847,0.84,"Ideal","I","VS2",61.7,55,3475,6.07,6.11,3.76
1780,0.72,"Premium","D","SI1",60.5,57,3048,5.89,5.85,3.55
49571,0.72,"Fair","I","VVS2",65.7,57,2131,5.56,5.64,3.68
16638,2.25,"Fair","H","I1",67.7,58,6653,8.01,7.97,5.41
10107,1.2,"Premium","J","SI1",60,61,4717,6.89,6.84,4.12
41244,0.46,"Premium","I","IF",59.4,60,1208,5.04,5.02,2.99
34572,0.31,"Ideal","G","IF",62.5,56,871,4.33,4.37,2.71
53837,0.85,"Premium","D","SI2",60.5,60,2737,6.11,6.06,3.68
34168,0.33,"Ideal","G","VS1",62.1,54,854,4.47,4.42,2.76
6191,1.01,"Ideal","J","SI2",61.4,56,3997,6.44,6.47,3.97
21893,1.5,"Very Good","I","VS2",63.8,59,9960,7.29,7.23,4.63
38320,0.57,"Ideal","G","I1",59.5,57,1019,5.46,5.42,3.24
12798,1.34,"Very Good","J","SI2",62.7,56,5335,7.05,7.08,4.43
5866,0.78,"Very Good","D","VS1",61.5,57,3923,5.92,5.95,3.65
14698,1,"Good","F","VS2",63.7,59,5929,6.27,6.32,4.01
2719,0.32,"Good","E","SI1",62.5,61,564,4.32,4.35,2.71
39115,0.41,"Premium","G","VS2",59.8,61,1061,4.82,4.78,2.87
6069,0.8,"Premium","E","VS1",61.7,58,3967,5.98,5.95,3.68
1199,0.91,"Premium","H","SI1",60.2,52,2935,6.27,6.15,3.74
32500,0.33,"Premium","G","VS1",60.3,58,797,4.52,4.5,2.72
35913,0.39,"Ideal","G","SI1",61.4,55,919,4.7,4.74,2.9
36808,0.3,"Premium","G","IF",61.6,60,956,4.32,4.29,2.65
35614,0.3,"Premium","I","VS1",59.1,59,473,4.35,4.38,2.58
49070,0.73,"Ideal","E","SI2",59.9,57,2059,5.87,5.82,3.5
19969,1.56,"Ideal","E","SI2",61.2,56,8518,7.53,7.49,4.59
2370,0.77,"Ideal","G","VS1",62.4,54,3176,5.89,5.93,3.69
32950,0.25,"Ideal","F","VS2",62.2,54,460,4.03,4.07,2.52
12414,1.12,"Very Good","H","SI1",62.3,55,5236,6.64,6.69,4.15
20065,0.31,"Ideal","F","VS2",62.6,55,625,4.29,4.33,2.7
32428,0.4,"Ideal","G","VS2",62.3,54,792,4.73,4.77,2.96
42809,0.53,"Ideal","H","VS2",62.5,54,1353,5.17,5.2,3.24
4830,0.73,"Very Good","F","VVS2",62.1,57,3705,5.74,5.76,3.57
42927,0.57,"Good","F","SI1",63.2,55,1364,5.26,5.31,3.34
13171,1.06,"Very Good","E","SI1",63.7,55,5445,6.45,6.49,4.12
32593,0.3,"Ideal","F","VVS1",61.8,54,802,4.33,4.37,2.69
31502,0.34,"Premium","G","VS2",61.6,60,765,4.49,4.47,2.76
38480,0.42,"Very Good","G","VVS2",60.4,59,1031,4.78,4.82,2.9
49122,0.7,"Very Good","H","SI1",62.4,59,2066,5.63,5.75,3.55
18536,1.51,"Premium","J","VS2",59.6,60,7553,7.58,7.48,4.49
20809,1.23,"Premium","E","VS2",61.7,57,9037,6.87,6.84,4.23
18280,1.21,"Ideal","E","SI1",61.9,57,7424,6.88,6.79,4.23
2416,0.72,"Ideal","H","VVS1",60.8,58,3180,5.77,5.8,3.52
44783,0.59,"Very Good","G","VS2",62.8,59,1623,5.28,5.33,3.33
21205,1.09,"Ideal","E","VS2",60.7,57,9346,6.66,6.68,4.05
36490,0.3,"Ideal","E","IF",62.6,53,943,4.29,4.33,2.7
184,0.72,"Ideal","G","SI1",60.7,56,2776,5.79,5.82,3.53
19885,1.2,"Very Good","F","VS2",61.1,59,8436,6.81,6.87,4.18
43427,0.53,"Very Good","E","SI1",59.7,59,1415,5.27,5.29,3.15
1725,0.32,"Very Good","H","VS1",63,57,561,4.32,4.35,2.73
25160,1.54,"Premium","G","VS1",61.9,59,13733,7.37,7.34,4.55
539,0.79,"Premium","H","VVS2",62.6,58,2827,5.96,5.9,3.71
23401,1.13,"Ideal","E","VVS2",60.1,59,11387,6.77,6.81,4.08
51201,0.7,"Ideal","I","VS2",61.6,56,2351,5.67,5.72,3.51
34844,0.3,"Premium","G","VVS2",61.2,59,878,4.35,4.31,2.65
42589,0.58,"Ideal","G","SI1",61.4,55,1330,5.38,5.41,3.31
19679,1.03,"Ideal","E","VS1",61.7,56,8284,6.47,6.53,4.01
29458,0.33,"Ideal","H","VVS1",62.5,56,702,4.42,4.44,2.77
41945,0.35,"Premium","H","SI1",62.4,58,504,4.47,4.54,2.81
23241,1.39,"Premium","E","VS2",61.7,59,11248,7.13,7.09,4.39
30683,0.3,"Very Good","G","VVS1",62.6,62,737,4.21,4.26,2.65
17576,1.02,"Ideal","G","VS1",61.1,56,7077,6.51,6.54,3.99
15374,0.4,"Very Good","J","VS1",62.1,57,606,4.69,4.72,2.92
10910,0.75,"Very Good","E","VVS1",62.3,57,4889,5.73,5.83,3.6
23634,1.5,"Premium","I","VS2",61.4,58,11655,7.28,7.24,4.46
51976,0.26,"Very Good","F","VVS1",59,61,547,4.17,4.2,2.47
20944,1.5,"Very Good","H","SI1",62.6,57,9157,7.26,7.3,4.56
41453,0.4,"Ideal","G","IF",61.1,58,1229,4.72,4.74,2.89
21299,1.01,"Very Good","D","VVS2",63.6,59,9451,6.25,6.32,4
21189,1.61,"Ideal","H","SI1",62.3,56,9341,7.51,7.47,4.67
32246,0.31,"Ideal","H","IF",61.8,57,789,4.32,4.35,2.68
6318,0.94,"Premium","E","SI2",62.4,58,4027,6.33,6.26,3.93
44034,0.42,"Ideal","D","VVS1",61.8,55,1547,4.83,4.85,2.99
14455,1,"Fair","F","VS1",65.3,56,5833,6.28,6.25,4.09
23289,2.08,"Good","I","SI2",57,63,11313,8.49,8.45,4.83
22813,1.53,"Ideal","E","SI1",62,58,10836,7.33,7.41,4.57
16923,1.27,"Premium","H","VS2",62.6,59,6755,6.83,6.93,4.31
46925,0.52,"Premium","G","VS1",61.1,58,1815,5.19,5.16,3.16
42504,0.55,"Premium","G","SI1",62.1,56,1321,5.28,5.22,3.26
3775,0.8,"Very Good","F","VS1",63.7,56,3460,5.87,5.9,3.75
48463,0.61,"Good","H","VVS2",58.7,64,1976,5.53,5.5,3.24
8728,0.27,"Ideal","D","VVS1",61.7,57,586,4.16,4.2,2.58
48155,0.59,"Ideal","E","VS2",60.2,61,1941,5.43,5.47,3.28
29381,0.31,"Very Good","E","SI1",63.5,55,698,4.35,4.31,2.75
52264,0.7,"Ideal","I","VS1",61.5,56,2490,5.73,5.76,3.53
50840,0.7,"Ideal","G","SI1",61.9,58,2310,5.69,5.72,3.53
10093,0.9,"Good","F","SI1",63.6,55,4712,6.15,6.12,3.9
38002,0.43,"Premium","G","VS1",61,58,1008,4.92,4.89,2.99
10268,1.01,"Premium","D","SI1",62.8,58,4751,6.37,6.3,3.98
8921,1,"Good","E","SI2",63.3,58,4496,6.32,6.35,4.01
3005,0.71,"Ideal","E","VS2",62,56,3304,5.72,5.75,3.55
2417,0.72,"Ideal","H","VVS1",61.8,55,3180,5.74,5.78,3.56
10167,1.03,"Premium","E","SI2",61.8,56,4730,6.5,6.47,4.01
41878,0.5,"Fair","G","VS1",67.6,56,1257,5.02,4.89,3.35
6727,0.27,"Ideal","F","VS1",61.7,57,577,4.15,4.18,2.57
10144,0.9,"Ideal","F","SI1",61.3,56,4724,6.21,6.23,3.81
442,0.89,"Premium","H","SI2",60.2,59,2815,6.26,6.23,3.76
9654,0.91,"Ideal","F","SI2",61.7,56,4642,6.21,6.24,3.84
38628,0.31,"Good","H","VS2",63.2,57,489,4.32,4.35,2.74
22558,1.03,"Ideal","D","VS1",61.7,57,10607,6.45,6.48,3.99
21415,1.16,"Ideal","G","VVS1",62,57,9526,6.72,6.74,4.17
10140,1.04,"Premium","D","SI2",61,59,4724,6.51,6.54,3.98
9705,0.32,"Ideal","D","SI1",59.3,55,589,4.51,4.53,2.68
31955,0.31,"Ideal","I","VS2",61.6,55,452,4.37,4.4,2.7
29963,0.36,"Premium","F","SI2",60.3,59,446,4.62,4.57,2.77
34701,0.46,"Very Good","J","VS1",62.5,58,874,4.87,4.92,3.06
25845,2.04,"Premium","G","SI2",62.1,59,14900,8.14,8.06,5.03
31832,0.34,"Premium","G","VVS2",61.6,58,775,4.44,4.49,2.75
16753,1.01,"Premium","E","VS1",61.2,61,6670,6.41,6.33,3.9
11683,1.13,"Ideal","G","SI2",61.1,54,5062,6.77,6.74,4.13
27216,1.59,"Premium","E","VS1",61.2,58,17552,7.58,7.49,4.61
10162,0.9,"Very Good","D","VS2",58.8,61,4729,6.27,6.32,3.7
31156,0.41,"Premium","E","SI1",61.3,58,755,4.76,4.8,2.93
39930,0.31,"Ideal","E","VVS1",61.5,56,1105,4.34,4.37,2.68
27805,0.35,"Very Good","H","VVS2",61,57,650,4.54,4.57,2.77
45937,0.51,"Very Good","F","VS1",63.3,59,1722,5.09,5.12,3.23
13330,0.9,"Very Good","H","VS2",62.6,59,5502,6.07,6.16,3.83
13700,1.2,"Good","I","VS1",64.8,58,5600,6.6,6.65,4.29
21896,1.01,"Very Good","D","VVS2",60.2,58,9965,6.51,6.57,3.94
8504,0.91,"Very Good","F","VS1",63.1,59,4423,6.19,6.14,3.89
1733,0.32,"Ideal","G","VS2",61.8,55,561,4.41,4.42,2.73
44397,0.5,"Very Good","E","VS2",63.4,58,1583,5.08,5.05,3.21
38958,0.31,"Premium","I","VS1",59.2,60,489,4.4,4.45,2.62
31404,0.3,"Ideal","G","VVS1",61.9,57,764,4.28,4.31,2.66
6450,0.91,"Very Good","F","SI1",62.3,60,4049,6.08,6.15,3.81
51708,0.71,"Ideal","G","SI1",61.2,58,2400,5.77,5.79,3.54
40387,0.42,"Ideal","D","VVS2",61.7,57,1132,4.8,4.82,2.97
