"id","person_age","person_gender","person_education","person_income","person_emp_exp","person_home_ownership","loan_amnt","loan_intent","loan_int_rate","loan_percent_income","cb_person_cred_hist_length","credit_score","previous_loan_defaults_on_file","loan_status"
"121896",26,"male","High School",51463,6,"MORTGAGE",15075,"EDUCATION",12.92,0.29,2,697,"Yes",0
"121897",24,"male","High School",60836,2,"RENT",4000,"HOMEIMPROVEMENT",5.42,0.07,2,494,"Yes",0
"121898",25,"male","High School",144752,3,"MORTGAGE",21000,"PERSONAL",13.49,0.15,4,606,"No",0
"121899",27,"male","Bachelor",156951,2,"MORTGAGE",5000,"PERSONAL",8.63,0.03,5,618,"Yes",0
"1218100",42,"male","Associate",62219,14,"OWN",18000,"VENTURE",9.91,0.29,13,553,"Yes",0
"1218101",23,"female","High School",73087,2,"MORTGAGE",10000,"VENTURE",5.42,0.14,4,626,"No",0
"1218102",24,"male","Bachelor",72807,1,"MORTGAGE",8500,"VENTURE",10.59,0.12,3,618,"Yes",0
"1218103",30,"male","High School",118646,6,"MORTGAGE",9000,"EDUCATION",11.49,0.08,5,543,"No",1
"1218104",29,"female","Associate",109104,5,"RENT",23475,"VENTURE",11.58,0.22,6,707,"No",0
"1218105",37,"female","Associate",51244,19,"MORTGAGE",3000,"MEDICAL",15.23,0.06,11,679,"Yes",0
"1218106",23,"male","High School",61198,3,"MORTGAGE",3600,"VENTURE",5.99,0.06,2,558,"Yes",0
"1218107",21,"female","Bachelor",24103,0,"OWN",7200,"MEDICAL",14.74,0.3,4,695,"No",1
"1218108",24,"female","Master",62130,0,"MORTGAGE",13000,"DEBTCONSOLIDATION",11.91,0.21,3,698,"Yes",0
"1218109",27,"female","High School",108937,4,"MORTGAGE",10000,"PERSONAL",7.05,0.09,5,615,"No",0
"1218110",29,"female","High School",101368,8,"MORTGAGE",15000,"MEDICAL",6.99,0.15,7,650,"Yes",0
"1218111",27,"female","Master",36983,7,"RENT",7000,"MEDICAL",15.62,0.19,6,654,"No",1
"1218112",25,"female","Bachelor",133159,3,"MORTGAGE",5000,"EDUCATION",7.14,0.04,4,701,"No",0
"1218113",26,"female","High School",75800,0,"RENT",5500,"PERSONAL",9.76,0.07,4,648,"Yes",0
"1218114",24,"male","High School",49282,2,"RENT",1790,"MEDICAL",10.48,0.04,3,642,"Yes",0
"1218115",35,"male","Bachelor",38210,13,"RENT",5000,"VENTURE",14.35,0.13,7,711,"No",0
"1218116",28,"male","Bachelor",73030,5,"MORTGAGE",20000,"EDUCATION",11.61,0.27,5,640,"Yes",0
"1218117",22,"male","High School",91172,4,"RENT",6000,"EDUCATION",11.01,0.07,2,528,"No",1
"1218118",41,"female","Associate",70737,17,"MORTGAGE",6000,"HOMEIMPROVEMENT",8.26,0.08,12,541,"Yes",0
"1218119",29,"male","Bachelor",51579,8,"RENT",8000,"VENTURE",15.82,0.16,7,615,"Yes",0
"1218120",25,"female","High School",63508,0,"RENT",12000,"MEDICAL",12.21,0.19,4,597,"Yes",0
"1218121",22,"male","Associate",37110,0,"OWN",5000,"EDUCATION",19.47,0.13,3,578,"No",1
"1218122",27,"male","Bachelor",87440,5,"OWN",10000,"VENTURE",8.94,0.11,6,668,"Yes",0
"1218123",25,"female","Associate",68128,2,"MORTGAGE",5000,"PERSONAL",5.42,0.07,4,589,"No",0
"1218124",22,"female","Bachelor",62202,0,"RENT",3200,"EDUCATION",10.99,0.05,2,594,"Yes",0
"1218125",22,"male","High School",60834,0,"MORTGAGE",14000,"EDUCATION",15.58,0.23,4,653,"Yes",0
"1218126",28,"female","Associate",65933,5,"MORTGAGE",10000,"VENTURE",9.99,0.15,9,651,"Yes",0
"1218127",27,"male","Bachelor",146349,5,"RENT",3238,"VENTURE",8.48,0.02,8,649,"Yes",0
"1218128",23,"female","Associate",34674,5,"RENT",6000,"MEDICAL",9.63,0.17,4,627,"Yes",0
"1218129",35,"female","Bachelor",90855,13,"MORTGAGE",9000,"DEBTCONSOLIDATION",5.79,0.1,9,652,"Yes",0
"1218130",33,"female","High School",44695,11,"MORTGAGE",8500,"HOMEIMPROVEMENT",11.01,0.19,6,672,"No",0
"1218131",29,"male","Bachelor",93802,7,"MORTGAGE",1016,"EDUCATION",7.46,0.01,9,671,"Yes",0
"1218132",26,"male","High School",59753,1,"RENT",2500,"DEBTCONSOLIDATION",14.59,0.04,2,607,"No",1
"1218133",37,"male","Bachelor",48949,15,"RENT",5000,"PERSONAL",11.1,0.1,13,635,"Yes",0
"1218134",29,"male","Bachelor",64617,8,"MORTGAGE",4800,"PERSONAL",14.79,0.07,9,642,"Yes",0
"1218135",33,"male","Master",29617,11,"MORTGAGE",6000,"DEBTCONSOLIDATION",10.25,0.2,6,680,"Yes",0
"1218136",24,"female","Bachelor",57356,3,"RENT",24000,"PERSONAL",17.8,0.42,2,672,"No",1
"1218137",21,"female","Associate",44067,0,"MORTGAGE",8000,"DEBTCONSOLIDATION",9.32,0.18,3,583,"No",0
"1218138",25,"female","Master",60522,7,"RENT",7200,"PERSONAL",10.38,0.12,2,664,"No",1
"1218139",25,"male","Associate",90786,3,"MORTGAGE",8000,"MEDICAL",7.51,0.09,3,553,"Yes",0
"1218140",34,"male","Bachelor",109066,10,"MORTGAGE",7000,"HOMEIMPROVEMENT",5.79,0.06,8,686,"No",0
"1218141",23,"female","Bachelor",81538,0,"MORTGAGE",10000,"MEDICAL",9.32,0.12,3,665,"Yes",0
"1218142",24,"female","Bachelor",41061,0,"MORTGAGE",6000,"DEBTCONSOLIDATION",10.59,0.15,3,583,"Yes",0
"1218143",26,"female","Master",95695,3,"RENT",11500,"HOMEIMPROVEMENT",11.99,0.12,3,606,"Yes",0
"1218144",25,"male","Associate",55210,0,"RENT",4800,"EDUCATION",13.15,0.09,4,596,"Yes",0
"1218145",22,"male","Bachelor",29269,0,"RENT",2000,"HOMEIMPROVEMENT",11.89,0.07,4,651,"No",1
"1218146",31,"male","High School",142321,10,"MORTGAGE",6000,"MEDICAL",12.69,0.04,9,632,"Yes",0
"1218147",22,"male","Associate",39311,0,"MORTGAGE",7500,"MEDICAL",11.01,0.19,3,674,"Yes",0
"1218148",25,"female","Associate",168848,2,"RENT",20000,"EDUCATION",6.54,0.12,4,665,"No",0
"1218149",25,"female","High School",184582,5,"MORTGAGE",14500,"EDUCATION",13.85,0.08,3,672,"No",0
"1218150",25,"male","High School",42962,3,"OWN",4000,"PERSONAL",13.11,0.09,2,629,"Yes",0
"1218151",24,"female","High School",121015,0,"MORTGAGE",10000,"HOMEIMPROVEMENT",12.87,0.08,4,681,"Yes",0
"1218152",30,"male","Bachelor",42933,9,"RENT",6000,"MEDICAL",7.72,0.14,10,669,"Yes",0
"1218153",35,"female","Bachelor",26232,10,"RENT",1484,"MEDICAL",11.09,0.06,11,629,"No",0
"1218154",27,"male","Bachelor",55268,4,"MORTGAGE",10000,"EDUCATION",10.65,0.18,8,561,"Yes",0
"1218155",32,"female","Associate",37198,10,"MORTGAGE",6000,"EDUCATION",15.31,0.16,8,672,"Yes",0
"1218156",36,"male","Master",100878,12,"MORTGAGE",13000,"VENTURE",11.97,0.13,14,700,"No",0
"1218157",26,"male","Associate",64468,4,"MORTGAGE",15000,"VENTURE",14.21,0.23,3,672,"Yes",0
"1218158",31,"male","Master",87450,9,"MORTGAGE",1900,"MEDICAL",7.51,0.02,6,651,"No",0
"1218159",26,"male","Associate",115025,2,"RENT",12000,"VENTURE",10.65,0.1,3,567,"Yes",0
"1218160",24,"male","Bachelor",40928,0,"RENT",2800,"PERSONAL",16,0.07,3,581,"No",1
"1218161",22,"male","Associate",109075,0,"MORTGAGE",6400,"MEDICAL",9.88,0.06,3,686,"No",0
"1218162",28,"female","High School",132898,6,"MORTGAGE",22400,"PERSONAL",11.01,0.17,6,573,"No",0
"1218163",22,"female","Bachelor",52058,0,"RENT",3200,"EDUCATION",7.49,0.06,4,640,"Yes",0
"1218164",29,"male","Associate",79016,6,"MORTGAGE",17500,"DEBTCONSOLIDATION",11.01,0.22,6,574,"Yes",0
"1218165",43,"male","High School",78743,21,"OWN",15000,"MEDICAL",11.71,0.19,13,615,"Yes",0
"1218166",23,"male","Master",36646,1,"RENT",8000,"MEDICAL",11.6,0.22,2,622,"Yes",0
"1218167",30,"male","High School",188144,7,"RENT",20000,"EDUCATION",6.54,0.11,8,686,"Yes",0
"1218168",34,"male","Associate",222685,11,"MORTGAGE",18250,"DEBTCONSOLIDATION",11.01,0.08,5,638,"Yes",0
"1218169",25,"female","High School",222569,1,"MORTGAGE",12000,"EDUCATION",5.79,0.05,3,640,"No",0
"1218170",27,"female","Associate",54072,3,"RENT",3000,"VENTURE",18.39,0.06,7,621,"Yes",0
"1218171",42,"male","Associate",50178,16,"RENT",15000,"HOMEIMPROVEMENT",16.95,0.3,15,678,"No",1
"1218172",27,"female","Bachelor",43055,1,"RENT",12000,"PERSONAL",9.91,0.28,8,551,"No",1
"1218173",31,"female","Associate",72682,11,"MORTGAGE",19400,"VENTURE",18.53,0.27,10,622,"Yes",0
"1218174",24,"female","Bachelor",50280,4,"RENT",11000,"VENTURE",15.28,0.22,3,688,"No",0
"1218175",29,"male","Bachelor",83159,4,"RENT",2000,"DEBTCONSOLIDATION",11.01,0.02,9,647,"Yes",0
"1218176",27,"male","High School",181014,4,"MORTGAGE",20000,"PERSONAL",12.84,0.11,6,673,"Yes",0
"1218177",26,"male","Bachelor",69267,4,"RENT",11500,"HOMEIMPROVEMENT",7.51,0.17,3,717,"Yes",0
"1218178",33,"male","Associate",115136,15,"MORTGAGE",3600,"MEDICAL",8.49,0.03,10,646,"No",0
"1218179",26,"male","Bachelor",119886,5,"RENT",7000,"PERSONAL",7.49,0.06,3,608,"Yes",0
"1218180",25,"male","Associate",65811,5,"OWN",8000,"HOMEIMPROVEMENT",11.83,0.12,3,658,"No",0
"1218181",26,"female","Associate",70776,4,"MORTGAGE",4576,"EDUCATION",12.28,0.06,9,569,"Yes",0
"1218182",29,"male","Master",75558,4,"RENT",9000,"EDUCATION",11.01,0.12,9,660,"Yes",0
"1218183",38,"female","High School",48157,18,"RENT",5000,"EDUCATION",17.74,0.1,17,635,"No",1
"1218184",25,"male","High School",44289,2,"RENT",10000,"MEDICAL",7.49,0.23,4,548,"Yes",0
"1218185",26,"female","Master",64711,2,"MORTGAGE",8000,"VENTURE",12,0.12,3,665,"No",0
"1218186",29,"female","Bachelor",121246,7,"MORTGAGE",15000,"MEDICAL",12.04,0.12,5,608,"Yes",0
"1218187",26,"male","Bachelor",58582,0,"RENT",4225,"EDUCATION",9.83,0.07,3,691,"No",0
"1218188",33,"male","Bachelor",63354,10,"MORTGAGE",12000,"EDUCATION",13.85,0.19,5,622,"Yes",0
"1218189",31,"male","Associate",114946,8,"MORTGAGE",25000,"PERSONAL",10.08,0.22,6,526,"Yes",0
"1218190",24,"male","High School",111224,0,"MORTGAGE",25000,"PERSONAL",17.93,0.22,2,586,"No",0
"1218191",30,"male","Bachelor",52564,7,"RENT",10000,"MEDICAL",16.5,0.19,6,672,"No",1
"1218192",22,"male","High School",45134,1,"RENT",10000,"EDUCATION",8.59,0.22,2,664,"Yes",0
"1218193",27,"female","Associate",72976,6,"RENT",5000,"HOMEIMPROVEMENT",15.21,0.07,9,599,"No",1
"1218194",26,"female","High School",55041,3,"MORTGAGE",10000,"HOMEIMPROVEMENT",14.45,0.18,3,635,"Yes",0
"1218195",41,"male","Master",39621,15,"RENT",1500,"HOMEIMPROVEMENT",14.74,0.04,17,702,"No",1
"1218196",27,"female","Bachelor",47037,4,"MORTGAGE",12000,"DEBTCONSOLIDATION",16.77,0.26,6,644,"No",1
"1218197",37,"male","Bachelor",67055,18,"RENT",4800,"VENTURE",8.9,0.07,13,714,"Yes",0
"1218198",40,"male","High School",64630,15,"MORTGAGE",3000,"MEDICAL",9.73,0.05,16,576,"No",0
"1218199",34,"male","Bachelor",144497,11,"MORTGAGE",16800,"MEDICAL",6.91,0.12,6,726,"No",0
"1218200",25,"female","Bachelor",106645,1,"RENT",12000,"MEDICAL",8.43,0.11,5,687,"No",0
"1218201",34,"male","High School",85256,11,"RENT",6000,"DEBTCONSOLIDATION",11.89,0.07,7,625,"Yes",0
"1218202",23,"female","High School",66462,0,"RENT",5000,"MEDICAL",16.49,0.08,4,644,"No",1
"1218203",26,"male","Associate",61090,1,"MORTGAGE",10000,"EDUCATION",7.74,0.16,2,625,"Yes",0
"1218204",42,"female","Associate",72854,20,"MORTGAGE",8850,"HOMEIMPROVEMENT",10.37,0.12,16,662,"No",0
"1218205",34,"female","Associate",64389,13,"OWN",9600,"HOMEIMPROVEMENT",8.94,0.15,10,669,"Yes",0
"1218206",25,"female","Bachelor",40836,0,"MORTGAGE",3000,"VENTURE",6.53,0.07,2,597,"Yes",0
"1218207",26,"male","Bachelor",74276,5,"MORTGAGE",12000,"PERSONAL",12.21,0.16,4,574,"Yes",0
"1218208",23,"female","Master",120876,3,"RENT",5000,"EDUCATION",6.03,0.04,2,621,"Yes",0
"1218209",42,"male","High School",118105,15,"RENT",7000,"EDUCATION",8.9,0.06,13,658,"Yes",0
"1218210",30,"male","Master",52835,7,"RENT",14400,"DEBTCONSOLIDATION",6.99,0.27,10,645,"No",1
"1218211",23,"female","High School",111369,0,"RENT",35000,"MEDICAL",20,0.31,4,694,"No",1
"1218212",31,"male","Associate",54861,9,"MORTGAGE",2500,"DEBTCONSOLIDATION",7.88,0.05,8,673,"No",0
"1218213",28,"female","High School",112395,2,"MORTGAGE",12500,"MEDICAL",9.63,0.11,9,679,"Yes",0
"1218214",39,"female","Bachelor",111164,18,"MORTGAGE",3533,"DEBTCONSOLIDATION",5.94,0.03,11,684,"No",0
"1218215",26,"male","Associate",53501,4,"RENT",12000,"PERSONAL",10.37,0.22,2,644,"No",0
"1218216",35,"male","Associate",103154,13,"MORTGAGE",8400,"EDUCATION",11.99,0.08,9,673,"No",0
"1218217",21,"male","High School",24999,0,"RENT",2000,"MEDICAL",11.01,0.08,3,527,"Yes",0
"1218218",28,"male","Bachelor",270918,6,"MORTGAGE",26319,"VENTURE",13.51,0.1,6,672,"Yes",0
"1218219",22,"female","Bachelor",22159,2,"RENT",2400,"DEBTCONSOLIDATION",13.61,0.11,3,678,"No",0
"1218220",30,"female","Doctorate",91056,9,"MORTGAGE",15000,"MEDICAL",7.88,0.16,9,744,"Yes",0
"1218221",32,"male","Bachelor",215944,12,"MORTGAGE",10947,"PERSONAL",12.92,0.05,7,626,"No",0
"1218222",26,"male","Master",48908,6,"RENT",12000,"DEBTCONSOLIDATION",9.99,0.25,3,629,"No",0
"1218223",28,"male","Bachelor",22788,7,"OWN",3500,"VENTURE",14.22,0.15,5,515,"No",1
"1218224",23,"male","Bachelor",72713,5,"MORTGAGE",7500,"DEBTCONSOLIDATION",8,0.1,2,629,"Yes",0
"1218225",24,"male","Bachelor",93298,2,"MORTGAGE",12000,"DEBTCONSOLIDATION",12.42,0.13,2,610,"No",0
"1218226",29,"male","Bachelor",112952,6,"MORTGAGE",5725,"DEBTCONSOLIDATION",12.03,0.05,6,609,"Yes",0
"1218227",25,"male","Associate",57959,6,"RENT",12000,"MEDICAL",10.06,0.21,4,494,"Yes",0
"1218228",29,"male","Associate",59308,10,"RENT",5000,"DEBTCONSOLIDATION",13.98,0.08,5,728,"No",0
"1218229",24,"female","High School",39471,3,"RENT",4000,"HOMEIMPROVEMENT",17.93,0.1,3,610,"No",1
"1218230",34,"male","High School",56405,11,"RENT",7000,"MEDICAL",8.9,0.12,8,642,"No",0
"1218231",27,"female","Bachelor",24996,1,"RENT",3364,"VENTURE",12.61,0.13,5,686,"No",1
"1218232",35,"male","Master",60274,11,"RENT",12000,"DEBTCONSOLIDATION",12.82,0.2,11,680,"Yes",0
"1218233",24,"female","High School",145138,4,"RENT",16000,"VENTURE",12.18,0.11,4,659,"No",0
"1218234",24,"female","Master",105469,4,"MORTGAGE",3942,"EDUCATION",6.41,0.04,3,591,"Yes",0
"1218235",32,"male","High School",96855,9,"MORTGAGE",15000,"HOMEIMPROVEMENT",15.18,0.15,7,579,"Yes",0
"1218236",22,"female","Associate",66413,3,"MORTGAGE",4000,"PERSONAL",12.53,0.06,2,679,"Yes",0
"1218237",26,"male","Associate",48596,4,"RENT",15000,"DEBTCONSOLIDATION",14.22,0.31,3,653,"No",1
"1218238",40,"female","High School",136463,14,"RENT",12000,"PERSONAL",16.04,0.09,14,634,"No",1
"1218239",26,"male","Bachelor",102654,4,"RENT",28000,"VENTURE",7.49,0.27,3,690,"No",1
"1218240",25,"female","Bachelor",47918,5,"RENT",9153,"MEDICAL",10.22,0.19,5,650,"Yes",0
"1218241",25,"male","Associate",55189,3,"MORTGAGE",3000,"MEDICAL",6.92,0.05,3,705,"No",0
"1218242",35,"female","Associate",278379,14,"MORTGAGE",25000,"EDUCATION",17.32,0.09,10,684,"No",1
"1218243",22,"male","Bachelor",48471,0,"RENT",9600,"MEDICAL",14.72,0.2,2,587,"Yes",0
"1218244",33,"male","Associate",22665,11,"RENT",2400,"MEDICAL",13.49,0.11,10,684,"No",0
