"num","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
43163,0.42,"Premium","F","VVS1",60.5,58,1389,4.84,4.81,2.92
28280,0.31,"Premium","J","SI1",60.9,60,363,4.36,4.38,2.66
40740,0.54,"Good","E","SI2",63.4,56,1163,5.14,5.18,3.27
48987,0.36,"Ideal","H","SI1",62.3,53,538,4.57,4.61,2.86
37828,0.33,"Ideal","E","VS1",59.6,56,1002,4.54,4.49,2.69
45698,0.5,"Premium","E","VS1",58.8,62,1698,5.17,5.14,3.03
12498,1.15,"Very Good","E","SI2",60,59,5257,6.78,6.82,4.08
3648,0.93,"Premium","H","SI2",63,59,3437,6.16,6.11,3.86
19700,0.37,"Ideal","J","VS1",62.6,57,624,4.57,4.54,2.85
14308,1.28,"Ideal","J","VS2",62.8,57,5795,6.93,6.87,4.33
41099,0.4,"Ideal","G","IF",62,57,1193,4.73,4.75,2.94
1950,0.75,"Very Good","D","SI1",63.9,56,3085,5.73,5.75,3.67
50162,0.72,"Very Good","G","SI2",61.9,59,2218,5.67,5.71,3.52
21166,1.5,"Good","H","SI1",57.9,62,9324,7.55,7.48,4.35
32936,0.37,"Premium","E","VS2",61,59,811,4.59,4.63,2.81
24086,1.51,"Premium","G","VS2",59.2,61,12229,7.48,7.44,4.42
37508,0.49,"Very Good","F","SI1",62.3,57,985,5.05,5.07,3.15
51102,1.17,"Fair","I","I1",64.5,59,2336,6.67,6.47,4.25
31830,0.34,"Very Good","H","VVS1",62.9,57,775,4.44,4.47,2.8
6995,1.06,"Premium","F","SI1",61.9,59,4155,6.57,6.52,4.05
26077,1.51,"Ideal","G","VVS2",60.5,56,15303,7.45,7.42,4.5
31772,0.32,"Premium","F","VS2",58.8,62,773,4.48,4.43,2.62
14677,1.02,"Good","G","VS2",63.6,57,5922,6.41,6.38,4.07
26403,2.01,"Very Good","I","VS2",59.6,62,15919,8.17,8.25,4.89
43112,0.51,"Ideal","H","VS2",61.3,57,1385,5.14,5.16,3.16
1349,0.82,"Premium","F","SI1",62.4,56,2962,6.01,5.98,3.74
12774,1.11,"Ideal","I","SI1",61.9,55,5329,6.65,6.66,4.12
44047,0.45,"Premium","D","VVS2",59.8,59,1548,5.01,4.85,2.96
2673,0.71,"Ideal","E","VS1",60.4,56,3238,5.8,5.85,3.52
27363,0.34,"Ideal","E","VS2",62.2,57,646,4.42,4.46,2.76
51996,0.71,"Premium","G","VS2",60.3,59,2443,5.79,5.76,3.48
19496,1.14,"Very Good","F","VS2",59,60,8131,6.84,6.81,4.03
44949,0.5,"Good","D","VS2",63.3,54,1635,5.04,5.07,3.2
52468,0.76,"Very Good","H","VS2",63.4,58,2517,5.78,5.74,3.65
53832,0.72,"Ideal","F","SI1",62,55,2737,5.76,5.78,3.58
16738,0.41,"Good","I","SI1",63.8,57,611,4.67,4.7,2.99
3465,0.84,"Very Good","I","VVS2",61.7,56,3392,6.03,6.07,3.74
26418,1.7,"Premium","G","VS2",59,58,15941,7.85,7.8,4.62
7335,0.9,"Good","G","VS2",60.8,56,4210,6.14,6.19,3.75
43996,0.3,"Good","J","VS1",63.4,57,394,4.23,4.26,2.69
6263,1.01,"Good","F","SI2",59.4,60,4011,6.44,6.49,3.84
22790,1.62,"Premium","H","SI1",61.3,60,10813,7.48,7.53,4.6
40475,0.38,"Premium","D","VS1",61.2,58,1140,4.68,4.63,2.85
36119,0.48,"Ideal","H","SI1",61.2,56,927,5.06,5.1,3.11
17876,0.9,"Good","E","VVS1",63.4,60,7214,6.06,6.11,3.86
38952,0.31,"Very Good","I","VS1",62.8,57,489,4.28,4.32,2.7
3938,0.9,"Ideal","G","SI2",62.4,56,3500,6.14,6.19,3.85
48942,0.69,"Premium","E","VS2",61,60,2045,5.68,5.63,3.45
45272,0.54,"Very Good","F","VS2",59.5,58,1662,5.29,5.36,3.17
52886,0.7,"Good","D","SI2",58.2,63,2583,5.78,5.83,3.38
24247,1.37,"Ideal","G","VVS1",62.6,55,12455,7.12,7.07,4.44
37815,0.52,"Premium","G","SI2",62.5,59,1001,5.1,5.07,3.18
52235,0.6,"Very Good","G","VVS1",60,58,2485,5.53,5.43,3.29
38812,0.31,"Premium","G","VVS1",62.5,57,1046,4.4,4.3,2.72
13957,1.2,"Premium","H","VS1",62.6,59,5678,6.78,6.74,4.23
16526,1.05,"Ideal","G","VS2",60.8,57,6604,6.65,6.58,4.02
47736,0.6,"Ideal","E","SI1",61.3,56,1890,5.49,5.44,3.35
17570,1.1,"Ideal","G","VS2",62.5,54,7074,6.59,6.62,4.12
48307,0.32,"Ideal","H","VS2",61.5,57,534,4.41,4.45,2.72
25163,1.5,"Premium","G","VS1",62.7,58,13736,7.32,7.2,4.55
30768,0.36,"Very Good","F","VS2",61.3,59,741,4.55,4.6,2.79
8087,0.72,"Very Good","E","VVS1",60.8,58,4339,5.79,5.83,3.53
51066,0.78,"Ideal","H","SI2",61.6,54,2332,5.94,5.88,3.64
14438,1,"Good","F","VS1",64.8,59,5829,6.17,6.23,4.02
30469,0.31,"Very Good","D","SI1",63.5,58,732,4.3,4.27,2.72
53534,0.71,"Ideal","D","SI1",61.3,57,2690,5.74,5.78,3.53
11714,0.34,"Ideal","G","VS2",61.8,56,596,4.48,4.52,2.78
14976,1.25,"Good","F","SI2",59,61,6032,7.01,7.06,4.15
24973,1.2,"Ideal","E","VVS1",61.6,57,13474,6.78,6.83,4.19
51582,0.72,"Very Good","I","VS2",63.3,57,2393,5.66,5.72,3.6
53671,0.84,"Ideal","J","VS2",61.1,57,2709,6.09,6.12,3.73
23719,0.25,"Very Good","F","VVS2",62.8,54,633,4,4.03,2.52
3966,0.9,"Premium","F","SI2",61.5,61,3507,6.1,6.06,3.74
44368,0.54,"Ideal","G","VS2",62,54,1580,5.22,5.27,3.25
48672,0.5,"Very Good","F","VVS2",61.9,56,2003,5.09,5.12,3.16
38903,0.33,"Ideal","E","VVS1",61.7,56,1052,4.48,4.46,2.76
23363,0.23,"Ideal","H","VS1",61.2,55,423,3.94,3.97,2.42
25208,1.52,"Ideal","G","VS2",62.8,54,13809,7.3,7.36,4.61
45353,0.59,"Premium","E","SI1",61.8,60,1664,5.33,5.39,3.31
51808,0.71,"Good","E","VS2",63.2,57,2416,5.63,5.66,3.56
27144,1.6,"Premium","G","VVS1",61.5,58,17360,7.58,7.48,4.63
46439,0.58,"Ideal","F","VS1",61.9,54,1772,5.33,5.37,3.31
16120,1.3,"Premium","I","VS2",60.1,58,6442,7.1,7.14,4.28
31861,0.3,"Ideal","H","VVS2",61.3,56,776,4.35,4.33,2.66
35717,0.3,"Ideal","D","VS2",62,55,911,4.34,4.31,2.68
52990,0.72,"Ideal","H","VS2",61.7,57,2594,5.74,5.77,3.55
16885,1.01,"Very Good","D","VS2",62.9,58,6738,6.35,6.41,4.01
17459,1.01,"Very Good","F","VS1",63.7,56,7001,6.27,6.33,4.01
50577,0.7,"Very Good","H","VS1",60.3,63,2279,5.73,5.77,3.47
46014,0.53,"Ideal","G","VS1",61.6,57,1727,5.24,5.21,3.22
11373,0.34,"Ideal","E","SI1",61.7,56,596,4.49,4.52,2.78
48546,0.7,"Good","F","SI1",63.5,59,1988,5.58,5.64,3.56
20507,1.75,"Ideal","J","SI1",63.3,59,8840,7.63,7.57,4.81
47589,0.51,"Ideal","G","VVS2",62,57,1877,5.11,5.15,3.18
36849,0.37,"Ideal","F","VS2",61.4,56,957,4.63,4.59,2.83
16167,1.03,"Premium","E","VS2",60,59,6460,6.6,6.54,3.94
18324,1.1,"Ideal","F","VS2",61.4,56,7453,6.64,6.68,4.09
38189,0.41,"Ideal","D","SI1",62.7,56,1015,4.78,4.73,2.98
20821,1.1,"Very Good","G","VVS2",60.5,55.7,9050,6.7,6.76,4.07
16150,1.31,"Good","I","VS1",64.3,58.7,6455,6.84,6.87,4.41
27054,0.35,"Ideal","G","VS2",61.3,56,646,4.54,4.58,2.8
37410,0.38,"Ideal","I","VVS2",62.6,54,983,4.65,4.62,2.9
44597,0.53,"Premium","H","VS1",62.3,58,1607,5.17,5.13,3.21
40260,0.4,"Premium","H","VVS2",60.6,60,1125,4.79,4.75,2.89
16278,1.51,"Ideal","I","VS2",60.7,57,6511,7.42,7.35,4.48
49417,0.6,"Premium","D","SI1",62.8,61,2106,5.41,5.33,3.37
1260,0.74,"Ideal","I","VS1",62,56,2947,5.79,5.82,3.6
34270,0.32,"Ideal","I","VS2",61.5,54,466,4.43,4.45,2.73
11184,1.12,"Ideal","G","SI2",62.2,55,4955,6.68,6.64,4.14
51411,0.73,"Premium","I","VS1",61.2,59,2371,5.82,5.84,3.57
6866,0.9,"Ideal","D","VS2",61.5,56,4128,6.25,6.2,3.83
3952,0.71,"Ideal","G","VVS2",61.5,56,3504,5.74,5.69,3.52
51821,0.72,"Ideal","I","VVS2",62.2,54,2420,5.73,5.78,3.58
38564,0.5,"Ideal","H","SI1",61.7,58,1035,5.07,5.11,3.14
47444,0.55,"Ideal","G","VS1",61.5,57,1856,5.28,5.23,3.23
1235,0.71,"Premium","F","VS1",61.1,58,2942,5.76,5.72,3.51
13662,1.2,"Premium","H","SI1",62.4,59,5592,6.72,6.68,4.18
47500,0.47,"Ideal","H","IF",62.4,57,1865,4.97,5,3.11
7170,0.91,"Good","G","VS2",63.6,58,4183,6.14,6.1,3.89
23293,2,"Fair","I","VS1",58.5,68,11322,8.26,8.15,4.8
20941,1.51,"Very Good","F","SI1",62,57,9150,7.3,7.38,4.55
46035,0.57,"Premium","G","VS2",62.1,57,1728,5.3,5.27,3.28
21197,1.51,"Very Good","E","SI2",63.1,61,9343,7.25,7.3,4.59
18624,1.28,"Ideal","G","SI1",62.2,56,7598,6.96,6.9,4.31
45419,0.55,"Ideal","E","SI1",61.7,57,1668,5.27,5.23,3.24
17950,1.51,"Good","I","VVS2",63.6,58,7255,7.29,7.26,4.63
40934,0.3,"Ideal","E","SI1",62.2,55,499,4.29,4.33,2.68
47348,0.5,"Ideal","D","VS2",61.9,57,1845,5.09,5.06,3.14
23854,1.36,"Very Good","F","VS1",62.7,60,11946,7.05,7.02,4.41
47617,0.55,"Ideal","F","VS1",62,55,1881,5.26,5.29,3.27
51860,0.76,"Premium","F","SI2",62.3,55,2425,5.88,5.84,3.65
51550,0.52,"Ideal","G","VVS1",60.6,57,2387,5.21,5.26,3.17
45289,0.51,"Premium","G","VS1",62.2,58,1662,5.11,5.09,3.17
15877,1.4,"Ideal","J","SI1",62.1,57,6350,7.17,7.14,4.44
37035,0.4,"Very Good","D","VS1",63.3,57,967,4.66,4.72,2.97
31733,0.31,"Ideal","G","VVS1",61.4,56,772,4.34,4.37,2.68
39259,0.38,"Ideal","E","VS1",62.1,56,1069,4.65,4.62,2.88
24639,1.54,"Ideal","F","VS2",61.9,57,12978,7.42,7.35,4.57
43407,0.53,"Ideal","H","VS2",62.4,56,1412,5.18,5.17,3.23
11510,1.06,"Ideal","H","SI1",62.1,56,5020,6.51,6.57,4.06
2014,0.81,"Very Good","H","VS1",63.6,57,3104,5.87,5.9,3.74
48929,0.74,"Premium","F","SI1",58.8,61,2042,5.88,5.82,3.44
8498,1.07,"Ideal","G","SI2",61.7,57,4421,6.55,6.59,4.05
11767,1.1,"Very Good","I","VS1",60.2,59,5082,6.67,6.71,4.03
318,0.73,"Premium","F","VS2",62.7,58,2801,5.76,5.7,3.59
14783,1.21,"Premium","H","SI1",62.5,58,5948,6.75,6.72,4.21
31813,0.43,"Good","D","SI1",63.4,55,774,4.78,4.84,3.05
41528,0.42,"Premium","G","VVS1",60.2,59,1235,4.84,4.82,2.91
50576,0.73,"Premium","E","SI2",61.8,58,2278,5.76,5.71,3.54
27183,2.2,"Ideal","H","VS2",61.7,55,17460,8.41,8.38,5.18
34513,0.33,"Very Good","H","IF",60.3,59,868,4.47,4.49,2.7
52436,0.7,"Premium","I","VVS1",59.1,60,2513,5.77,5.8,3.42
34291,0.3,"Ideal","F","VVS1",61.8,55,857,4.32,4.35,2.68
37131,0.37,"Premium","E","VVS2",59.6,60,971,4.75,4.68,2.81
12504,1.09,"Ideal","D","SI2",62.1,56,5258,6.59,6.56,4.08
27122,2.03,"Very Good","I","VS2",59.9,57,17297,8.14,8.25,4.91
4066,0.31,"Premium","D","SI1",61.4,58,571,4.33,4.36,2.67
13809,1.15,"Ideal","I","VS1",62.1,55,5626,6.76,6.67,4.18
27099,2.05,"Premium","E","SI2",59.7,59,17237,8.39,8.27,4.97
3511,1.14,"Fair","J","SI2",64.4,55,3403,6.56,6.54,4.22
37777,0.41,"Premium","H","VVS2",59.8,60,999,4.86,4.79,2.88
46746,0.6,"Premium","D","SI1",62.9,58,1799,5.39,5.33,3.37
51091,0.73,"Premium","E","SI2",60.6,59,2335,5.85,5.8,3.53
21258,1.32,"Ideal","G","VS2",61.1,57,9408,7.07,7.13,4.34
19311,1.54,"Premium","E","SI2",59,62,8020,7.59,7.56,4.47
48035,0.6,"Ideal","F","VS2",58.6,60,1923,5.54,5.62,3.27
15614,1.12,"Very Good","F","SI1",62.9,57,6262,6.6,6.62,4.16
12194,1.01,"Ideal","H","SI1",62.1,59,5189,6.38,6.43,3.98
27985,0.3,"Ideal","E","VS2",61.5,55,658,4.32,4.4,2.68
31382,0.37,"Ideal","E","VS2",61,56,762,4.64,4.67,2.84
52529,0.76,"Very Good","I","VS1",59.8,61,2530,5.92,5.96,3.55
33538,0.35,"Ideal","D","VS2",62.4,57,829,4.51,4.56,2.83
3778,1.01,"Fair","G","SI2",65.1,58,3461,6.29,6.21,4.07
1294,0.74,"Ideal","I","IF",62.1,53.9,2952,5.79,5.81,3.6
12437,1.04,"Ideal","I","VS2",61.8,55,5242,6.5,6.54,4.03
53353,1,"Good","D","I1",57.8,62,2657,6.51,6.47,3.75
7070,0.33,"Very Good","E","SI1",59.1,58,579,4.51,4.56,2.68
32561,0.36,"Ideal","D","VS2",61.8,55,800,4.58,4.61,2.84
17984,1.06,"Premium","E","VS2",61.3,58,7275,6.52,6.56,4.01
46669,0.71,"Good","I","SI1",62.6,63,1788,5.54,5.61,3.49
53153,0.71,"Good","G","VS2",64.2,58,2623,5.62,5.59,3.6
46051,0.57,"Very Good","E","VS2",60.7,58,1732,5.37,5.33,3.25
35222,0.33,"Ideal","D","VVS2",61.7,55,893,4.46,4.49,2.76
33432,0.32,"Premium","G","VS1",62.1,56,828,4.43,4.4,2.74
861,0.9,"Premium","J","SI1",62.8,59,2871,6.13,6.03,3.82
43070,0.6,"Very Good","J","VS1",62.6,56,1378,5.37,5.41,3.37
21255,1.2,"Ideal","G","VVS2",62.2,55,9407,6.77,6.81,4.23
26011,0.35,"Ideal","D","SI1",62.3,55,644,4.52,4.56,2.83
41553,0.53,"Ideal","H","SI1",62.5,56,1236,5.15,5.19,3.23
25398,1.5,"Premium","G","VS1",62.7,58,14105,7.25,7.3,4.56
42143,0.52,"Premium","G","SI1",60.7,59,1280,5.22,5.19,3.16
24617,2.3,"Good","I","SI2",63.8,55,12944,8.4,8.35,5.34
1366,0.71,"Ideal","I","VS1",61.8,56,2965,5.68,5.72,3.52
14259,1.25,"Very Good","H","SI2",62.8,55,5775,6.82,6.87,4.3
22593,1.15,"Ideal","G","VVS1",62.7,56,10644,6.69,6.67,4.19
31737,0.31,"Ideal","H","IF",61.4,57,772,4.36,4.39,2.68
19886,1.2,"Ideal","F","VS2",62.3,56,8436,6.79,6.82,4.24
2432,0.72,"Very Good","E","SI1",63.3,56,3183,5.67,5.71,3.6
3903,0.9,"Premium","G","SI2",59.9,58,3492,6.22,6.27,3.74
21565,1.52,"Very Good","I","SI1",62,58,9664,7.34,7.4,4.57
53441,0.81,"Ideal","E","SI2",61.4,57,2673,6,5.97,3.68
5548,1.02,"Premium","J","SI1",61.8,58,3856,6.5,6.44,4
3257,0.74,"Premium","E","VS1",62.8,59,3357,5.76,5.68,3.59
27056,0.28,"Premium","H","VVS1",59.9,62,646,4.28,4.23,2.55
48291,0.53,"Premium","H","IF",62.5,59,1957,5.15,5.18,3.23
4879,0.9,"Very Good","E","SI2",61.6,58,3715,6.18,6.23,3.82
22876,1.05,"Very Good","E","VVS1",59.5,60,10915,6.56,6.66,3.93
18971,1.13,"Ideal","G","VS1",61,56.4,7808,6.7,6.75,4.1
21525,1.11,"Ideal","E","VS2",61,57,9625,6.65,6.7,4.08
15637,1.01,"Premium","F","VS2",62.5,58,6271,6.43,6.4,4.01
8876,1.04,"Very Good","H","SI1",58.9,63,4484,6.59,6.55,3.87
15301,1.29,"Premium","I","SI1",62,59,6140,7.03,6.98,4.34
18166,1.37,"Very Good","E","SI2",62.5,59,7365,6.98,7.04,4.38
6304,1.14,"Premium","D","I1",61.8,59,4022,6.74,6.62,4.13
41406,0.4,"Very Good","F","VVS1",63.3,57,1224,4.7,4.68,2.97
50012,0.73,"Very Good","H","SI1",62.8,55,2196,5.71,5.75,3.6
44962,0.55,"Ideal","F","VS2",62,56,1636,5.3,5.25,3.27
21514,2,"Fair","I","SI2",65,57,9610,8.01,7.96,5.19
18043,0.35,"Premium","E","SI1",59.7,60,614,4.53,4.58,2.72
46852,0.61,"Premium","E","SI1",60.1,59,1812,5.51,5.48,3.3
10405,0.31,"Good","D","SI2",63.7,58,593,4.3,4.27,2.73
30994,0.37,"Premium","F","VS2",61.2,58,746,4.63,4.69,2.85
1686,1.01,"Very Good","H","SI2",63.5,55,3032,6.32,6.27,4
28844,0.41,"Very Good","H","SI1",62.9,55,683,4.75,4.82,3.01
40460,0.5,"Ideal","H","SI1",62,56,1140,5.08,5.11,3.16
28009,0.3,"Premium","E","VS2",62.5,59,658,4.27,4.3,2.68
35050,0.36,"Ideal","G","VVS1",62.1,56,884,4.58,4.6,2.85
7934,1.02,"Good","D","SI2",61.5,61,4318,6.34,6.41,3.92
40863,0.52,"Very Good","E","SI2",62.4,59,1175,5.13,5.16,3.21
51367,0.71,"Ideal","F","SI2",62.1,54,2365,5.72,5.74,3.56
29654,0.35,"Premium","G","VS1",61.5,58,706,4.5,4.54,2.78
26531,2.07,"Ideal","I","SI2",62,55,16189,8.12,8.22,5.07
17484,1.1,"Premium","G","VS2",59.4,60,7022,6.78,6.72,4.01
48882,0.6,"Premium","D","VS2",62.8,59,2037,5.39,5.35,3.37
52860,0.76,"Ideal","H","SI1",62,56,2578,5.89,5.85,3.64
43469,0.46,"Ideal","F","VS1",62.7,56,1418,4.91,4.94,3.09
22135,1.7,"Very Good","J","VS1",62.9,58,10165,7.54,7.67,4.79
20429,1.34,"Ideal","H","VS1",61.6,57,8780,7.14,7.07,4.38
4049,1.03,"Ideal","I","SI2",59.8,56,3530,6.64,6.58,3.95
44372,0.43,"Ideal","F","IF",61.5,56,1580,4.89,4.86,3
4982,0.93,"Very Good","G","SI2",62.7,57,3738,6.21,6.26,3.91
42217,0.42,"Ideal","G","IF",61.9,53,1289,4.83,4.87,3
40839,0.5,"Premium","H","SI1",62.9,58,1172,5.04,5.01,3.16
2718,0.3,"Ideal","E","SI1",62.3,57,564,4.28,4.32,2.68
10626,1,"Very Good","H","SI1",62.8,56,4830,6.33,6.37,3.99
37323,0.5,"Good","D","SI2",63.7,60,979,5.09,5.02,3.22
44076,0.62,"Premium","G","SI1",62.6,60,1552,5.42,5.38,3.38
32634,0.27,"Ideal","I","VVS2",62.1,55,459,4.17,4.2,2.6
20503,1.59,"Ideal","I","SI1",62.1,57,8835,7.48,7.46,4.64
28387,0.33,"Premium","H","VS2",61.3,60,668,4.47,4.44,2.73
33199,0.3,"Ideal","G","VVS2",62.9,55,819,4.31,4.28,2.7
3675,0.9,"Premium","G","SI2",60.4,58,3445,6.25,6.3,3.79
5575,0.94,"Very Good","D","SI2",59,59,3862,6.34,6.41,3.76
43003,0.52,"Premium","E","SI1",60.3,58,1369,5.2,5.24,3.15
48411,0.51,"Very Good","E","VS1",61.8,54.7,1970,5.12,5.15,31.8
52413,0.7,"Premium","G","VS1",61,59,2512,5.68,5.77,3.49
26732,2.05,"Premium","G","SI2",60.1,59,16506,8.3,8.2,4.96
13776,1.7,"Fair","D","I1",64.7,56,5617,7.46,7.37,4.8
43093,0.52,"Very Good","E","SI1",58.4,58,1382,5.29,5.33,3.1
21353,1.22,"Very Good","E","VS2",59.5,60,9495,6.91,7,4.14
625,0.92,"Ideal","D","SI2",61.9,56,2840,6.27,6.2,3.86
11796,1.18,"Very Good","E","SI2",62.5,60,5088,6.7,6.74,4.2
10699,1.04,"Ideal","I","SI1",61.2,56,4846,6.53,6.55,4
37717,0.34,"Premium","H","VVS1",61.5,60,995,4.49,4.45,2.75
17310,1.05,"Premium","G","VS1",61.6,58,6936,6.48,6.51,4
53921,0.7,"Very Good","E","VS2",62.4,60,2755,5.57,5.61,3.49
24094,1.75,"Ideal","I","VS2",61,56,12238,7.82,7.75,4.75
21707,0.31,"Ideal","G","SI1",61.6,56,627,4.36,4.4,2.7
5495,1.02,"Good","D","SI2",58.9,65,3842,6.59,6.54,3.87
48290,0.52,"Ideal","G","VVS2",61.6,55,1957,5.14,5.18,3.19
41500,0.58,"Premium","J","VS2",59.5,62,1233,5.44,5.41,3.23
23046,1.51,"Very Good","H","VS2",60.9,54,11077,7.38,7.41,4.5
5433,0.79,"Ideal","E","VS2",62.2,55,3827,5.9,5.97,3.69
37753,0.38,"Premium","F","VS1",60.9,58,998,4.71,4.68,2.86
27934,0.31,"Ideal","I","SI1",61.4,56,430,4.35,4.38,2.68
27576,1.7,"Premium","F","VS1",58.5,60,18398,7.83,7.76,4.56
12793,1.27,"Fair","H","SI2",65.2,54,5334,6.78,6.71,4.41
53420,0.72,"Very Good","F","SI1",63.4,58,2670,5.69,5.66,3.6
25840,2,"Good","I","VS2",63.5,59,14889,7.93,7.98,5.05
33201,0.3,"Fair","G","VVS2",64.4,58,819,4.21,4.17,2.7
33536,0.35,"Premium","D","VS2",62,58,829,4.54,4.56,2.82
16731,0.23,"Very Good","D","VS1",61.5,58,611,3.93,3.98,2.43
28781,0.33,"Ideal","E","VS2",59.3,58,681,4.53,4.51,2.68
50376,0.53,"Ideal","E","VVS2",62.5,57,2250,5.12,5.18,3.22
8205,0.9,"Very Good","G","VS2",62.5,58,4369,6.1,6.15,3.83
29158,0.38,"Ideal","E","SI1",61.8,53.8,693,4.63,4.67,2.88
13543,1.14,"Premium","G","SI1",62.3,59,5548,6.66,6.69,4.16
27471,2.08,"Very Good","E","SI2",62.4,60,18128,8.13,8.15,5.08
19580,1.51,"Good","I","VS1",65.8,57,8210,7.09,7.17,4.69
