"num","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
21754,1.5,"Premium","H","SI1",61,60,9820,7.33,7.27,4.45
38807,0.31,"Premium","G","VVS1",62.1,59,1046,4.35,4.32,2.69
430,0.76,"Premium","E","SI1",62.2,59,2814,5.86,5.81,3.63
10036,0.24,"Premium","E","VS2",62.6,58,417,3.99,4.03,2.51
31646,0.33,"Ideal","J","VS1",61.6,54,451,4.5,4.52,2.78
37060,0.43,"Premium","G","SI1",60.4,58,968,4.9,4.87,2.95
13269,1,"Good","G","VS2",63.7,57,5484,6.32,6.28,4.01
22909,1.51,"Very Good","H","VS2",63.2,57,10950,7.18,7.32,4.58
32845,0.4,"Ideal","I","VVS2",62,56,807,4.74,4.77,2.95
27144,1.6,"Premium","G","VVS1",61.5,58,17360,7.58,7.48,4.63
34101,0.43,"Very Good","G","VS2",62.4,56,852,4.84,4.87,3.02
50124,0.5,"Ideal","D","VVS2",60.4,54,2211,5.23,5.17,3.14
16694,0.32,"Good","I","SI1",63.5,57,421,4.3,4.33,2.74
52391,0.71,"Very Good","D","SI1",63.1,56,2508,5.66,5.62,3.56
51078,0.52,"Ideal","F","VVS1",62.3,56,2333,5.14,5.16,3.21
32739,0.31,"Premium","F","VS2",59.7,58,802,4.48,4.43,2.66
43527,0.5,"Very Good","H","VS1",64.6,56,1426,4.97,5.06,3.24
35657,0.31,"Very Good","G","VVS2",63.3,57,907,4.31,4.28,2.72
24124,1.28,"Very Good","F","VVS2",58.9,57,12285,7.13,7.17,4.21
26455,2.07,"Premium","I","SI1",62.3,60,15992,8.16,8.12,5.07
41081,0.41,"Premium","F","VVS2",61,59,1192,4.82,4.79,2.93
52547,0.65,"Ideal","E","VS1",61.4,59,2533,5.53,5.57,3.41
33273,0.32,"Very Good","H","SI1",61.8,56,461,4.4,4.43,2.73
11192,1.18,"Premium","I","SI1",61.1,59,4956,6.78,6.73,4.13
3052,0.38,"Ideal","G","SI2",62.8,57,566,4.58,4.59,2.88
3913,0.78,"Premium","E","VS2",62.8,60,3494,5.86,5.79,3.66
14775,1.01,"Premium","G","VS2",61.8,59,5946,6.45,6.4,3.97
14976,1.25,"Good","F","SI2",59,61,6032,7.01,7.06,4.15
35279,0.5,"Ideal","J","SI1",62.3,55,895,5.07,5.11,3.17
1230,0.75,"Ideal","E","VS2",61.6,57,2940,5.84,5.81,3.59
5637,1.02,"Very Good","J","SI1",63.1,60,3879,6.35,6.4,4.02
50630,0.23,"Very Good","D","VS2",63.1,58,402,3.91,3.95,2.48
28706,0.42,"Ideal","J","VS2",61.3,57,680,4.79,4.86,2.96
47836,0.51,"Good","E","VVS2",63.4,64,1906,5.03,5.07,3.2
7582,1,"Very Good","F","SI2",61.6,62,4255,6.3,6.37,3.9
27478,2.01,"Very Good","H","SI1",59.1,58,18149,8.29,8.36,4.92
4056,0.35,"Ideal","I","VS1",62.1,54,571,4.54,4.57,2.83
35206,0.44,"Very Good","J","VS1",63.2,57,891,4.86,4.82,3.06
33489,0.32,"Premium","F","VS2",61,61,828,4.41,4.38,2.68
13250,1.2,"Very Good","I","SI1",62.6,57,5476,6.74,6.77,4.23
12133,1.08,"Premium","H","SI1",62.6,58,5171,6.56,6.53,4.1
24658,1.72,"Premium","H","SI1",61.4,59,12998,7.71,7.64,4.71
31793,0.42,"Premium","E","SI1",61.6,59,773,4.83,4.85,2.98
19389,1.09,"Premium","F","VS1",60.9,58,8057,6.63,6.67,4.05
4248,0.9,"Ideal","H","SI2",62,57,3578,6.17,6.19,3.83
16534,1.01,"Good","E","VS2",56.7,61,6606,6.71,6.66,3.79
22670,1.28,"Premium","G","VVS2",62.1,58,10716,6.96,6.91,4.31
12855,0.92,"Premium","E","VS1",60.9,61,5358,6.25,6.22,3.8
30307,0.41,"Very Good","E","SI1",61,61,725,4.74,4.77,2.9
2931,0.83,"Ideal","F","SI1",60.7,57,3290,6.02,6.1,3.68
2520,0.76,"Ideal","F","VS2",61,55,3201,5.92,5.89,3.6
47239,0.55,"Ideal","G","VS1",60.9,55,1841,5.27,5.31,3.22
31960,0.31,"Ideal","I","VS2",61.6,55,452,4.38,4.42,2.71
51608,0.75,"Premium","F","SI2",60.5,58,2394,5.91,5.86,3.56
1594,0.8,"Ideal","I","VS1",60.7,59,3010,5.98,6.02,3.64
3910,0.8,"Premium","E","VS2",63,56,3494,5.91,5.84,3.7
29698,0.31,"Ideal","H","VVS1",61.5,54,707,4.36,4.39,2.69
47987,0.25,"Very Good","E","VVS2",61.1,61,533,4.03,4.06,2.47
8568,0.9,"Premium","F","SI1",61.4,55,4435,6.18,6.16,3.79
29837,0.24,"Premium","D","VVS1",61.5,60,710,4,3.97,2.45
7863,1.11,"Very Good","E","SI2",62.3,58,4307,6.64,6.68,4.15
34690,0.3,"Ideal","F","IF",60.5,60,873,4.34,4.36,2.63
39120,0.41,"Premium","G","VS2",59.8,58,1061,4.84,4.8,2.88
4730,0.42,"Very Good","G","SI2",59.5,61,573,4.85,4.9,2.9
2960,0.7,"Fair","D","VVS2",58.5,62,3296,5.72,5.81,3.37
2205,1.02,"Premium","H","I1",62.5,60,3141,6.39,6.41,4
4638,0.95,"Premium","J","VVS2",62.6,59,3669,6.23,6.26,3.91
42361,0.61,"Premium","F","SI2",60.9,58,1303,5.44,5.52,3.34
8370,0.97,"Premium","G","SI1",62.6,58,4400,6.24,6.18,3.89
12222,1,"Ideal","F","SI1",62,57,5197,6.37,6.43,3.97
17853,1.21,"Very Good","H","SI1",59.6,60,7203,6.93,6.94,4.13
53597,0.72,"Good","F","VS2",63.5,55,2700,5.7,5.74,3.63
18273,1.36,"Premium","E","SI2",61.7,59,7421,7.2,7.09,4.41
49969,0.33,"Good","E","SI1",63.1,56,540,4.42,4.45,2.8
11137,1.4,"Premium","J","SI1",62.9,59,4939,7.16,7.07,4.48
40928,0.3,"Ideal","E","SI1",62.4,57,499,4.27,4.29,2.67
13209,1.05,"Ideal","F","SI1",62,55,5457,6.5,6.54,4.04
25911,2.22,"Very Good","I","SI2",62.9,59,15047,8.2,8.24,5.17
9518,1.07,"Ideal","E","SI2",62.4,57,4613,6.52,6.55,4.08
52183,0.72,"Premium","E","SI1",61.4,57,2476,5.83,5.73,3.55
42320,0.41,"Ideal","D","VVS2",62.3,57,1295,4.74,4.76,2.96
4901,0.9,"Ideal","G","SI2",61.5,57,3722,6.07,6.19,3.77
15640,1,"Premium","E","VS2",62.8,62,6272,6.29,6.26,3.94
38071,0.3,"Premium","E","VVS2",61.8,58,1013,4.29,4.26,2.64
17081,1.1,"Very Good","F","VS2",61.4,58,6810,6.63,6.73,4.1
14156,1.17,"Ideal","G","SI2",62.6,55,5743,6.74,6.78,4.23
41826,0.48,"Very Good","F","VS2",61.1,58,1251,5.05,5.11,3.11
53276,0.79,"Very Good","H","SI1",63.4,57,2649,5.86,5.9,3.73
13472,1.07,"Ideal","G","SI1",61.7,54,5532,6.59,6.61,4.07
44994,0.31,"Premium","I","SI1",60.7,60,523,4.37,4.33,2.64
1666,0.72,"Premium","E","VS2",62.5,59,3024,5.73,5.7,3.57
41538,0.42,"Ideal","D","VS1",62.1,56,1235,4.82,4.78,2.98
44283,0.53,"Ideal","H","VS1",61.6,57,1577,5.18,5.24,3.21
1659,0.9,"Good","H","SI2",63.1,60,3024,6.09,6.14,3.86
40041,0.4,"Ideal","D","VVS2",62.8,56,1111,4.68,4.72,2.95
51520,0.72,"Very Good","G","SI1",63.1,57,2385,5.71,5.67,3.59
13757,1.2,"Very Good","G","SI1",63,57,5607,6.7,6.75,4.24
53767,0.7,"Ideal","F","VS1",62.5,56,2726,5.7,5.73,3.57
25933,2,"Ideal","I","SI2",61.7,56,15092,8,8.13,4.98
6656,1.02,"Good","H","SI1",57.1,61,4093,6.57,6.66,3.78
1346,0.63,"Ideal","D","VVS2",62.6,56,2962,5.47,5.49,3.43
36507,0.36,"Good","F","VS1",63.6,60,945,4.52,4.47,2.86
5863,0.88,"Premium","F","VS1",60.7,55,3921,6.28,6.22,3.79
13154,1.27,"Ideal","J","VS2",61.5,57,5442,6.93,6.98,4.28
51767,0.7,"Very Good","D","SI1",61,59,2409,5.67,5.7,3.47
53060,0.54,"Premium","E","VS1",62.7,60,2608,5.14,5.1,3.21
20706,0.31,"Ideal","F","VS2",60.8,57,625,4.36,4.39,2.66
16459,1.23,"Premium","H","VS2",60.6,59,6577,6.94,6.89,4.19
15336,1.02,"Ideal","D","SI1",62.8,56,6158,6.44,6.39,4.03
46532,0.51,"Premium","G","VS1",62,52,1781,5.37,5.05,3.23
39803,0.35,"Ideal","F","VVS1",61.3,55,1096,4.55,4.58,2.8
33105,0.32,"Ideal","E","VVS2",61.5,56,816,4.43,4.45,2.73
43834,0.59,"Ideal","H","SI1",61.1,57,1445,5.39,5.41,3.3
51777,0.7,"Ideal","F","SI1",62.6,55,2410,5.67,5.7,3.56
27656,2.07,"Premium","F","SI2",60.7,59,18611,8.21,8.16,4.97
50252,0.7,"Premium","F","SI2",59.5,58,2234,5.82,5.72,3.44
3427,0.79,"Ideal","E","SI1",62,57,3384,5.92,5.96,3.68
39580,0.41,"Premium","D","VS1",60.6,59,1082,4.84,4.8,2.92
28413,0.29,"Ideal","E","VVS2",62,55,669,4.25,4.27,2.64
49853,0.71,"Very Good","G","SI2",62.4,59,2171,5.68,5.7,3.55
24221,1.53,"Ideal","F","SI1",62.6,55,12415,7.39,7.37,4.62
19491,1,"Premium","D","VS1",59.7,60,8124,6.45,6.42,3.84
11661,1.02,"Premium","H","SI1",59.6,57,5055,6.63,6.55,3.93
51393,0.71,"Very Good","G","VS1",63.5,56,2368,5.67,5.63,3.59
38081,0.3,"Premium","E","VVS2",61.4,60,1013,4.28,4.25,2.62
34760,0.41,"Ideal","E","SI2",59.8,55,876,4.93,4.81,2.91
34753,0.41,"Ideal","H","SI1",62.6,55,876,4.79,4.77,2.99
8922,1,"Premium","E","SI2",62.7,58,4496,6.34,6.41,4
20041,0.42,"Ideal","H","SI2",62,54,625,4.83,4.85,3
27744,2,"Premium","I","VS1",60.8,59,18795,8.13,8.02,4.91
39668,0.42,"Ideal","G","VS2",62.2,56,1087,4.82,4.8,2.99
39395,0.41,"Ideal","I","IF",62.6,57,1076,4.78,4.74,2.98
44222,0.57,"Premium","F","SI1",62.7,59,1571,5.3,5.26,3.31
24960,2,"Fair","H","SI1",65.1,59,13442,7.83,7.77,5.08
38646,0.33,"Ideal","F","VVS2",61.4,56,1040,4.49,4.44,2.74
2806,0.75,"Ideal","E","VS2",62.4,57,3263,5.76,5.81,3.61
37747,0.31,"Premium","F","VVS1",59.2,62,997,4.41,4.34,2.59
30369,0.36,"Ideal","I","VS1",62.1,56,729,4.59,4.55,2.84
33685,0.4,"Very Good","E","SI1",62.2,54.4,837,4.72,4.76,2.95
3994,0.71,"Ideal","F","VS2",61.8,55,3516,5.74,5.76,3.55
7498,1.04,"Premium","I","VS1",61.4,57,4240,6.52,6.47,3.99
25090,2.21,"Ideal","H","SI2",61.9,56,13615,8.4,8.36,5.19
17241,1.52,"Good","J","SI1",63.6,60,6897,7.21,7.25,4.6
34864,0.3,"Premium","G","VVS2",61.9,59,878,4.28,4.25,2.64
40684,0.5,"Premium","E","SI1",61.4,59,1155,5.09,5.01,3.1
37194,0.51,"Ideal","G","SI2",60.6,57,973,5.17,5.2,3.14
20386,0.31,"Premium","G","VS1",59.5,59,625,4.4,4.47,2.64
12058,0.26,"Very Good","F","VVS2",63.2,54,597,4.05,4.08,2.57
44110,0.51,"Ideal","G","VS2",61.8,55,1557,5.15,5.18,3.19
43619,0.28,"Ideal","G","VS2",62.1,56,508,4.19,4.23,2.61
20409,1.5,"Premium","F","SI1",62.1,60,8770,7.32,7.27,4.53
29948,0.25,"Ideal","H","VS1",62.6,53,445,4.04,4.08,2.54
895,0.7,"Premium","G","VVS2",62.9,59,2874,5.68,5.61,3.55
33814,0.32,"Ideal","E","VVS2",61.6,57,842,4.4,4.43,2.72
33763,0.4,"Very Good","G","SI1",63.2,58,840,4.7,4.61,2.94
50488,0.7,"Premium","G","SI2",60,60,2268,5.69,5.65,3.51
13051,1.11,"Premium","G","SI1",62.7,57,5408,6.62,6.5,4.11
38616,0.3,"Very Good","F","SI1",58.4,59,489,4.42,4.45,2.59
53602,0.75,"Fair","F","SI1",64.6,57,2700,5.7,5.67,3.67
24472,1.51,"Premium","D","SI1",59.6,58,12738,7.51,7.48,4.47
365,0.71,"Very Good","F","VS1",62.2,58,2807,5.66,5.72,3.54
25955,1.4,"Ideal","G","VVS1",60.8,57,15134,7.21,7.23,4.39
10126,1.01,"Very Good","D","SI2",61.5,56,4719,6.39,6.46,3.95
22288,1.58,"Ideal","I","VS2",61.1,55,10338,7.48,7.53,4.59
18338,1.5,"Fair","E","SI2",65.8,57,7459,7.17,7.11,4.7
37664,0.42,"Premium","F","SI1",61.8,58,992,4.84,4.81,2.98
2741,0.61,"Ideal","F","VVS2",61.5,55,3248,5.47,5.53,3.38
27092,2.17,"Ideal","I","SI1",60.4,56,17224,8.36,8.43,5.07
30705,0.4,"Premium","F","SI1",62.6,59,737,4.68,4.74,2.95
49087,0.57,"Ideal","E","VS1",60.8,54.8,2061,5.36,5.4,3.27
21292,1.52,"Ideal","H","SI1",61.3,57,9448,7.38,7.32,4.51
50266,0.71,"Very Good","E","SI2",62.2,58,2238,5.68,5.74,3.55
39975,0.32,"Ideal","D","VVS2",61.6,55,1107,4.41,4.45,2.73
51038,0.75,"Premium","H","SI1",60.2,59,2329,5.92,5.88,3.55
1964,0.73,"Ideal","G","SI1",60.9,57,3089,5.81,5.85,3.55
29989,0.32,"Ideal","F","VS1",61,54,716,4.42,4.44,2.7
43468,0.47,"Very Good","F","VVS2",60.9,59,1418,4.99,5.03,3.05
11175,0.7,"Ideal","F","VVS1",61.7,56,4951,5.68,5.73,3.52
12691,0.28,"Ideal","E","VS1",62,57,598,4.17,4.2,2.59
1463,0.7,"Good","D","SI1",61.3,61,2980,5.63,5.69,3.47
48953,0.72,"Very Good","I","VS1",64,56,2048,5.65,5.73,3.65
50076,0.72,"Fair","H","SI2",65.9,57,2203,5.6,5.54,3.67
44810,0.5,"Ideal","E","VS2",62.1,54,1624,5.11,5.13,3.18
18098,1.2,"Very Good","G","VS2",62,55,7318,6.8,6.84,4.23
22918,1.5,"Very Good","H","VS2",62.8,57,10959,7.25,7.3,4.57
44636,0.57,"Very Good","G","VS2",62.8,57,1608,5.23,5.28,3.3
8211,0.9,"Good","F","VS2",62.4,58,4370,6.08,6.1,3.8
45442,0.54,"Ideal","D","VS2",61.1,56,1672,5.23,5.27,3.21
18208,1.25,"Premium","G","VVS1",62,58,7389,6.96,6.87,4.29
38259,0.3,"Ideal","G","SI2",61.7,57,382,4.26,4.3,2.64
8757,0.91,"Very Good","D","SI1",62.1,59,4466,6.1,6.18,3.81
578,0.51,"Very Good","D","VVS1",59.9,58,2834,5.16,5.19,3.1
11703,0.34,"Premium","G","VS2",61.1,60,596,4.51,4.53,2.76
5189,0.83,"Ideal","E","SI1",61.6,56,3775,6.03,6.05,3.72
6415,1.05,"Very Good","H","SI2",61.4,58,4042,6.54,6.58,4.03
2324,1.01,"Very Good","H","I1",63.2,58,3167,6.39,6.33,4.02
17797,1.1,"Very Good","F","VS2",62.8,56,7174,6.56,6.59,4.13
2968,0.91,"Very Good","D","SI2",62.7,59,3298,6.16,6.22,3.88
9475,1.03,"Ideal","H","SI1",62.3,56,4603,6.48,6.45,4.03
29191,0.4,"Ideal","F","SI1",61.9,57,694,4.71,4.76,2.93
16119,1.3,"Ideal","F","SI2",62.2,56,6442,6.96,7,4.34
39909,0.51,"Very Good","E","SI2",60.7,56,1104,5.17,5.21,3.15
6023,1.18,"Premium","E","I1",62.5,58,3965,6.75,6.62,4.18
32266,0.3,"Ideal","G","VVS1",62.3,55,789,4.29,4.31,2.68
48774,0.7,"Very Good","F","SI2",58.8,57,2020,5.85,5.89,3.45
20205,1.35,"Very Good","H","VVS2",63.1,56,8644,6.95,7.03,4.41
16760,1.21,"Very Good","H","VS2",62.9,58,6673,6.74,6.78,4.25
45657,0.25,"Very Good","E","VVS1",60.1,57,526,4.08,4.11,2.46
28490,0.29,"Ideal","G","VVS1",60.2,56,673,4.29,4.33,2.59
26060,1.52,"Very Good","G","VVS2",62.9,59,15265,7.25,7.29,4.57
8482,1,"Good","G","SI1",62.2,62,4416,6.34,6.39,3.96
12645,1.01,"Premium","H","VS1",61.2,61,5294,6.44,6.41,3.93
53886,0.75,"Very Good","I","VVS2",62,59,2749,5.81,5.83,3.61
6671,0.95,"Very Good","J","VVS2",60.5,59,4098,6.33,6.36,3.84
12703,0.26,"Very Good","E","VVS1",62.9,58,599,4.06,4.08,2.56
23170,1.23,"Ideal","G","VVS1",61.2,56,11182,6.94,6.9,4.23
4632,0.7,"Very Good","D","VS2",60.6,60,3668,5.71,5.75,3.47
43820,0.51,"Good","E","SI1",63.9,54,1443,5.09,5.05,3.24
2197,0.9,"Good","E","SI2",63.4,62,3139,6,6.02,3.81
9375,0.32,"Ideal","I","VVS1",62.5,55,589,4.37,4.4,2.74
41522,0.54,"Ideal","F","SI2",60.8,56,1235,5.26,5.34,3.22
7267,1.25,"Very Good","H","SI2",63.2,60,4199,6.87,6.81,4.32
9426,1.01,"Very Good","D","SI2",62.8,59,4588,6.34,6.44,4.01
21390,0.34,"Ideal","D","SI1",62.7,56,626,4.45,4.48,2.8
20950,1.61,"Premium","H","SI2",60.3,60,9167,7.66,7.57,4.59
35675,0.41,"Ideal","F","SI1",60.5,56,909,4.81,4.84,2.92
7856,0.9,"Premium","D","SI1",59.4,62,4304,6.24,6.19,3.69
858,1.04,"Premium","I","I1",61.6,61,2870,6.47,6.45,3.98
9558,1.1,"Ideal","H","SI2",62.6,56,4620,6.65,6.57,4.14
19079,1.33,"Ideal","H","VS2",62.6,57,7850,7.02,6.98,4.38
8956,1.02,"Very Good","G","SI2",63.8,55,4501,6.37,6.4,4.07
1136,0.74,"Very Good","H","VVS2",60.5,60,2921,5.79,5.81,3.51
25232,2.01,"Premium","I","SI2",62.6,56,13833,8.1,8,5.04
30309,0.38,"Ideal","G","VS2",60.4,57,726,4.68,4.71,2.83
48910,0.54,"Ideal","G","VVS1",61.6,55,2041,5.22,5.24,3.22
15045,0.3,"Very Good","F","VS2",62.8,58,605,4.24,4.29,2.68
9888,1.05,"Premium","H","SI1",62.2,58,4682,6.5,6.46,4.03
30535,0.39,"Very Good","G","VS2",59.8,61,734,4.72,4.75,2.83
4557,1.16,"Premium","D","I1",61.8,59,3644,6.74,6.78,4.18
13092,1,"Good","F","VS2",63.1,56,5420,6.27,6.31,3.97
39899,0.42,"Ideal","D","VS2",61.8,56,1103,4.84,4.8,2.98
43317,0.38,"Ideal","E","IF",62.2,54.1,1402,4.64,4.67,2.89
25881,2.06,"Premium","I","SI2",61,59,14982,8.24,8.21,5.02
15066,1.2,"Premium","F","SI2",59.9,58,6055,6.96,6.9,4.15
17908,1.07,"Premium","F","VS1",62.4,58,7232,6.52,6.49,4.06
22159,1.57,"Very Good","H","SI1",62,60,10200,7.4,7.44,4.6
44406,0.53,"Ideal","D","VS2",61.4,55,1585,5.21,5.24,3.21
32683,0.31,"Premium","G","VS1",62.9,58,802,4.35,4.3,2.72
44239,0.52,"Ideal","H","VS2",61.8,56,1573,5.19,5.16,3.2
33552,0.42,"Ideal","H","VS1",61.8,55,830,4.82,4.85,2.99
25017,2.22,"Premium","F","SI2",59.2,59,13553,8.54,8.46,5.03
38318,0.41,"Ideal","D","VS1",62.6,55,1019,4.75,4.77,2.98
2915,0.8,"Premium","F","VS2",59.7,58,3285,6.02,5.97,3.58
18052,0.34,"Ideal","H","VS1",62.4,55,615,4.48,4.5,2.8
52662,0.71,"Good","I","VVS1",63.4,57,2549,5.67,5.71,3.61
52085,0.77,"Premium","H","SI1",60.9,60,2457,5.89,5.87,3.58
51904,0.73,"Very Good","G","SI1",60.8,56,2434,5.82,5.85,3.55
41476,0.5,"Premium","F","SI1",61.7,57,1231,5.09,5.06,3.13
35625,0.3,"Premium","I","VS1",60.5,60,473,4.3,4.33,2.61
486,0.73,"Premium","D","SI1",61.7,55,2821,5.84,5.82,3.6
4778,1.03,"Very Good","F","SI2",63.3,59,3692,6.35,6.32,4.01
32184,0.41,"Very Good","H","VS1",61.5,55,788,4.8,4.82,2.96
39802,0.38,"Ideal","F","VVS1",62.1,55,1096,4.66,4.71,2.91
33407,0.28,"Ideal","E","VVS2",62.1,56,828,4.21,4.19,2.61
30090,0.32,"Premium","H","VS1",60.5,59,720,4.42,4.41,2.67
21046,0.31,"Ideal","H","VVS2",61.8,56,625,4.34,4.36,2.69
5802,0.9,"Ideal","I","SI1",61.6,55,3908,6.2,6.22,3.82
20780,1,"Ideal","F","VVS2",59.7,60,9014,6.48,6.52,3.88
32559,0.38,"Ideal","I","VVS1",62.4,54.8,800,4.64,4.66,2.9
2019,0.7,"Premium","F","VVS2",62.6,59,3105,5.66,5.62,3.53
32055,0.3,"Good","F","IF",64.3,53,780,4.22,4.27,2.73
43755,0.61,"Premium","I","VS2",61.8,56,1438,5.44,5.41,3.35
40856,0.49,"Very Good","D","SI1",58.6,60,1174,5.14,5.2,3.03
10647,1.01,"Very Good","H","SI1",63.1,59,4836,6.36,6.32,4
42529,0.4,"Premium","F","VVS1",61.9,57,1323,4.71,4.69,2.91
24323,1.27,"Ideal","F","VVS2",62.2,54,12576,6.92,6.95,4.31
40211,0.31,"Premium","F","IF",61.6,58,1122,4.37,4.33,2.68
49909,0.54,"Ideal","F","VVS2",62.1,54,2180,5.24,5.26,3.26
16143,1.28,"Premium","I","VS2",62.5,61,6451,6.89,6.86,4.3
48029,0.74,"Very Good","J","SI2",59.1,58,1923,5.93,5.99,3.52
10276,1.04,"Ideal","G","SI2",62,56,4752,6.52,6.49,4.03
20048,0.28,"Ideal","E","VS1",61.4,56,625,4.24,4.2,2.59
13585,1.05,"Premium","F","SI1",60.3,60,5557,6.66,6.54,3.98
45484,0.51,"Ideal","D","VS2",62.4,55,1678,5.12,5.14,3.2
126,0.7,"Premium","F","VS2",61.6,60,2762,5.65,5.59,3.46
45361,0.52,"Very Good","E","VS2",62.2,56,1665,5.16,5.17,3.21
35378,0.41,"Ideal","H","VVS2",62,56,899,4.74,4.78,2.95
21178,1.24,"Premium","F","VS1",61.5,57,9333,6.97,6.86,4.25
6273,1.12,"Premium","H","SI2",62.1,56,4014,6.7,6.65,4.14
16040,0.3,"Good","I","VS1",63.7,58,608,4.25,4.23,2.7
41165,0.38,"Ideal","F","VVS1",62.2,57,1200,4.64,4.68,2.9
29799,0.3,"Ideal","D","SI1",62.2,55,709,4.33,4.29,2.68
48612,0.51,"Ideal","F","VVS2",62.2,55,1998,5.12,5.11,3.18
51468,0.72,"Very Good","E","SI2",63.5,59,2376,5.66,5.61,3.58
32323,0.36,"Very Good","E","VS2",59.8,62,789,4.56,4.61,2.74
13368,0.24,"Very Good","F","VS1",63,59,419,3.93,3.97,2.49
10590,0.91,"Very Good","E","VS2",61.6,58,4823,6.18,6.2,3.81
8635,1.04,"Very Good","J","VS2",59.5,59,4451,6.59,6.66,3.94
6509,0.96,"Very Good","H","SI1",63.1,58,4064,6.2,6.25,3.93
23753,1.6,"Premium","H","VS2",62.1,60,11796,7.51,7.44,4.64
51261,0.58,"Ideal","E","VS2",61.6,55,2357,5.36,5.39,3.31
23641,1.51,"Premium","F","SI1",60.9,61,11666,7.32,7.3,4.45
4181,0.83,"Premium","D","SI1",59.7,59,3556,6.14,6.12,3.66
34986,0.46,"Premium","I","SI2",60.3,62,880,4.95,4.9,2.97
2579,0.81,"Premium","E","SI1",60.8,59,3213,5.99,5.95,3.63
35725,0.3,"Premium","D","VS2",61,60,911,4.33,4.29,2.63
43748,0.51,"Very Good","E","SI1",62.8,56,1438,5.07,5.15,3.21
49482,0.52,"Ideal","E","VVS2",62.3,57,2116,5.12,5.15,3.2
30802,0.43,"Ideal","F","SI2",60.7,57,742,4.88,4.91,2.97
44551,0.55,"Ideal","G","SI1",61.9,57,1605,5.23,5.27,3.25
4422,1,"Premium","E","SI2",59.9,55,3612,6.48,6.4,3.86
24718,0.3,"Very Good","E","VS1",63.8,59,640,4.21,4.22,2.69
52620,0.73,"Very Good","D","SI1",63.6,57,2548,5.68,5.71,3.62
39986,0.41,"Ideal","F","VS2",61,57,1107,4.81,4.76,2.92
43218,0.5,"Fair","E","VS2",64.9,56,1397,5.01,4.95,3.23
22846,1.51,"Good","E","SI2",58.9,61,10884,7.54,7.5,4.43
32131,0.41,"Good","G","SI2",63.6,54,784,4.74,4.7,3
16514,1,"Ideal","E","VS2",61.6,57,6600,6.38,6.44,3.95
31554,0.31,"Ideal","F","IF",59.7,60,766,4.4,4.44,2.64
6655,0.9,"Very Good","G","VS2",59.6,61,4093,6.2,6.25,3.71
12151,1,"Premium","E","SI1",61.1,60,5174,6.47,6.42,3.94
20815,1.55,"Premium","H","VS1",58.4,61,9041,7.64,7.59,4.45
44763,0.52,"Very Good","G","VS1",59.5,58,1621,5.21,5.28,3.12
23715,0.25,"Very Good","F","VVS2",62.2,57,633,4.01,4.04,2.5
36228,0.38,"Very Good","F","VS1",62.8,56,933,4.59,4.64,2.9
10743,1.05,"Very Good","E","SI2",62.3,56,4851,6.47,6.54,4.05
7580,1.06,"Very Good","I","SI1",62.8,56,4255,6.47,6.52,4.08
4972,1.51,"Fair","F","I1",67.5,56,3734,7.17,7.05,4.8
44637,0.58,"Very Good","E","VS2",60.3,57,1608,5.41,5.44,3.27
15633,1.01,"Very Good","F","VS2",63.1,60,6271,6.39,6.29,4
39944,0.28,"Good","F","VVS2",64.9,57,492,4.13,4.16,2.69
