"id","person_age","person_gender","person_education","person_income","person_emp_exp","person_home_ownership","loan_amnt","loan_intent","loan_int_rate","loan_percent_income","cb_person_cred_hist_length","credit_score","previous_loan_defaults_on_file","loan_status"
"118847",23,"male","Master",44495,0,"RENT",1413,"PERSONAL",14.25,0.03,3,620,"Yes",0
"118848",24,"male","High School",94594,1,"OWN",25000,"EDUCATION",12.18,0.26,4,579,"Yes",0
"118849",30,"male","Bachelor",26516,6,"RENT",10000,"VENTURE",11.61,0.38,6,604,"No",1
"118850",36,"female","Associate",35667,9,"RENT",1200,"MEDICAL",12.42,0.03,15,641,"Yes",0
"118851",22,"female","High School",52643,0,"RENT",3000,"EDUCATION",13.72,0.06,3,653,"No",0
"118852",26,"male","Associate",82087,5,"MORTGAGE",25000,"MEDICAL",15.65,0.3,2,633,"No",1
"118853",23,"male","High School",40182,2,"RENT",4800,"VENTURE",11.99,0.12,3,649,"No",0
"118854",24,"female","Bachelor",87477,0,"MORTGAGE",14000,"EDUCATION",14.65,0.16,4,593,"No",1
"118855",25,"male","Bachelor",46797,5,"RENT",4800,"EDUCATION",11.71,0.1,3,688,"No",0
"118856",29,"male","Master",39562,4,"RENT",12000,"MEDICAL",12.59,0.3,10,658,"No",1
"118857",31,"female","Associate",34414,12,"RENT",3600,"HOMEIMPROVEMENT",16.49,0.1,7,529,"No",1
"118858",24,"female","High School",151200,3,"MORTGAGE",25000,"DEBTCONSOLIDATION",10,0.17,2,692,"No",0
"118859",39,"male","Associate",29475,18,"OWN",3000,"HOMEIMPROVEMENT",7.74,0.1,11,659,"Yes",0
"118860",31,"female","Associate",37087,6,"RENT",5500,"HOMEIMPROVEMENT",15.21,0.15,7,661,"No",1
"118861",31,"female","Master",69163,10,"MORTGAGE",8000,"EDUCATION",9.88,0.12,9,697,"Yes",0
"118862",23,"female","High School",41638,1,"RENT",5000,"VENTURE",13.49,0.12,4,681,"No",0
"118863",23,"male","Bachelor",36724,0,"RENT",4800,"EDUCATION",11.01,0.13,4,652,"Yes",0
"118864",28,"female","Bachelor",98119,6,"MORTGAGE",6000,"PERSONAL",6.17,0.06,8,667,"Yes",0
"118865",26,"female","Master",100772,4,"RENT",12000,"DEBTCONSOLIDATION",9.99,0.12,3,652,"Yes",0
"118866",45,"female","Associate",85211,25,"MORTGAGE",10000,"MEDICAL",8.59,0.12,12,703,"Yes",0
"118867",47,"male","Associate",75583,24,"RENT",14026,"VENTURE",12.74,0.19,12,693,"No",0
"118868",27,"male","Bachelor",71968,4,"RENT",18000,"MEDICAL",12.42,0.25,9,660,"No",1
"118869",30,"female","Bachelor",121025,10,"MORTGAGE",3600,"HOMEIMPROVEMENT",11.01,0.03,10,651,"No",0
"118870",24,"female","High School",145138,4,"RENT",16000,"VENTURE",12.18,0.11,4,659,"No",0
"118871",22,"male","Master",41274,3,"RENT",12000,"PERSONAL",13.98,0.29,3,717,"No",1
"118872",22,"male","High School",94274,1,"MORTGAGE",16000,"EDUCATION",16.45,0.17,3,671,"No",0
"118873",22,"male","High School",84747,2,"MORTGAGE",6000,"MEDICAL",6.03,0.07,2,662,"Yes",0
"118874",30,"male","Master",60551,10,"MORTGAGE",4000,"DEBTCONSOLIDATION",11.77,0.07,7,670,"Yes",0
"118875",31,"female","Associate",63400,10,"RENT",7000,"HOMEIMPROVEMENT",7.49,0.11,7,652,"No",0
"118876",26,"male","Bachelor",134026,2,"RENT",7200,"HOMEIMPROVEMENT",12.18,0.05,3,625,"No",0
"118877",32,"male","Bachelor",133224,10,"MORTGAGE",9000,"EDUCATION",11.46,0.07,10,663,"No",0
"118878",49,"male","Master",35683,27,"MORTGAGE",12000,"MEDICAL",11.01,0.34,16,645,"Yes",0
"118879",29,"female","Associate",73041,7,"MORTGAGE",20000,"HOMEIMPROVEMENT",12.53,0.27,7,619,"No",0
"118880",30,"female","Associate",54946,8,"RENT",13250,"EDUCATION",7.9,0.24,9,651,"Yes",0
"118881",24,"male","High School",26216,0,"OWN",10000,"VENTURE",10.59,0.38,4,586,"Yes",0
"118882",26,"male","High School",108787,5,"RENT",12000,"MEDICAL",9.38,0.11,3,653,"No",0
"118883",29,"male","Bachelor",179235,7,"MORTGAGE",11200,"MEDICAL",16.89,0.06,9,642,"No",1
"118884",33,"female","High School",55265,10,"RENT",9600,"EDUCATION",8.49,0.17,5,593,"Yes",0
"118885",23,"male","High School",217249,2,"MORTGAGE",5000,"VENTURE",9.33,0.02,4,695,"Yes",0
"118886",29,"male","Master",152213,6,"MORTGAGE",6226,"VENTURE",9.69,0.04,8,669,"Yes",0
"118887",38,"male","Bachelor",48984,11,"RENT",18258,"EDUCATION",12.41,0.37,17,713,"No",1
"118888",34,"female","High School",47692,10,"RENT",23500,"EDUCATION",11.06,0.49,13,646,"No",1
"118889",27,"male","High School",36773,5,"RENT",16000,"DEBTCONSOLIDATION",10.99,0.44,6,663,"No",1
"118890",26,"male","High School",73249,4,"RENT",15000,"DEBTCONSOLIDATION",6.03,0.2,3,638,"No",0
"118891",32,"female","High School",66752,11,"RENT",18000,"DEBTCONSOLIDATION",10.38,0.27,7,588,"No",1
"118892",23,"female","Associate",72874,0,"MORTGAGE",7000,"PERSONAL",6.54,0.1,2,688,"Yes",0
"118893",29,"male","High School",70818,6,"RENT",14000,"PERSONAL",6.62,0.2,5,602,"Yes",0
"118894",25,"female","Associate",53031,1,"RENT",3000,"VENTURE",13.8,0.06,2,604,"Yes",0
"118895",42,"female","High School",94329,20,"MORTGAGE",20000,"EDUCATION",10.99,0.21,11,682,"Yes",0
"118896",22,"male","High School",69547,0,"MORTGAGE",7200,"VENTURE",11.01,0.1,2,555,"Yes",0
"118897",25,"male","Master",102962,0,"RENT",15000,"VENTURE",7.9,0.15,4,645,"No",0
"118898",25,"male","High School",87471,1,"MORTGAGE",20000,"DEBTCONSOLIDATION",11.83,0.23,4,486,"Yes",0
"118899",21,"female","Associate",24160,0,"RENT",7000,"HOMEIMPROVEMENT",14.35,0.29,2,702,"No",1
"1188100",25,"male","Bachelor",84914,3,"RENT",19077,"MEDICAL",8.73,0.22,6,697,"Yes",0
"1188101",25,"female","Master",47944,0,"RENT",2000,"HOMEIMPROVEMENT",7.66,0.04,4,670,"No",1
"1188102",48,"female","Bachelor",59975,25,"RENT",6000,"EDUCATION",14.09,0.1,11,565,"No",1
"1188103",34,"male","Bachelor",72892,13,"RENT",10000,"EDUCATION",9.62,0.14,9,631,"No",0
"1188104",39,"male","High School",22489,16,"OWN",3975,"DEBTCONSOLIDATION",11.97,0.18,15,597,"No",1
"1188105",24,"female","Associate",51598,0,"MORTGAGE",19200,"VENTURE",7.9,0.37,4,598,"No",0
"1188106",32,"female","Associate",24925,7,"RENT",4750,"VENTURE",10.37,0.19,7,575,"Yes",0
"1188107",22,"female","High School",88756,0,"RENT",9600,"PERSONAL",8.94,0.11,3,662,"No",1
"1188108",36,"male","High School",70521,15,"RENT",5000,"VENTURE",6.62,0.07,16,627,"Yes",0
"1188109",22,"male","High School",61073,2,"MORTGAGE",10000,"VENTURE",11.01,0.16,3,568,"Yes",0
"1188110",25,"female","High School",57431,4,"RENT",9000,"DEBTCONSOLIDATION",7.51,0.16,3,501,"Yes",0
"1188111",31,"female","Bachelor",96001,3,"MORTGAGE",5000,"DEBTCONSOLIDATION",8,0.05,9,700,"No",0
"1188112",24,"male","Bachelor",48724,0,"MORTGAGE",7094,"EDUCATION",14.41,0.15,5,608,"Yes",0
"1188113",33,"female","Associate",119465,12,"MORTGAGE",24000,"MEDICAL",11.36,0.2,7,653,"Yes",0
"1188114",23,"female","High School",51246,0,"RENT",6500,"EDUCATION",10.37,0.13,3,621,"No",0
"1188115",25,"female","High School",38946,3,"RENT",1500,"VENTURE",10.99,0.04,4,690,"No",0
"1188116",28,"male","High School",108951,2,"RENT",16000,"EDUCATION",11.86,0.15,10,677,"Yes",0
"1188117",28,"female","High School",25291,3,"RENT",7500,"MEDICAL",9.76,0.3,9,592,"No",1
"1188118",24,"male","High School",61057,5,"MORTGAGE",12571,"DEBTCONSOLIDATION",10.58,0.21,4,585,"Yes",0
"1188119",27,"male","Bachelor",37347,8,"RENT",4200,"VENTURE",12.53,0.11,10,648,"No",0
"1188120",24,"female","Associate",102920,1,"MORTGAGE",10000,"PERSONAL",10,0.1,4,639,"Yes",0
"1188121",30,"female","Associate",18114,8,"RENT",1120,"VENTURE",13.79,0.06,8,685,"No",1
"1188122",42,"male","High School",99997,17,"MORTGAGE",6751,"EDUCATION",9.3,0.07,12,694,"Yes",0
"1188123",42,"male","Associate",87308,16,"RENT",7000,"MEDICAL",13.77,0.08,14,704,"No",0
"1188124",30,"female","Doctorate",190541,9,"MORTGAGE",20875,"DEBTCONSOLIDATION",11.68,0.11,8,627,"Yes",0
"1188125",27,"female","Associate",58782,6,"RENT",6000,"PERSONAL",13.29,0.1,7,626,"Yes",0
"1188126",27,"male","Master",60585,2,"MORTGAGE",12000,"VENTURE",7.6,0.2,8,609,"Yes",0
"1188127",24,"female","Associate",109169,0,"RENT",15000,"DEBTCONSOLIDATION",7.9,0.14,2,620,"No",0
"1188128",30,"female","High School",97103,7,"MORTGAGE",14446,"HOMEIMPROVEMENT",12.04,0.15,9,652,"Yes",0
"1188129",24,"male","Bachelor",76505,2,"MORTGAGE",6000,"EDUCATION",5.79,0.08,3,654,"Yes",0
"1188130",27,"male","Associate",181117,4,"OWN",10000,"EDUCATION",8.59,0.06,6,587,"Yes",0
"1188131",29,"male","High School",42954,7,"RENT",4000,"EDUCATION",15.23,0.09,9,663,"Yes",0
"1188132",22,"female","Associate",27520,1,"RENT",2000,"VENTURE",7.29,0.07,3,604,"No",0
"1188133",23,"female","High School",36601,1,"RENT",3600,"PERSONAL",14.17,0.1,3,619,"No",0
"1188134",29,"male","Associate",136453,4,"RENT",25000,"EDUCATION",15.31,0.18,6,670,"No",1
"1188135",24,"female","Master",133025,3,"MORTGAGE",27300,"PERSONAL",7.51,0.21,3,637,"No",0
"1188136",28,"male","Associate",132566,4,"MORTGAGE",17000,"VENTURE",6.03,0.13,7,617,"Yes",0
"1188137",23,"male","Master",57449,0,"MORTGAGE",25000,"MEDICAL",7.49,0.44,3,705,"No",1
"1188138",27,"female","Doctorate",241287,5,"MORTGAGE",7000,"PERSONAL",6.03,0.03,10,706,"No",0
"1188139",23,"male","Associate",110550,0,"MORTGAGE",12000,"PERSONAL",8.94,0.11,3,668,"No",0
"1188140",27,"male","Master",57094,3,"MORTGAGE",12375,"VENTURE",10.91,0.22,6,709,"Yes",0
"1188141",32,"male","Bachelor",73149,8,"MORTGAGE",3250,"HOMEIMPROVEMENT",13.49,0.04,5,658,"Yes",0
"1188142",25,"male","Associate",40186,0,"RENT",7100,"VENTURE",14.65,0.18,3,653,"No",1
"1188143",33,"male","Master",90692,8,"RENT",10000,"HOMEIMPROVEMENT",8.96,0.11,7,718,"Yes",0
"1188144",25,"male","High School",44742,2,"RENT",5000,"DEBTCONSOLIDATION",6.54,0.11,2,611,"Yes",0
"1188145",24,"female","Bachelor",45751,0,"RENT",2000,"VENTURE",11.01,0.04,2,610,"No",1
"1188146",22,"female","Master",184800,1,"MORTGAGE",24000,"DEBTCONSOLIDATION",15.62,0.13,2,670,"No",1
"1188147",22,"female","High School",55065,0,"RENT",6500,"MEDICAL",13.99,0.12,2,648,"No",1
"1188148",27,"female","Master",105904,8,"RENT",7500,"DEBTCONSOLIDATION",12.54,0.07,8,686,"No",0
"1188149",22,"male","Bachelor",75047,1,"MORTGAGE",6000,"MEDICAL",14.74,0.08,2,553,"No",1
"1188150",33,"female","Master",120137,13,"MORTGAGE",7500,"MEDICAL",5.79,0.06,7,740,"No",0
"1188151",27,"female","Associate",78889,3,"RENT",6000,"EDUCATION",15.47,0.08,5,655,"Yes",0
"1188152",37,"female","Associate",55168,14,"RENT",20000,"HOMEIMPROVEMENT",12.53,0.36,14,629,"No",1
"1188153",28,"female","Associate",65954,2,"MORTGAGE",1200,"HOMEIMPROVEMENT",7.51,0.02,7,666,"No",0
"1188154",22,"female","Bachelor",64497,0,"RENT",5004,"PERSONAL",5.7,0.08,3,673,"Yes",0
"1188155",26,"male","Associate",43149,4,"RENT",7000,"VENTURE",10.99,0.16,4,670,"Yes",0
"1188156",23,"female","Associate",79432,3,"RENT",10075,"DEBTCONSOLIDATION",13.98,0.13,2,555,"No",0
"1188157",25,"female","Bachelor",30145,3,"RENT",1346,"EDUCATION",12.5,0.04,3,577,"No",1
"1188158",22,"female","Master",49045,0,"RENT",7200,"PERSONAL",18.79,0.15,3,691,"Yes",0
"1188159",24,"female","Master",36863,5,"RENT",3000,"MEDICAL",7.49,0.08,3,684,"No",0
"1188160",25,"female","Bachelor",50302,0,"OWN",12000,"PERSONAL",11.01,0.24,2,615,"Yes",0
"1188161",26,"female","Associate",55890,2,"RENT",8000,"PERSONAL",14.42,0.14,2,661,"No",1
"1188162",23,"male","High School",40398,0,"RENT",4600,"EDUCATION",11.71,0.11,3,597,"Yes",0
"1188163",28,"female","High School",12497,2,"RENT",1561,"VENTURE",11.81,0.12,7,635,"No",1
"1188164",22,"male","Associate",72898,0,"MORTGAGE",5000,"VENTURE",7.9,0.07,2,553,"Yes",0
"1188165",27,"female","Bachelor",24043,6,"RENT",5000,"PERSONAL",12.53,0.21,7,624,"No",1
"1188166",23,"male","Bachelor",55577,0,"MORTGAGE",12000,"VENTURE",14.65,0.22,2,657,"No",0
"1188167",32,"male","Doctorate",115085,8,"MORTGAGE",15000,"MEDICAL",5.99,0.13,8,709,"Yes",0
"1188168",27,"male","High School",59012,4,"MORTGAGE",5000,"PERSONAL",8.02,0.08,6,636,"Yes",0
"1188169",23,"male","Bachelor",30737,0,"RENT",2000,"VENTURE",14.04,0.07,3,608,"Yes",0
"1188170",26,"male","Master",38439,4,"MORTGAGE",9250,"PERSONAL",7.9,0.24,2,593,"Yes",0
"1188171",42,"male","Associate",46911,23,"RENT",3000,"MEDICAL",17.56,0.06,15,636,"No",1
"1188172",44,"female","Associate",58560,20,"MORTGAGE",17500,"PERSONAL",12.18,0.3,12,689,"Yes",0
"1188173",28,"female","High School",421133,8,"RENT",20000,"DEBTCONSOLIDATION",11.01,0.05,9,575,"Yes",0
"1188174",29,"female","Bachelor",106706,5,"MORTGAGE",15000,"DEBTCONSOLIDATION",13.85,0.14,6,593,"Yes",0
"1188175",32,"female","Associate",36998,8,"RENT",3000,"MEDICAL",12.6,0.08,7,556,"Yes",0
"1188176",30,"female","Associate",63301,12,"MORTGAGE",5500,"PERSONAL",14.96,0.09,10,568,"No",0
"1188177",22,"male","High School",43124,0,"MORTGAGE",3600,"DEBTCONSOLIDATION",15.7,0.08,4,663,"No",1
"1188178",33,"male","Associate",75440,8,"MORTGAGE",20000,"MEDICAL",11.01,0.27,8,699,"No",1
"1188179",23,"female","High School",49563,0,"RENT",3000,"PERSONAL",13.44,0.06,4,589,"Yes",0
"1188180",28,"female","High School",94810,3,"RENT",20000,"DEBTCONSOLIDATION",11.6,0.21,5,663,"No",0
"1188181",40,"female","High School",132787,17,"RENT",20000,"EDUCATION",10.38,0.15,16,684,"Yes",0
"1188182",27,"female","High School",50327,4,"RENT",11000,"DEBTCONSOLIDATION",15.33,0.22,7,628,"No",1
"1188183",32,"male","Bachelor",99507,8,"MORTGAGE",8000,"EDUCATION",16.89,0.08,8,685,"Yes",0
"1188184",26,"male","Bachelor",70484,4,"RENT",20000,"DEBTCONSOLIDATION",10.25,0.28,2,590,"No",1
"1188185",25,"female","Bachelor",54534,1,"RENT",7500,"MEDICAL",10.78,0.14,4,674,"No",0
"1188186",22,"female","Associate",65908,1,"MORTGAGE",4000,"MEDICAL",13.98,0.06,4,587,"No",0
"1188187",23,"female","Bachelor",42595,0,"RENT",6600,"EDUCATION",7.49,0.15,3,616,"Yes",0
"1188188",26,"male","Bachelor",73118,4,"RENT",7000,"MEDICAL",6.91,0.1,2,647,"Yes",0
"1188189",29,"female","Associate",54924,8,"RENT",12000,"MEDICAL",12.99,0.22,8,672,"No",0
"1188190",22,"male","Bachelor",51608,0,"RENT",25000,"MEDICAL",14.59,0.48,2,593,"No",1
"1188191",23,"female","Associate",79162,0,"RENT",6000,"EDUCATION",14.42,0.08,3,565,"No",1
"1188192",30,"female","Master",117565,7,"RENT",6922,"DEBTCONSOLIDATION",13.23,0.06,5,575,"Yes",0
"1188193",31,"female","Associate",87276,9,"MORTGAGE",5785,"EDUCATION",8.17,0.07,10,591,"No",0
"1188194",39,"male","Associate",93135,16,"MORTGAGE",6338,"DEBTCONSOLIDATION",9.45,0.07,16,596,"Yes",0
"1188195",23,"male","Master",58437,0,"RENT",9800,"DEBTCONSOLIDATION",7.88,0.17,4,659,"No",0
"1188196",26,"female","High School",93411,7,"MORTGAGE",22000,"HOMEIMPROVEMENT",7.09,0.24,4,611,"Yes",0
"1188197",27,"female","Bachelor",60885,5,"RENT",3000,"HOMEIMPROVEMENT",7.03,0.05,5,657,"No",0
"1188198",28,"female","Associate",93024,4,"MORTGAGE",15000,"PERSONAL",12.21,0.16,5,628,"Yes",0
"1188199",21,"female","High School",44501,0,"RENT",9000,"EDUCATION",8.94,0.2,2,576,"No",1
"1188200",29,"male","Associate",99192,7,"OWN",21000,"PERSONAL",14.65,0.21,5,666,"No",0
"1188201",22,"male","High School",38644,2,"RENT",3000,"PERSONAL",11.22,0.08,4,561,"Yes",0
"1188202",23,"female","High School",29753,0,"RENT",6000,"EDUCATION",5.42,0.2,4,624,"Yes",0
"1188203",24,"male","Master",37889,0,"MORTGAGE",8000,"HOMEIMPROVEMENT",5.42,0.21,4,634,"No",0
"1188204",30,"male","Associate",217312,11,"MORTGAGE",28000,"PERSONAL",10.65,0.13,6,673,"Yes",0
"1188205",26,"male","Bachelor",35568,4,"RENT",8000,"EDUCATION",11.01,0.22,3,580,"Yes",0
"1188206",29,"male","Bachelor",42959,10,"RENT",2000,"DEBTCONSOLIDATION",9.63,0.05,8,663,"No",0
"1188207",29,"male","High School",58727,11,"RENT",8800,"MEDICAL",8.49,0.15,9,674,"Yes",0
"1188208",29,"male","High School",61063,7,"RENT",13000,"HOMEIMPROVEMENT",11.46,0.21,5,528,"Yes",0
"1188209",24,"female","Associate",90850,4,"MORTGAGE",1200,"PERSONAL",11.49,0.01,2,589,"Yes",0
"1188210",27,"male","Associate",76429,8,"MORTGAGE",10883,"MEDICAL",8.26,0.14,4,624,"No",1
"1188211",23,"female","Master",57192,0,"RENT",15000,"PERSONAL",12.04,0.26,2,613,"No",1
"1188212",24,"female","Bachelor",77500,1,"MORTGAGE",2199,"MEDICAL",11.73,0.03,3,592,"No",1
"1188213",27,"male","Master",28406,7,"RENT",6000,"MEDICAL",8.9,0.21,6,597,"Yes",0
"1188214",28,"male","Bachelor",76089,6,"RENT",12000,"DEBTCONSOLIDATION",11.01,0.16,7,676,"Yes",0
"1188215",32,"male","Associate",261640,6,"MORTGAGE",10483,"DEBTCONSOLIDATION",14.05,0.04,7,631,"No",1
"1188216",22,"male","High School",77859,1,"RENT",7000,"EDUCATION",9.03,0.09,4,646,"Yes",0
"1188217",22,"female","High School",79142,0,"MORTGAGE",7200,"PERSONAL",8.9,0.09,2,671,"No",0
"1188218",22,"female","High School",34053,0,"RENT",6000,"DEBTCONSOLIDATION",10.38,0.18,4,596,"No",0
"1188219",21,"male","Bachelor",133205,0,"MORTGAGE",14000,"VENTURE",9.99,0.11,2,654,"No",0
"1188220",28,"female","Doctorate",31024,6,"RENT",9750,"MEDICAL",18.25,0.31,6,672,"No",1
"1188221",22,"female","Bachelor",45672,0,"RENT",18250,"PERSONAL",14.61,0.4,2,561,"No",1
"1188222",32,"male","Associate",15149,6,"RENT",6229,"EDUCATION",6.25,0.41,9,664,"No",1
"1188223",27,"female","Bachelor",130888,4,"MORTGAGE",13750,"HOMEIMPROVEMENT",5.79,0.11,5,702,"No",0
"1188224",25,"female","High School",41914,2,"MORTGAGE",10000,"DEBTCONSOLIDATION",12.42,0.24,3,586,"Yes",0
"1188225",30,"male","Master",107821,7,"RENT",30000,"DEBTCONSOLIDATION",17.47,0.28,7,637,"No",1
"1188226",25,"female","Master",80194,3,"RENT",17649,"PERSONAL",15.32,0.22,4,590,"No",1
"1188227",23,"female","Associate",70673,0,"MORTGAGE",16500,"PERSONAL",11.01,0.23,4,656,"No",1
"1188228",25,"male","Master",120018,6,"MORTGAGE",15000,"DEBTCONSOLIDATION",6.17,0.12,4,642,"No",0
"1188229",21,"male","High School",59812,0,"RENT",6000,"DEBTCONSOLIDATION",14.84,0.1,4,568,"No",1
"1188230",26,"female","Bachelor",61180,4,"RENT",12000,"VENTURE",11.01,0.2,4,656,"Yes",0
"1188231",25,"male","Bachelor",97042,5,"RENT",5000,"PERSONAL",12.02,0.05,4,590,"No",1
"1188232",26,"female","Bachelor",93471,1,"RENT",35000,"EDUCATION",12.42,0.37,3,701,"No",1
"1188233",23,"female","Bachelor",97088,1,"RENT",16000,"MEDICAL",13.85,0.16,3,573,"Yes",0
"1188234",23,"female","Master",55107,0,"RENT",3200,"VENTURE",7.37,0.06,3,587,"Yes",0
"1188235",26,"male","Bachelor",97071,3,"MORTGAGE",11000,"HOMEIMPROVEMENT",12.48,0.11,5,638,"Yes",0
"1188236",21,"male","High School",38606,0,"RENT",13000,"EDUCATION",13.11,0.34,2,625,"No",1
"1188237",26,"female","Bachelor",150185,7,"MORTGAGE",6000,"PERSONAL",10.62,0.04,2,533,"Yes",0
"1188238",22,"male","Master",42515,2,"RENT",12400,"EDUCATION",11.01,0.29,4,497,"No",1
"1188239",26,"female","Master",48848,2,"MORTGAGE",6000,"HOMEIMPROVEMENT",11.99,0.12,2,591,"Yes",0
"1188240",34,"male","Bachelor",43243,14,"MORTGAGE",9000,"PERSONAL",13.47,0.21,10,655,"No",0
"1188241",29,"male","Bachelor",57208,8,"MORTGAGE",11200,"PERSONAL",7.14,0.2,6,661,"No",0
"1188242",29,"male","High School",27240,5,"RENT",2500,"DEBTCONSOLIDATION",13.11,0.09,8,644,"No",1
"1188243",23,"female","Bachelor",85169,1,"MORTGAGE",2500,"EDUCATION",11.99,0.03,2,673,"Yes",0
"1188244",25,"male","Associate",92183,2,"MORTGAGE",20000,"EDUCATION",6.54,0.22,2,653,"No",0
"1188245",38,"male","Bachelor",48932,18,"MORTGAGE",4000,"PERSONAL",12.21,0.08,13,652,"No",0
"1188246",33,"male","Associate",75779,10,"RENT",9686,"PERSONAL",14.84,0.13,6,590,"No",1
